City,Address,Floor,Bathroom,Bedroom,Land,Road,Price,Face
Kathmandu,Bhangal,3,3,3,855.625,13,19000000,West
Kathmandu,Bhangal,3,4,5,1369,13,35000000,West
Kathmandu,Bhangal,2.5,4,4,1283.43,13,34000000,West
Kathmandu,Bhangal,2.5,5,7,1581.195,13,38900000,West
Kathmandu,Bhangal,2.5,4,5,1197.875,13,16500000,South West
Kathmandu,Bhangal,3,4,5,1454.5625,13,16500000,South West
Kathmandu,Bhangal,3,5,5,1454.5625,14,17900000,East
Kathmandu,Bhangal,3,5,6,1112.3125,12,19900000,South West
Kathmandu,Bhangal,2.5,6,6,1112.31,12,21000000,West
Kathmandu,Bhangal,2,4,5,1454.5625,13,21000000,West
Kathmandu,Bhangal,2.5,3,6,1026.75,20,21000000,East
Kathmandu,Bhangal,3,5,5,1454.5625,13,21500000,East
Kathmandu,Bhangal,3,5,5,1454.5625,13,21500000,South
Kathmandu,Bhangal,3,5,6,1454.5625,20,21500000,North East
Kathmandu,Bhangal,2.5,5,7,1069.53,13,22000000,East
Kathmandu,Bhangal,3,5,5,1369,13,23000000,West
Kathmandu,Bhangal,2.5,5,5,1454.56,13,23800000,East
Kathmandu,Bhangal,3,6,6,1369,18,23800000,East
Kathmandu,Bhangal,3,6,6,1369,14,24000000,South East
Kathmandu,Bhangal,3,6,6,1369,15,24000000,North West
Kathmandu,Bhangal,3,3,4,1369,13,25000000,East
Kathmandu,Bhangal,2.5,4,5,1369,12,27000000,South East
Kathmandu,Bhangal,3,6,6,1369,14,27500000,East
Kathmandu,Bhangal,2.5,3,4,1095.2,9,28500000,East
Kathmandu,Bhangal,3,6,6,1796.8125,20,28500000,East
Kathmandu,Bhangal,2.5,4,6,1095.2,12,30000000,North
Kathmandu,Bhangal,2.5,6,5,1060.975,13,32000000,North
Kathmandu,Bhangal,3,4,4,1796.8125,12,33500000,South
Kathmandu,Bhangal,2.5,5,3,1711.25,13,34000000,South West
Kathmandu,Bhangal,3,5,5,2395.75,15,34500000,South West
Kathmandu,Bhangal,2.5,4,6,2053.5,13,35000000,South
Kathmandu,Bhangal,2.5,3,3,1711.25,14,35000000,East
Kathmandu,Bhangal,2.5,4,5,1711.25,20,40000000,East
Kathmandu,Bhangal,3,6,7,1745.475,13,45000000,South West
Kathmandu,Bhangal,3.5,3,6,2738,13,56000000,West
Kathmandu,Bhangal,2.5,3,5,1112.31,13,27500000,West
Kathmandu,Bhangal,3.5,4,5,1604.29,13,37000000,West
Kathmandu,Bhangal,3.5,3,6,1048.14,13,20000000,West
Kathmandu,Bhatkepati,2.5,3,6,1069.53,13,18000000,South
Kathmandu,Bhatkepati,2.5,4,4,2053.5,20,25000000,South East
Lalitpur,Bhelpa,2.5,3,4,1026.75,13,22500000,East
Lalitpur,Bhelpa,2.5,3,5,1095.2,11,26500000,South West
Kathmandu,Bhimsengola,3,4,5,1095.2,13,34000000,West
Kathmandu,Bhimsengola,2.5,2,6,1026.75,13,41500000,West
Kathmandu,Birendra Chowk,2.5,3,6,1048.140625,13,24000000,South West
Kathmandu,Birendra Chowk,3,3,7,1026.75,14.5,24000000,North West
Kathmandu,Birendra Chowk,2.5,4,5,1437.45,13,30500000,South
Kathmandu,Bishal Nagar,3,4,4,2053.5,13,56500000,West
Kathmandu,Bishal Nagar,3,3,6,2738,12,48000000,North West
Bhaktapur,Bode,2.5,3,3,1155.09375,13,18500000,East
Bhaktapur,Bode,2.5,3,6,1369,13,28000000,North West
Bhaktapur,Bode,3,3,6,1711.25,13,27000000,West
Bhaktapur,Bode,2.5,4,7,1711.25,13,25000000,West
Kathmandu,Boharatar,2,2,5,1026.75,13,20000000,East
Lalitpur,Boje Pokhari,3,4,6,1155.09375,13,27500000,North West
Kathmandu,Boudha,2.5,4,7,1796.81,13,42500000,West
Kathmandu,Boudha,3,5,5,1711.25,13,35000000,West
Kathmandu,Boudha,2.5,3,6,1197.875,13,34000000,West
Kathmandu,Boudha,2.5,4,5,1026.75,13,28000000,West
Kathmandu,Boudha,3.5,4,7,727.28,10,17000000,South East
Kathmandu,Boudha,3,3,4,1561.515625,16,20531250,South West
Kathmandu,Boudha,2.5,3,9,855.62,13,21000000,South West
Kathmandu,Boudha,2.5,3,5,1262.046875,13,26500000,North
Kathmandu,Boudha,3.5,4,4,1369,13,27000000,East
Kathmandu,Boudha,2.5,4,5,1754.03125,20,35000000,West
Kathmandu,Boudha,3.5,4,9,1369,13,30000000,West
Kathmandu,Buddha Chowk,2.5,5,6,1745.475,13,41500000,West
Kathmandu,Buddha Chowk,2.5,4,5,1779.7,13,39000000,East
Kathmandu,Buddha Nagar,2.5,5,6,1176.48,13,48500000,West
Kathmandu,Buddha Nagar,2.5,3,5,2117.67,13,80000000,West
Kathmandu,Buddhanagar,2.5,3,3,855.625,10,24500000,South
Kathmandu,Buddhanagar,2.5,3,5,1026.75,10,29900000,South
Kathmandu,Budhanilkantha,2.5,3,4,1026.75,13,12000000,West
Kathmandu,Budhanilkantha,2.5,3,3,1026.75,13,17500000,West
Kathmandu,Budhanilkantha,3,4,4,2909.125,13,57500000,West
Kathmandu,Budhanilkantha,3,4,3,2652.43,13,39000000,West
Kathmandu,Budhanilkantha,3,5,6,1711.25,13,49000000,West
Kathmandu,Budhanilkantha,3,5,3,2053.5,13,47500000,West
Kathmandu,Budhanilkantha,3,5,5,2395.75,13,65000000,West
Kathmandu,Budhanilkantha,3,3,4,2395.75,13,35000000,West
Kathmandu,Budhanilkantha,3,4,5,2310.1875,13,67500000,West
Kathmandu,Budhanilkantha,3,3,5,2566.875,13,65000000,West
Kathmandu,Budhanilkantha,2.5,3,5,1369,13,82000000,West
Kathmandu,Budhanilkantha,2.5,3,4,1026.75,13,21000000,West
Kathmandu,Budhanilkantha,2,2,2,1711.25,13,13500000,West
Kathmandu,Budhanilkantha,2.5,2,2,1369,13,17000000,West
Kathmandu,Budhanilkantha,2.5,2,2,1711.25,13,40000000,West
Kathmandu,Budhanilkantha,2.5,4,4,2053.5,13,39000000,West
Kathmandu,Budhanilkantha,2.5,5,5,1711.25,13,51000000,West
Kathmandu,Budhanilkantha,2.5,2,6,1437.45,13,17000000,West
Kathmandu,Budhanilkantha,2.6,4,5,2121.95,13,41500000,West
Kathmandu,Budhanilkantha,3,3,6,2053.5,13,37500000,West
Kathmandu,Budhanilkantha,3,4,5,1060.975,13,29000000,West
Kathmandu,Budhanilkantha,3,3,8,1711.25,13,27500000,West
Kathmandu,Budhanilkantha,3,5,6,1604.29,13,38500000,West
Kathmandu,Budhanilkantha,3,5,5,1711.25,13,38000000,West
Kathmandu,Budhanilkantha,3,5,8,2053.5,13,60000000,West
Kathmandu,Budhanilkantha,3,5,5,1540.125,13,25000000,West
Kathmandu,Budhanilkantha,3,4,4,1369,13,35000000,West
Kathmandu,Budhanilkantha,3,5,5,1369,13,42500000,West
Kathmandu,Budhanilkantha,3,5,4,1369,13,42500000,West
Kathmandu,Budhanilkantha,3,4,5,1369,13,34000000,West
Kathmandu,Budhanilkantha,3,4,5,1369,13,28000000,West
Kathmandu,Budhanilkantha,3,5,9,1369,13,31500000,West
Kathmandu,Budhanilkantha,3,3,3,1129.425,13,24500000,West
Kathmandu,Budhanilkantha,3,5,4,1026.75,13,28000000,West
Kathmandu,Budhanilkantha,3,5,9,1026.75,13,21000000,West
Kathmandu,Budhanilkantha,3.5,3,4,1711.25,13,30000000,West
Kathmandu,Budhanilkantha,3.5,5,5,1711.25,13,49500000,West
Kathmandu,Budhanilkantha,3.5,2,5,1711.25,13,45000000,West
Kathmandu,Budhanilkantha,3.5,5,5,1711.25,13,46000000,West
Kathmandu,Budhanilkantha,3.5,5,4,2053.5,13,47000000,West
Kathmandu,Budhanilkantha,3.5,4,6,2738,13,33000000,West
Kathmandu,Budhanilkantha,3,5,3,2053.5,13,60000000,West
Kathmandu,Budhanilkantha,3,3,5,1129.425,13,21500000,West
Kathmandu,Budhanilkantha,3,3,5,1369,13,34000000,West
Kathmandu,Budhanilkantha,2.5,3,4,1369,13,35000000,West
Kathmandu,Budhanilkantha,2.5,5,8,1369,13,35500000,West
Kathmandu,Budhanilkantha,2.5,5,5,1369,13,45000000,West
Kathmandu,Budhanilkantha,2.5,3,5,1796.81,13,21000000,West
Kathmandu,Budhanilkantha,2.5,5,4,1500,13,39500000,West
Kathmandu,Budhanilkantha,2.5,4,4,1711.25,13,39500000,West
Kathmandu,Budhanilkantha,2.5,4,6,1711.25,13,25500000,West
Kathmandu,Budhanilkantha,2.5,4,5,2395.75,13,55000000,West
Kathmandu,Budhanilkantha,2.5,3,9,1860.98,13,37500000,West
Kathmandu,Budhanilkantha,2.5,4,8,2139.06,13,60000000,West
Kathmandu,Budhanilkantha,3,3,4,1112.3125,10,16000000,East
Kathmandu,Budhanilkantha,3,3,3,941.1875,13,16000000,South West
Kathmandu,Budhanilkantha,2.5,3,9,1711.25,14,16500000,South
Kathmandu,Budhanilkantha,3,5,5,1112.3125,13,18000000,North
Kathmandu,Budhanilkantha,3,4,8,1197.875,10,19000000,North
Kathmandu,Budhanilkantha,2,3,4,1026.75,15,19000000,East
Kathmandu,Budhanilkantha,3,6,5,1454.5625,12,21800000,North East
Kathmandu,Budhanilkantha,3,4,6,1369,15,22000000,East
Kathmandu,Budhanilkantha,2,3,4,1026.75,13,22500000,South
Kathmandu,Budhanilkantha,3,5,5,1026.75,14,22500000,South East
Kathmandu,Budhanilkantha,3,3,4,1090.921875,15,22500000,East
Kathmandu,Budhanilkantha,3,6,6,1112.3125,18,22500000,North East
Kathmandu,Budhanilkantha,3,3,4,1197.875,16,23000000,East
Kathmandu,Budhanilkantha,2.5,3,6,1060.975,12,23500000,East
Kathmandu,Budhanilkantha,2,3,4,1369,14,24000000,East
Kathmandu,Budhanilkantha,2.5,3,3,1129.425,13,24500000,West
Kathmandu,Budhanilkantha,2.5,4,6,1197.875,13,24500000,East
Kathmandu,Budhanilkantha,2,5,7,1540.125,12,25000000,North West
Kathmandu,Budhanilkantha,3,3,4,2738,13,25000000,West
Kathmandu,Budhanilkantha,3,3,9,1026.75,13,25000000,South
Kathmandu,Budhanilkantha,3,4,6,1796.8125,13,25500000,East
Kathmandu,Budhanilkantha,3,6,6,1369,13,26500000,East
Kathmandu,Budhanilkantha,2.5,4,4,1060.975,18,26500000,North
Kathmandu,Budhanilkantha,3,6,6,1796.8125,14,27000000,East
Kathmandu,Budhanilkantha,2.5,4,4,1026.75,13,28000000,South
Kathmandu,Budhanilkantha,3,6,6,1369,13,28000000,South East
Kathmandu,Budhanilkantha,3,3,5,1433.171875,13,28000000,North West
Kathmandu,Budhanilkantha,2,3,3,1796.8125,18,28500000,South West
Kathmandu,Budhanilkantha,2.5,5,6,1095.2,12,29000000,North
Kathmandu,Budhanilkantha,3,5,5,1711.25,14,29000000,South
Kathmandu,Budhanilkantha,3,5,5,1369,15,29800000,East
Kathmandu,Budhanilkantha,3,6,7,1711.25,20,29900000,South West
Kathmandu,Budhanilkantha,2.5,4,5,1711.25,13,30000000,South West
Kathmandu,Budhanilkantha,2,5,5,1369,13,30500000,West
Kathmandu,Budhanilkantha,3,4,4,1711.25,15,30500000,North East
Kathmandu,Budhanilkantha,3,5,5,1796.8125,14,31000000,South West
Kathmandu,Budhanilkantha,2,4,4,1540.125,14,31000000,East
Kathmandu,Budhanilkantha,2.5,5,5,1437.45,19,31000000,South West
Kathmandu,Budhanilkantha,2.5,6,5,1882.375,20,31000000,North
Kathmandu,Budhanilkantha,3,4,5,1796.8125,13,32000000,South East
Kathmandu,Budhanilkantha,2.5,4,5,2053.5,13,32000000,South
Kathmandu,Budhanilkantha,2.5,5,6,1026.75,15,32000000,North West
Kathmandu,Budhanilkantha,3,6,4,2139.0625,20,32000000,North
Kathmandu,Budhanilkantha,2.5,4,4,1369,20,32000000,South
Kathmandu,Budhanilkantha,3,5,5,1369,13,32500000,East
Kathmandu,Budhanilkantha,3,4,5,1369,13,32500000,South
Kathmandu,Budhanilkantha,3,4,5,1540.125,14,32500000,West
Kathmandu,Budhanilkantha,3,4,5,1369,15,32500000,East
Kathmandu,Budhanilkantha,2,4,4,2139.0625,15,32500000,East
Kathmandu,Budhanilkantha,2.5,5,8,2139.0625,14,32900000,North East
Kathmandu,Budhanilkantha,3,3,7,1540.12,13,33000000,South East
Kathmandu,Budhanilkantha,3,6,5,1711.25,13,33000000,North
Kathmandu,Budhanilkantha,3,4,3,1347.609375,20,33000000,East
Kathmandu,Budhanilkantha,3,5,6,1369,13,33500000,North
Kathmandu,Budhanilkantha,2,3,5,1369,16,34000000,North East
Kathmandu,Budhanilkantha,2.5,5,6,1369,13,34500000,West
Kathmandu,Budhanilkantha,3,4,5,2845,12,35000000,East
Kathmandu,Budhanilkantha,3,3,4,1369,14,35000000,North
Kathmandu,Budhanilkantha,3,6,6,2738,20,35000000,East
Kathmandu,Budhanilkantha,3,5,5,2053.5,13,36000000,East
Kathmandu,Budhanilkantha,3,7,5,2053.5,14,36000000,East
Kathmandu,Budhanilkantha,2.5,5,6,1711.25,14,36000000,South West
Kathmandu,Budhanilkantha,2.5,5,4,1369,15,36000000,West
Kathmandu,Budhanilkantha,2,4,5,2053.5,15,36000000,North East
Kathmandu,Budhanilkantha,2,4,5,2139.0625,20,36500000,East
Kathmandu,Budhanilkantha,2.5,5,6,2053.5,13,37000000,North
Kathmandu,Budhanilkantha,3,5,5,2738,15,37000000,South East
Kathmandu,Budhanilkantha,3,6,6,2053.5,16,37000000,East
Kathmandu,Budhanilkantha,3,5,6,1369,13,37500000,North
Kathmandu,Budhanilkantha,2.5,4,5,1540.12,14,37500000,South West
Kathmandu,Budhanilkantha,2,2,8,1711.25,20,37500000,West
Kathmandu,Budhanilkantha,2.5,3,4,2087.725,16.66666667,38000000,South East
Kathmandu,Budhanilkantha,2.5,5,7,1369,13,38500000,North East
Kathmandu,Budhanilkantha,2.5,6,6,2053.5,14,39000000,South West
Kathmandu,Budhanilkantha,3,6,6,2053.5,14.5,39000000,South West
Kathmandu,Budhanilkantha,3,5,7,1711.25,13,39500000,South East
Kathmandu,Budhanilkantha,2.5,4,5,1471.675,13,40000000,West
Kathmandu,Budhanilkantha,2.5,6,6,1711.25,15,40000000,South East
Kathmandu,Budhanilkantha,3,5,5,2823.5625,20,40000000,East
Kathmandu,Budhanilkantha,2.5,4,5,1711.25,20,40500000,East
Kathmandu,Budhanilkantha,2,4,5,2823.5625,13,41000000,East
Kathmandu,Budhanilkantha,2.5,5,5,2053.5,13,41000000,South
Kathmandu,Budhanilkantha,2.5,6,6,1745.475,13,41500000,North West
Kathmandu,Budhanilkantha,3,5,5,2738,20,42000000,East
Kathmandu,Budhanilkantha,3,4,5,1711.25,13,42500000,South East
Kathmandu,Budhanilkantha,3,5,5,2738,13,42500000,East
Kathmandu,Budhanilkantha,3,4,5,1454.5625,13,42500000,West
Kathmandu,Budhanilkantha,2,5,5,1283.4375,16,42500000,South East
Kathmandu,Budhanilkantha,3,5,6,2823.5625,15,44500000,South East
Kathmandu,Budhanilkantha,3,5,5,1711.25,16,44500000,South
Kathmandu,Budhanilkantha,2.5,3,6,2806.45,12.5,45000000,South East
Kathmandu,Budhanilkantha,3,6,5,2053.5,13,45000000,North East
Kathmandu,Budhanilkantha,2.5,5,6,1711.25,13,45000000,West
Kathmandu,Budhanilkantha,3,4,6,1711.25,13,45000000,East
Kathmandu,Budhanilkantha,3,4,5,1625.6875,13,45000000,South
Kathmandu,Budhanilkantha,2.5,6,5,1711.25,15,45000000,North West
Kathmandu,Budhanilkantha,3,5,4,2395.75,15,45000000,South East
Kathmandu,Budhanilkantha,3,7,5,2738,20,45000000,South East
Kathmandu,Budhanilkantha,2.5,5,5,2395.75,20,45000000,East
Kathmandu,Budhanilkantha,3,4,3,1540.125,20,45000000,South West
Kathmandu,Budhanilkantha,3,4,4,2738,20,45000000,South
Kathmandu,Budhanilkantha,2.5,6,5,1711.25,14,46000000,West
Kathmandu,Budhanilkantha,2.5,4,5,1711.25,16,46500000,South
Kathmandu,Budhanilkantha,2.5,5,5,2053.5,20,47500000,East
Kathmandu,Budhanilkantha,3,5,5,3165.8125,13,49000000,West
Kathmandu,Budhanilkantha,2.5,5,5,1967.9375,13,49500000,South
Kathmandu,Budhanilkantha,3,5,4,1796.8125,14,50000000,East
Kathmandu,Budhanilkantha,2.5,5,4,1745.475,15,50000000,East
Kathmandu,Budhanilkantha,2,4,5,3165.8125,20,50000000,East
Kathmandu,Budhanilkantha,3,4,4,1796.8125,20,50000000,West
Kathmandu,Budhanilkantha,2,3,5,2840.675,13,51500000,South West
Kathmandu,Budhanilkantha,3,4,9,2738,13,52500000,North
Kathmandu,Budhanilkantha,3,5,5,2738,20,52500000,South East
Kathmandu,Budhanilkantha,3,3,5,1882.375,14,53000000,North
Kathmandu,Budhanilkantha,2.5,5,5,2566.875,13,55000000,North East
Kathmandu,Budhanilkantha,2.5,4,4,2806.45,13,55000000,North East
Kathmandu,Budhanilkantha,2,4,4,2909.125,13,55000000,North East
Kathmandu,Budhanilkantha,3,5,4,3080.25,18,55000000,North
Kathmandu,Budhanilkantha,3.5,8,7,2566.875,19.5,55000000,South West
Kathmandu,Budhanilkantha,3,4,4,3080.25,20,55000000,South East
Kathmandu,Budhanilkantha,3,4,4,2395.75,13,57000000,South West
Kathmandu,Budhanilkantha,2.5,3,4,3080.25,12,57500000,South
Kathmandu,Budhanilkantha,3,5,4,2738,20,57500000,South West
Kathmandu,Budhanilkantha,2.5,5,5,2053.5,14,58000000,South
Kathmandu,Budhanilkantha,3,5,5,2481.3125,20,58000000,East
Kathmandu,Budhanilkantha,3,4,9,2823.5625,20,58000000,East
Kathmandu,Budhanilkantha,3,6,4,2652.4375,20,59000000,South East
Kathmandu,Budhanilkantha,3,5,5,2053.5,13,59500000,South
Kathmandu,Budhanilkantha,2.5,5,4,3114.475,13,60000000,South West
Kathmandu,Budhanilkantha,2.5,4,7,3123.03125,13,60000000,East
Kathmandu,Budhanilkantha,2.5,5,6,2053.5,15,61000000,North East
Kathmandu,Budhanilkantha,2.5,6,6,2121.95,15,62500000,North East
Kathmandu,Budhanilkantha,2.5,5,4,2053.5,20,62500000,East
Kathmandu,Budhanilkantha,3.5,5,6,2566.875,16,63000000,East
Kathmandu,Budhanilkantha,2,4,5,2738,20,65000000,East
Kathmandu,Budhanilkantha,3,6,5,2738,20,68000000,South West
Kathmandu,Budhanilkantha,2.5,6,5,2395.75,14,70000000,South East
Kathmandu,Budhanilkantha,2.5,5,6,2738,20,70000000,West
Kathmandu,Budhanilkantha,3,5,5,2823.5625,20,77500000,East
Kathmandu,Budhanilkantha,2.5,3,4,1505.9,13,44000000,West
Kathmandu,Budhanilkantha,3,3,5,2053.5,13,49500000,West
Kathmandu,Budhanilkantha,2.5,3,5,2464.2,13,47500000,West
Kathmandu,Budhanilkantha,3,5,5,1197.875,13,42500000,West
Kathmandu,Budhanilkantha,2.5,5,5,2395.75,13,65000000,West
Kathmandu,Budhanilkantha,2.5,4,4,1026.75,13,22500000,West
Kathmandu,Budhanilkantha,2.5,3,4,2395.75,13,48500000,West
Kathmandu,Budhanilkantha,2.5,5,6,2053.5,13,57500000,West
Kathmandu,Budhanilkantha,2.5,4,6,2053.5,13,42500000,West
Kathmandu,Budhanilkantha,2.5,3,4,3020,13,19500000,West
Kathmandu,Budhanilkantha,2.5,3,7,1026.75,13,23000000,West
Kathmandu,Budhanilkantha,2.5,4,4,3080.25,13,53000000,West
Kathmandu,Budhanilkantha,3.5,5,5,1967.93,13,50000000,West
Kathmandu,Budhanilkantha,3,3,5,1711.25,13,37500000,West
Kathmandu,Budhanilkantha,3,2,5,2053.5,13,60000000,West
Kathmandu,Budhanilkantha,2.5,5,5,2738,13,40000000,West
Kathmandu,Budhanilkantha,2.5,5,5,2395.75,13,45000000,West
Kathmandu,Budhanilkantha,2.5,3,3,1711.25,13,55000000,West
Kathmandu,Budhanilkantha,2.5,3,5,1369,13,27000000,West
Kathmandu,Budhanilkantha,2.5,4,6,1026.75,13,28500000,West
Kathmandu,Budhanilkantha,2.5,4,5,1026.75,13,26500000,West
Kathmandu,Budhanilkantha,2.5,3,5,1026.75,13,19000000,West
Kathmandu,Budhanilkantha,2.5,5,6,1369,13,26500000,West
Kathmandu,Budhanilkantha,2.5,4,5,1423.76,13,17500000,West
Kathmandu,Budhanilkantha ,2.5,5,6,1095.2,13,26500000,West
Kathmandu,Budhanilkantha ,2.5,4,6,1026.75,13,21000000,West
Kathmandu,Budhanilkantha ,2.5,4,7,1711.25,13,36000000,West
Kathmandu,Budhanilkantha ,2.5,4,5,2395.75,13,62500000,West
Kathmandu,Budhanilkantha ,2.5,4,4,1711.25,13,51500000,West
Kathmandu,Budhanilkantha ,2.5,4,5,1369,13,42500000,West
Kathmandu,Budhanilkantha ,2.5,3,4,1026.75,13,17000000,West
Kathmandu,Chabahil,3,4,6,1369,13,31500000,West
Kathmandu,Chabahil,3,4,5,2395.75,13,43500000,West
Kathmandu,Chabahil,3,3,6,684.5,20,13500000,North
Kathmandu,Chabahil,2.5,3,5,1069.53125,13,23500000,North East
Kathmandu,Chabahil,2.5,4,5,1369,13,29500000,East
Kathmandu,Chabahil,3,6,8,1437.45,20,32000000,West
Kathmandu,Chabahil,3,4,5,1369,12,37000000,South West
Kathmandu,Chabahil,3,5,5,1796.8125,14,49500000,East
Kathmandu,Chabahil,2,4,4,1796.8125,16,50000000,East
Kathmandu,Chabahil,3,3,6,1197.875,13,31000000,West
Kathmandu,Chabahil,2.5,5,6,1813.925,13,51000000,West
Kathmandu,Chabahil,2.5,3,4,1347.6,13,24500000,West
Kathmandu,Chabahil,2.5,3,8,3080.25,13,75000000,West
Lalitpur,Chakupat,2.5,5,4,1026.75,13,27500000,West
Lalitpur,Chakupat,3,3,5,1625.6875,13,35000000,South
Lalitpur,Chakupat,3.5,5,5,2053.5,13,60000000,South
Kathmandu,Chamati,2.5,3,5,1026.75,13,24500000,West
Kathmandu,Chamati,3,2,4,877.015625,20,21500000,South East
Kathmandu,Chamati,2.5,3,6,1197.875,20,34000000,East
Kathmandu,Chandol,3,3,5,1779.7,13,46000000,West
Kathmandu,Chandol,3,3,5,1369,13,37500000,West
Kathmandu,Chandol,2,3,4,1197.875,13.124,24500000,East
Kathmandu,Chandol,3,5,4,1369,16,33500000,East
Kathmandu,Chandol,2,4,5,1369,12,35000000,North
Kathmandu,Chandol,2.5,3,7,1711.25,12,36000000,North
Kathmandu,Chandol,3,3,7,1796.81,13,41500000,West
Kathmandu,Chandragiri,3,3,4,684.5,13,18000000,West
Kathmandu,Chandragiri,2.5,3,6,1026.75,13,16000000,West
Kathmandu,Chandragiri,2.5,3,7,1026.75,13,13500000,West
Kathmandu,Chandragiri,2.5,3,3,1369,13,15000000,West
Kathmandu,Chandragiri,3.5,3,6,1197.875,13,22000000,West
Kathmandu,Chandragiri,3.5,4,5,1369,13,30500000,West
Kathmandu,Chandragiri,3,5,6,1369,13,26000000,West
Kathmandu,Chandragiri,3,3,4,1060.975,13,20500000,West
Kathmandu,Chandragiri,2.5,4,4,1540.125,13,23000000,West
Kathmandu,Chandragiri,2.5,3,5,1369,13,25000000,West
Kathmandu,Chandragiri,3,3,4,855.625,13,12900000,South
Kathmandu,Chandragiri,2,2,2,1369,10,16000000,South East
Kathmandu,Chandragiri,2.5,3,6,1095.2,10,17000000,South East
Kathmandu,Chandragiri,3,3,6,1026.75,16,17000000,East
Kathmandu,Chandragiri,3,3,6,1711.25,10,22000000,East
Kathmandu,Chandragiri,2.5,1,6,1711.25,20,26700000,West
Kathmandu,Chandragiri,2,4,7,1454.5625,14,29500000,West
Lalitpur,Changathali,2.5,3,7,1369,10,17000000,East
Lalitpur,Changathali,2.5,3,4,1026.75,13,18000000,North West
Lalitpur,Changathali,2,2,4,1471.675,13,28500000,South
Lalitpur,Changathali,2,5,4,1369,13,16000000,West
Lalitpur,Changathali,3,3,6,1197.875,13,22500000,West
Bhaktapur,Changunarayan,3,3,2,1026.75,14,16000000,East
Bhaktapur,Changunarayan,3,3,5,1048.140625,13,18000000,South East
Bhaktapur,Changunarayan,3.5,3,8,1090.92,10,21000000,East
Kathmandu,Changunarayan,2.5,4,5,1304.82,10,31000000,North
Kathmandu,Changunarayan,2.5,3,4,1129.425,10,31000000,North
Bhaktapur,Changunarayan,2.5,2,4,3165.81,13,25000000,West
Lalitpur,Chapagaun,2.5,3,5,1711.25,14,30000000,South West
Kathmandu,Chapali,3,3,8,1471.675,13,17000000,West
Kathmandu,Chapali,2.5,4,5,1540.125,12,27000000,South
Kathmandu,Chapali,3.5,4,6,2383,13,27000000,East
Kathmandu,Chapali,3,3,5,1129.425,13,28000000,North East
Kathmandu,Chapali,3,3,7,1129.425,13,29500000,East
Kathmandu,Chapali,2.5,5,4,1711.25,13,31000000,East
Kathmandu,Chapali,2.5,5,5,1403.225,15,33500000,South West
Kathmandu,Chapali,3,4,5,1540.125,14,39900000,North West
Kathmandu,Chapali,3,6,7,3165.8125,13,42000000,East
Kathmandu,Chapali,2.5,3,5,2053.5,13,61500000,South
Kathmandu,Chapali,2.5,5,5,2053.5,13,61500000,South
Kathmandu,Chapali,2.5,3,8,1796.8125,13,20300000,West
Kathmandu,Chapali,2.5,4,5,2053.5,13,52500000,West
Kathmandu,Chapali,2.5,5,6,1711.25,13,42500000,West
Kathmandu,Chapali,2.5,5,5,1882.375,13,57000000,West
Kathmandu,Chappal Karkhana,2.5,4,5,1369,13,40000000,West
Kathmandu,Chappal Karkhana,2.5,5,5,1369,13,48000000,West
Kathmandu,Chappal Karkhana,3,5,6,2053.5,13,55600000,West
Kathmandu,Chappal Karkhana,2.5,5,5,1711.25,13,49000000,West
Kathmandu,Chappal Karkhana,3,4,3,1026.75,13,27000000,West
Kathmandu,Chappal Karkhana,3,5,4,1026.75,13,32000000,South West
Kathmandu,Chappal Karkhana,2.5,5,4,1026.75,13,32000000,South West
Kathmandu,Chappal Karkhana,3.5,4,4,1026.75,16,35000000,South
Kathmandu,Chappal Karkhana,3.5,4,7,1839.59375,12,40000000,North
Kathmandu,Chappal Karkhana,2.5,6,5,2840.675,13,75000000,South
Kathmandu,Chappal Karkhana,2.5,4,6,1625.6875,13,35000000,West
Bhaktapur,Chardobato,2.5,4,5,1540.125,12,31000000,West
Bhaktapur,Chardobato,3.5,6,6,1437.45,20,41000000,South
Lalitpur,Chasidol,3,3,6,1390.39,13,23500000,West
Kathmandu,Chettrapati,2.5,2,6,1718.095,13,26000000,West
Kathmandu,Chhauni,2.5,3,4,1437.45,14,31000000,South East
Kathmandu,Chhauni,2.5,3,5,1095.2,13,35000000,South
Kathmandu,Chobar,3,3,5,1369,13,23500000,West
Lalitpur,Chokhel,3.5,4,8,1711.25,12,33500000,East
Lalitpur,Chokhel,3.5,4,8,1711.25,12,33500000,East
Bhaktapur,Chundevi,3.5,4,8,1711.25,13,26500000,East
Kathmandu,Chundevi,3,5,5,2053.5,13,61000000,West
Kathmandu,Chundevi,2.5,3,4,2310.18,13,67500000,West
Kathmandu,Chunikhel,3,3,5,1026.75,13,19000000,West
Kathmandu,Chunikhel,2,1,2,1060.975,13,16000000,North
Kathmandu,Chunikhel,2.5,3,4,752.95,10,19500000,South West
Kathmandu,Chunikhel,2.5,3,4,898.4,10,19500000,South West
Kathmandu,Chunikhel,3.5,3,7,1026.75,10,25000000,South
Kathmandu,Chunikhel,2.5,5,6,1403.225,13,28500000,South
Kathmandu,Chunikhel,3,5,6,1129.425,13,30000000,South East
Lalitpur,Chyasal,3,4,7,1026.75,13,22500000,West
Kathmandu,Chyasindol,2.5,5,5,2464.2,20,36000000,East
Kathmandu,Chyasundol,2.5,3,9,1369,13,25000000,West
Lalitpur,Civil Homes,3,2,3,2053.5,18,29500000,West
