Price,Address,Floor,Bathroom,Bedroom,Land,Road,City,Face
27500000,Bhangal,2.5,3,5,1112.31,13,Kathmandu,West
37000000,Bhangal,3.5,4,5,1604.29,13,Kathmandu,West
20000000,Bhangal,3.5,3,6,1048.14,13,Kathmandu,West
18000000,other,2.5,3,6,1069.53,13,Kathmandu,South
25000000,other,2.5,4,4,2053.5,20,Kathmandu,South East
22500000,other,2.5,3,4,1026.75,13,Lalitpur,East
26500000,other,2.5,3,5,1095.2,11,Lalitpur,South West
34000000,other,3,4,5,1095.2,13,Kathmandu,West
41500000,other,2.5,2,6,1026.75,13,Kathmandu,West
24000000,other,2.5,3,6,1048.140625,13,Kathmandu,South West
24000000,other,3,3,7,1026.75,14.5,Kathmandu,North West
30500000,other,2.5,4,5,1437.45,13,Kathmandu,South
56500000,other,3,4,4,2053.5,13,Kathmandu,West
48000000,other,3,3,6,2738,12,Kathmandu,North West
18500000,other,2.5,3,3,1155.09375,13,Bhaktapur,East
28000000,other,2.5,3,6,1369,13,Bhaktapur,North West
27000000,other,3,3,6,1711.25,13,Bhaktapur,West
25000000,other,2.5,4,7,1711.25,13,Bhaktapur,West
20000000,other,2,2,5,1026.75,13,Kathmandu,East
27500000,other,3,4,6,1155.09375,13,Lalitpur,North West
42500000,Boudha,2.5,4,7,1796.81,13,Kathmandu,West
35000000,Boudha,3,5,5,1711.25,13,Kathmandu,West
34000000,Boudha,2.5,3,6,1197.875,13,Kathmandu,West
28000000,Boudha,2.5,4,5,1026.75,13,Kathmandu,West
20531250,Boudha,3,3,4,1561.515625,16,Kathmandu,South West
26500000,Boudha,2.5,3,5,1262.046875,13,Kathmandu,North
27000000,Boudha,3.5,4,4,1369,13,Kathmandu,East
35000000,Boudha,2.5,4,5,1754.03125,20,Kathmandu,West
30000000,Boudha,3.5,4,9,1369,13,Kathmandu,West
41500000,other,2.5,5,6,1745.475,13,Kathmandu,West
39000000,other,2.5,4,5,1779.7,13,Kathmandu,East
48500000,other,2.5,5,6,1176.48,13,Kathmandu,West
80000000,other,2.5,3,5,2117.67,13,Kathmandu,West
29900000,other,2.5,3,5,1026.75,10,Kathmandu,South
12000000,Budhanilkantha,2.5,3,4,1026.75,13,Kathmandu,West
17500000,Budhanilkantha,2.5,3,3,1026.75,13,Kathmandu,West
57500000,Budhanilkantha,3,4,4,2909.125,13,Kathmandu,West
39000000,Budhanilkantha,3,4,3,2652.43,13,Kathmandu,West
49000000,Budhanilkantha,3,5,6,1711.25,13,Kathmandu,West
47500000,Budhanilkantha,3,5,3,2053.5,13,Kathmandu,West
65000000,Budhanilkantha,3,5,5,2395.75,13,Kathmandu,West
35000000,Budhanilkantha,3,3,4,2395.75,13,Kathmandu,West
67500000,Budhanilkantha,3,4,5,2310.1875,13,Kathmandu,West
65000000,Budhanilkantha,3,3,5,2566.875,13,Kathmandu,West
82000000,Budhanilkantha,2.5,3,5,1369,13,Kathmandu,West
21000000,Budhanilkantha,2.5,3,4,1026.75,13,Kathmandu,West
13500000,Budhanilkantha,2,2,2,1711.25,13,Kathmandu,West
17000000,Budhanilkantha,2.5,2,2,1369,13,Kathmandu,West
40000000,Budhanilkantha,2.5,2,2,1711.25,13,Kathmandu,West
39000000,Budhanilkantha,2.5,4,4,2053.5,13,Kathmandu,West
51000000,Budhanilkantha,2.5,5,5,1711.25,13,Kathmandu,West
17000000,Budhanilkantha,2.5,2,6,1437.45,13,Kathmandu,West
41500000,Budhanilkantha,2.6,4,5,2121.95,13,Kathmandu,West
37500000,Budhanilkantha,3,3,6,2053.5,13,Kathmandu,West
29000000,Budhanilkantha,3,4,5,1060.975,13,Kathmandu,West
27500000,Budhanilkantha,3,3,8,1711.25,13,Kathmandu,West
38500000,Budhanilkantha,3,5,6,1604.29,13,Kathmandu,West
38000000,Budhanilkantha,3,5,5,1711.25,13,Kathmandu,West
60000000,Budhanilkantha,3,5,8,2053.5,13,Kathmandu,West
25000000,Budhanilkantha,3,5,5,1540.125,13,Kathmandu,West
35000000,Budhanilkantha,3,4,4,1369,13,Kathmandu,West
42500000,Budhanilkantha,3,5,5,1369,13,Kathmandu,West
42500000,Budhanilkantha,3,5,4,1369,13,Kathmandu,West
34000000,Budhanilkantha,3,4,5,1369,13,Kathmandu,West
28000000,Budhanilkantha,3,4,5,1369,13,Kathmandu,West
31500000,Budhanilkantha,3,5,9,1369,13,Kathmandu,West
24500000,Budhanilkantha,3,3,3,1129.425,13,Kathmandu,West
28000000,Budhanilkantha,3,5,4,1026.75,13,Kathmandu,West
21000000,Budhanilkantha,3,5,9,1026.75,13,Kathmandu,West
30000000,Budhanilkantha,3.5,3,4,1711.25,13,Kathmandu,West
49500000,Budhanilkantha,3.5,5,5,1711.25,13,Kathmandu,West
45000000,Budhanilkantha,3.5,2,5,1711.25,13,Kathmandu,West
46000000,Budhanilkantha,3.5,5,5,1711.25,13,Kathmandu,West
47000000,Budhanilkantha,3.5,5,4,2053.5,13,Kathmandu,West
33000000,Budhanilkantha,3.5,4,6,2738,13,Kathmandu,West
60000000,Budhanilkantha,3,5,3,2053.5,13,Kathmandu,West
21500000,Budhanilkantha,3,3,5,1129.425,13,Kathmandu,West
34000000,Budhanilkantha,3,3,5,1369,13,Kathmandu,West
35000000,Budhanilkantha,2.5,3,4,1369,13,Kathmandu,West
35500000,Budhanilkantha,2.5,5,8,1369,13,Kathmandu,West
45000000,Budhanilkantha,2.5,5,5,1369,13,Kathmandu,West
21000000,Budhanilkantha,2.5,3,5,1796.81,13,Kathmandu,West
39500000,Budhanilkantha,2.5,5,4,1500,13,Kathmandu,West
39500000,Budhanilkantha,2.5,4,4,1711.25,13,Kathmandu,West
25500000,Budhanilkantha,2.5,4,6,1711.25,13,Kathmandu,West
55000000,Budhanilkantha,2.5,4,5,2395.75,13,Kathmandu,West
37500000,Budhanilkantha,2.5,3,9,1860.98,13,Kathmandu,West
60000000,Budhanilkantha,2.5,4,8,2139.06,13,Kathmandu,West
16000000,Budhanilkantha,3,3,4,1112.3125,10,Kathmandu,East
16500000,Budhanilkantha,2.5,3,9,1711.25,14,Kathmandu,South
18000000,Budhanilkantha,3,5,5,1112.3125,13,Kathmandu,North
19000000,Budhanilkantha,3,4,8,1197.875,10,Kathmandu,North
19000000,Budhanilkantha,2,3,4,1026.75,15,Kathmandu,East
21800000,Budhanilkantha,3,6,5,1454.5625,12,Kathmandu,North East
22000000,Budhanilkantha,3,4,6,1369,15,Kathmandu,East
22500000,Budhanilkantha,2,3,4,1026.75,13,Kathmandu,South
22500000,Budhanilkantha,3,5,5,1026.75,14,Kathmandu,South East
22500000,Budhanilkantha,3,3,4,1090.921875,15,Kathmandu,East
22500000,Budhanilkantha,3,6,6,1112.3125,18,Kathmandu,North East
23000000,Budhanilkantha,3,3,4,1197.875,16,Kathmandu,East
23500000,Budhanilkantha,2.5,3,6,1060.975,12,Kathmandu,East
24000000,Budhanilkantha,2,3,4,1369,14,Kathmandu,East
24500000,Budhanilkantha,2.5,3,3,1129.425,13,Kathmandu,West
24500000,Budhanilkantha,2.5,4,6,1197.875,13,Kathmandu,East
25000000,Budhanilkantha,2,5,7,1540.125,12,Kathmandu,North West
25000000,Budhanilkantha,3,3,4,2738,13,Kathmandu,West
25000000,Budhanilkantha,3,3,9,1026.75,13,Kathmandu,South
25500000,Budhanilkantha,3,4,6,1796.8125,13,Kathmandu,East
26500000,Budhanilkantha,3,6,6,1369,13,Kathmandu,East
26500000,Budhanilkantha,2.5,4,4,1060.975,18,Kathmandu,North
27000000,Budhanilkantha,3,6,6,1796.8125,14,Kathmandu,East
28000000,Budhanilkantha,2.5,4,4,1026.75,13,Kathmandu,South
28000000,Budhanilkantha,3,6,6,1369,13,Kathmandu,South East
28000000,Budhanilkantha,3,3,5,1433.171875,13,Kathmandu,North West
28500000,Budhanilkantha,2,3,3,1796.8125,18,Kathmandu,South West
29000000,Budhanilkantha,2.5,5,6,1095.2,12,Kathmandu,North
29000000,Budhanilkantha,3,5,5,1711.25,14,Kathmandu,South
29800000,Budhanilkantha,3,5,5,1369,15,Kathmandu,East
29900000,Budhanilkantha,3,6,7,1711.25,20,Kathmandu,South West
30000000,Budhanilkantha,2.5,4,5,1711.25,13,Kathmandu,South West
30500000,Budhanilkantha,2,5,5,1369,13,Kathmandu,West
30500000,Budhanilkantha,3,4,4,1711.25,15,Kathmandu,North East
31000000,Budhanilkantha,3,5,5,1796.8125,14,Kathmandu,South West
31000000,Budhanilkantha,2,4,4,1540.125,14,Kathmandu,East
31000000,Budhanilkantha,2.5,5,5,1437.45,19,Kathmandu,South West
31000000,Budhanilkantha,2.5,6,5,1882.375,20,Kathmandu,North
32000000,Budhanilkantha,3,4,5,1796.8125,13,Kathmandu,South East
32000000,Budhanilkantha,2.5,4,5,2053.5,13,Kathmandu,South
32000000,Budhanilkantha,2.5,5,6,1026.75,15,Kathmandu,North West
32000000,Budhanilkantha,3,6,4,2139.0625,20,Kathmandu,North
32000000,Budhanilkantha,2.5,4,4,1369,20,Kathmandu,South
32500000,Budhanilkantha,3,5,5,1369,13,Kathmandu,East
32500000,Budhanilkantha,3,4,5,1369,13,Kathmandu,South
32500000,Budhanilkantha,3,4,5,1540.125,14,Kathmandu,West
32500000,Budhanilkantha,3,4,5,1369,15,Kathmandu,East
32500000,Budhanilkantha,2,4,4,2139.0625,15,Kathmandu,East
32900000,Budhanilkantha,2.5,5,8,2139.0625,14,Kathmandu,North East
33000000,Budhanilkantha,3,3,7,1540.12,13,Kathmandu,South East
33000000,Budhanilkantha,3,6,5,1711.25,13,Kathmandu,North
33000000,Budhanilkantha,3,4,3,1347.609375,20,Kathmandu,East
33500000,Budhanilkantha,3,5,6,1369,13,Kathmandu,North
34000000,Budhanilkantha,2,3,5,1369,16,Kathmandu,North East
34500000,Budhanilkantha,2.5,5,6,1369,13,Kathmandu,West
35000000,Budhanilkantha,3,4,5,2845,12,Kathmandu,East
35000000,Budhanilkantha,3,3,4,1369,14,Kathmandu,North
35000000,Budhanilkantha,3,6,6,2738,20,Kathmandu,East
36000000,Budhanilkantha,3,5,5,2053.5,13,Kathmandu,East
36000000,Budhanilkantha,3,7,5,2053.5,14,Kathmandu,East
36000000,Budhanilkantha,2.5,5,6,1711.25,14,Kathmandu,South West
36000000,Budhanilkantha,2.5,5,4,1369,15,Kathmandu,West
36000000,Budhanilkantha,2,4,5,2053.5,15,Kathmandu,North East
36500000,Budhanilkantha,2,4,5,2139.0625,20,Kathmandu,East
37000000,Budhanilkantha,2.5,5,6,2053.5,13,Kathmandu,North
37000000,Budhanilkantha,3,5,5,2738,15,Kathmandu,South East
37000000,Budhanilkantha,3,6,6,2053.5,16,Kathmandu,East
37500000,Budhanilkantha,3,5,6,1369,13,Kathmandu,North
37500000,Budhanilkantha,2.5,4,5,1540.12,14,Kathmandu,South West
37500000,Budhanilkantha,2,2,8,1711.25,20,Kathmandu,West
38000000,Budhanilkantha,2.5,3,4,2087.725,16.66666667,Kathmandu,South East
38500000,Budhanilkantha,2.5,5,7,1369,13,Kathmandu,North East
39000000,Budhanilkantha,2.5,6,6,2053.5,14,Kathmandu,South West
39000000,Budhanilkantha,3,6,6,2053.5,14.5,Kathmandu,South West
39500000,Budhanilkantha,3,5,7,1711.25,13,Kathmandu,South East
40000000,Budhanilkantha,2.5,4,5,1471.675,13,Kathmandu,West
40000000,Budhanilkantha,2.5,6,6,1711.25,15,Kathmandu,South East
40000000,Budhanilkantha,3,5,5,2823.5625,20,Kathmandu,East
40500000,Budhanilkantha,2.5,4,5,1711.25,20,Kathmandu,East
41000000,Budhanilkantha,2,4,5,2823.5625,13,Kathmandu,East
41000000,Budhanilkantha,2.5,5,5,2053.5,13,Kathmandu,South
41500000,Budhanilkantha,2.5,6,6,1745.475,13,Kathmandu,North West
42000000,Budhanilkantha,3,5,5,2738,20,Kathmandu,East
42500000,Budhanilkantha,3,4,5,1711.25,13,Kathmandu,South East
42500000,Budhanilkantha,3,5,5,2738,13,Kathmandu,East
42500000,Budhanilkantha,3,4,5,1454.5625,13,Kathmandu,West
42500000,Budhanilkantha,2,5,5,1283.4375,16,Kathmandu,South East
44500000,Budhanilkantha,3,5,6,2823.5625,15,Kathmandu,South East
44500000,Budhanilkantha,3,5,5,1711.25,16,Kathmandu,South
45000000,Budhanilkantha,2.5,3,6,2806.45,12.5,Kathmandu,South East
45000000,Budhanilkantha,3,6,5,2053.5,13,Kathmandu,North East
45000000,Budhanilkantha,2.5,5,6,1711.25,13,Kathmandu,West
45000000,Budhanilkantha,3,4,6,1711.25,13,Kathmandu,East
45000000,Budhanilkantha,3,4,5,1625.6875,13,Kathmandu,South
45000000,Budhanilkantha,2.5,6,5,1711.25,15,Kathmandu,North West
45000000,Budhanilkantha,3,5,4,2395.75,15,Kathmandu,South East
45000000,Budhanilkantha,3,7,5,2738,20,Kathmandu,South East
45000000,Budhanilkantha,2.5,5,5,2395.75,20,Kathmandu,East
45000000,Budhanilkantha,3,4,3,1540.125,20,Kathmandu,South West
45000000,Budhanilkantha,3,4,4,2738,20,Kathmandu,South
46000000,Budhanilkantha,2.5,6,5,1711.25,14,Kathmandu,West
46500000,Budhanilkantha,2.5,4,5,1711.25,16,Kathmandu,South
47500000,Budhanilkantha,2.5,5,5,2053.5,20,Kathmandu,East
49000000,Budhanilkantha,3,5,5,3165.8125,13,Kathmandu,West
49500000,Budhanilkantha,2.5,5,5,1967.9375,13,Kathmandu,South
50000000,Budhanilkantha,3,5,4,1796.8125,14,Kathmandu,East
50000000,Budhanilkantha,2.5,5,4,1745.475,15,Kathmandu,East
50000000,Budhanilkantha,2,4,5,3165.8125,20,Kathmandu,East
50000000,Budhanilkantha,3,4,4,1796.8125,20,Kathmandu,West
51500000,Budhanilkantha,2,3,5,2840.675,13,Kathmandu,South West
52500000,Budhanilkantha,3,4,9,2738,13,Kathmandu,North
52500000,Budhanilkantha,3,5,5,2738,20,Kathmandu,South East
53000000,Budhanilkantha,3,3,5,1882.375,14,Kathmandu,North
55000000,Budhanilkantha,2.5,5,5,2566.875,13,Kathmandu,North East
55000000,Budhanilkantha,2.5,4,4,2806.45,13,Kathmandu,North East
55000000,Budhanilkantha,2,4,4,2909.125,13,Kathmandu,North East
55000000,Budhanilkantha,3,5,4,3080.25,18,Kathmandu,North
55000000,Budhanilkantha,3.5,8,7,2566.875,19.5,Kathmandu,South West
55000000,Budhanilkantha,3,4,4,3080.25,20,Kathmandu,South East
57000000,Budhanilkantha,3,4,4,2395.75,13,Kathmandu,South West
57500000,Budhanilkantha,2.5,3,4,3080.25,12,Kathmandu,South
57500000,Budhanilkantha,3,5,4,2738,20,Kathmandu,South West
58000000,Budhanilkantha,2.5,5,5,2053.5,14,Kathmandu,South
58000000,Budhanilkantha,3,5,5,2481.3125,20,Kathmandu,East
58000000,Budhanilkantha,3,4,9,2823.5625,20,Kathmandu,East
59000000,Budhanilkantha,3,6,4,2652.4375,20,Kathmandu,South East
59500000,Budhanilkantha,3,5,5,2053.5,13,Kathmandu,South
60000000,Budhanilkantha,2.5,5,4,3114.475,13,Kathmandu,South West
60000000,Budhanilkantha,2.5,4,7,3123.03125,13,Kathmandu,East
61000000,Budhanilkantha,2.5,5,6,2053.5,15,Kathmandu,North East
62500000,Budhanilkantha,2.5,6,6,2121.95,15,Kathmandu,North East
62500000,Budhanilkantha,2.5,5,4,2053.5,20,Kathmandu,East
63000000,Budhanilkantha,3.5,5,6,2566.875,16,Kathmandu,East
65000000,Budhanilkantha,2,4,5,2738,20,Kathmandu,East
68000000,Budhanilkantha,3,6,5,2738,20,Kathmandu,South West
70000000,Budhanilkantha,2.5,6,5,2395.75,14,Kathmandu,South East
70000000,Budhanilkantha,2.5,5,6,2738,20,Kathmandu,West
77500000,Budhanilkantha,3,5,5,2823.5625,20,Kathmandu,East
44000000,Budhanilkantha,2.5,3,4,1505.9,13,Kathmandu,West
49500000,Budhanilkantha,3,3,5,2053.5,13,Kathmandu,West
47500000,Budhanilkantha,2.5,3,5,2464.2,13,Kathmandu,West
42500000,Budhanilkantha,3,5,5,1197.875,13,Kathmandu,West
65000000,Budhanilkantha,2.5,5,5,2395.75,13,Kathmandu,West
22500000,Budhanilkantha,2.5,4,4,1026.75,13,Kathmandu,West
48500000,Budhanilkantha,2.5,3,4,2395.75,13,Kathmandu,West
57500000,Budhanilkantha,2.5,5,6,2053.5,13,Kathmandu,West
42500000,Budhanilkantha,2.5,4,6,2053.5,13,Kathmandu,West
19500000,Budhanilkantha,2.5,3,4,3020,13,Kathmandu,West
23000000,Budhanilkantha,2.5,3,7,1026.75,13,Kathmandu,West
53000000,Budhanilkantha,2.5,4,4,3080.25,13,Kathmandu,West
50000000,Budhanilkantha,3.5,5,5,1967.93,13,Kathmandu,West
37500000,Budhanilkantha,3,3,5,1711.25,13,Kathmandu,West
60000000,Budhanilkantha,3,2,5,2053.5,13,Kathmandu,West
40000000,Budhanilkantha,2.5,5,5,2738,13,Kathmandu,West
45000000,Budhanilkantha,2.5,5,5,2395.75,13,Kathmandu,West
55000000,Budhanilkantha,2.5,3,3,1711.25,13,Kathmandu,West
27000000,Budhanilkantha,2.5,3,5,1369,13,Kathmandu,West
28500000,Budhanilkantha,2.5,4,6,1026.75,13,Kathmandu,West
26500000,Budhanilkantha,2.5,4,5,1026.75,13,Kathmandu,West
19000000,Budhanilkantha,2.5,3,5,1026.75,13,Kathmandu,West
26500000,Budhanilkantha,2.5,5,6,1369,13,Kathmandu,West
17500000,Budhanilkantha,2.5,4,5,1423.76,13,Kathmandu,West
26500000,Budhanilkantha ,2.5,5,6,1095.2,13,Kathmandu,West
21000000,Budhanilkantha ,2.5,4,6,1026.75,13,Kathmandu,West
36000000,Budhanilkantha ,2.5,4,7,1711.25,13,Kathmandu,West
62500000,Budhanilkantha ,2.5,4,5,2395.75,13,Kathmandu,West
51500000,Budhanilkantha ,2.5,4,4,1711.25,13,Kathmandu,West
42500000,Budhanilkantha ,2.5,4,5,1369,13,Kathmandu,West
17000000,Budhanilkantha ,2.5,3,4,1026.75,13,Kathmandu,West
31500000,Chabahil,3,4,6,1369,13,Kathmandu,West
43500000,Chabahil,3,4,5,2395.75,13,Kathmandu,West
23500000,Chabahil,2.5,3,5,1069.53125,13,Kathmandu,North East
29500000,Chabahil,2.5,4,5,1369,13,Kathmandu,East
32000000,Chabahil,3,6,8,1437.45,20,Kathmandu,West
37000000,Chabahil,3,4,5,1369,12,Kathmandu,South West
49500000,Chabahil,3,5,5,1796.8125,14,Kathmandu,East
50000000,Chabahil,2,4,4,1796.8125,16,Kathmandu,East
31000000,Chabahil,3,3,6,1197.875,13,Kathmandu,West
51000000,Chabahil,2.5,5,6,1813.925,13,Kathmandu,West
24500000,Chabahil,2.5,3,4,1347.6,13,Kathmandu,West
75000000,Chabahil,2.5,3,8,3080.25,13,Kathmandu,West
27500000,other,2.5,5,4,1026.75,13,Lalitpur,West
35000000,other,3,3,5,1625.6875,13,Lalitpur,South
60000000,other,3.5,5,5,2053.5,13,Lalitpur,South
24500000,other,2.5,3,5,1026.75,13,Kathmandu,West
34000000,other,2.5,3,6,1197.875,20,Kathmandu,East
46000000,Chandol,3,3,5,1779.7,13,Kathmandu,West
37500000,Chandol,3,3,5,1369,13,Kathmandu,West
24500000,Chandol,2,3,4,1197.875,13.124,Kathmandu,East
33500000,Chandol,3,5,4,1369,16,Kathmandu,East
35000000,Chandol,2,4,5,1369,12,Kathmandu,North
36000000,Chandol,2.5,3,7,1711.25,12,Kathmandu,North
41500000,Chandol,3,3,7,1796.81,13,Kathmandu,West
16000000,Chandragiri,2.5,3,6,1026.75,13,Kathmandu,West
13500000,Chandragiri,2.5,3,7,1026.75,13,Kathmandu,West
15000000,Chandragiri,2.5,3,3,1369,13,Kathmandu,West
22000000,Chandragiri,3.5,3,6,1197.875,13,Kathmandu,West
30500000,Chandragiri,3.5,4,5,1369,13,Kathmandu,West
26000000,Chandragiri,3,5,6,1369,13,Kathmandu,West
20500000,Chandragiri,3,3,4,1060.975,13,Kathmandu,West
23000000,Chandragiri,2.5,4,4,1540.125,13,Kathmandu,West
25000000,Chandragiri,2.5,3,5,1369,13,Kathmandu,West
16000000,Chandragiri,2,2,2,1369,10,Kathmandu,South East
17000000,Chandragiri,2.5,3,6,1095.2,10,Kathmandu,South East
17000000,Chandragiri,3,3,6,1026.75,16,Kathmandu,East
22000000,Chandragiri,3,3,6,1711.25,10,Kathmandu,East
26700000,Chandragiri,2.5,1,6,1711.25,20,Kathmandu,West
29500000,Chandragiri,2,4,7,1454.5625,14,Kathmandu,West
17000000,Changathali,2.5,3,7,1369,10,Lalitpur,East
18000000,Changathali,2.5,3,4,1026.75,13,Lalitpur,North West
28500000,Changathali,2,2,4,1471.675,13,Lalitpur,South
16000000,Changathali,2,5,4,1369,13,Lalitpur,West
22500000,Changathali,3,3,6,1197.875,13,Lalitpur,West
16000000,Changunarayan,3,3,2,1026.75,14,Bhaktapur,East
18000000,Changunarayan,3,3,5,1048.140625,13,Bhaktapur,South East
21000000,Changunarayan,3.5,3,8,1090.92,10,Bhaktapur,East
31000000,Changunarayan,2.5,4,5,1304.82,10,Kathmandu,North
31000000,Changunarayan,2.5,3,4,1129.425,10,Kathmandu,North
25000000,Changunarayan,2.5,2,4,3165.81,13,Bhaktapur,West
30000000,other,2.5,3,5,1711.25,14,Lalitpur,South West
17000000,Chapali,3,3,8,1471.675,13,Kathmandu,West
27000000,Chapali,2.5,4,5,1540.125,12,Kathmandu,South
27000000,Chapali,3.5,4,6,2383,13,Kathmandu,East
28000000,Chapali,3,3,5,1129.425,13,Kathmandu,North East
29500000,Chapali,3,3,7,1129.425,13,Kathmandu,East
31000000,Chapali,2.5,5,4,1711.25,13,Kathmandu,East
33500000,Chapali,2.5,5,5,1403.225,15,Kathmandu,South West
39900000,Chapali,3,4,5,1540.125,14,Kathmandu,North West
42000000,Chapali,3,6,7,3165.8125,13,Kathmandu,East
61500000,Chapali,2.5,3,5,2053.5,13,Kathmandu,South
61500000,Chapali,2.5,5,5,2053.5,13,Kathmandu,South
20300000,Chapali,2.5,3,8,1796.8125,13,Kathmandu,West
52500000,Chapali,2.5,4,5,2053.5,13,Kathmandu,West
42500000,Chapali,2.5,5,6,1711.25,13,Kathmandu,West
57000000,Chapali,2.5,5,5,1882.375,13,Kathmandu,West
40000000,Chappal Karkhana,2.5,4,5,1369,13,Kathmandu,West
48000000,Chappal Karkhana,2.5,5,5,1369,13,Kathmandu,West
55600000,Chappal Karkhana,3,5,6,2053.5,13,Kathmandu,West
49000000,Chappal Karkhana,2.5,5,5,1711.25,13,Kathmandu,West
27000000,Chappal Karkhana,3,4,3,1026.75,13,Kathmandu,West
32000000,Chappal Karkhana,3,5,4,1026.75,13,Kathmandu,South West
32000000,Chappal Karkhana,2.5,5,4,1026.75,13,Kathmandu,South West
35000000,Chappal Karkhana,3.5,4,4,1026.75,16,Kathmandu,South
40000000,Chappal Karkhana,3.5,4,7,1839.59375,12,Kathmandu,North
75000000,Chappal Karkhana,2.5,6,5,2840.675,13,Kathmandu,South
35000000,Chappal Karkhana,2.5,4,6,1625.6875,13,Kathmandu,West
31000000,other,2.5,4,5,1540.125,12,Bhaktapur,West
41000000,other,3.5,6,6,1437.45,20,Bhaktapur,South
23500000,other,3,3,6,1390.39,13,Lalitpur,West
26000000,other,2.5,2,6,1718.095,13,Kathmandu,West
31000000,other,2.5,3,4,1437.45,14,Kathmandu,South East
35000000,other,2.5,3,5,1095.2,13,Kathmandu,South
23500000,other,3,3,5,1369,13,Kathmandu,West
33500000,other,3.5,4,8,1711.25,12,Lalitpur,East
33500000,other,3.5,4,8,1711.25,12,Lalitpur,East
26500000,other,3.5,4,8,1711.25,13,Bhaktapur,East
61000000,other,3,5,5,2053.5,13,Kathmandu,West
67500000,other,2.5,3,4,2310.18,13,Kathmandu,West
19000000,Chunikhel,3,3,5,1026.75,13,Kathmandu,West
16000000,Chunikhel,2,1,2,1060.975,13,Kathmandu,North
25000000,Chunikhel,3.5,3,7,1026.75,10,Kathmandu,South
28500000,Chunikhel,2.5,5,6,1403.225,13,Kathmandu,South
30000000,Chunikhel,3,5,6,1129.425,13,Kathmandu,South East
22500000,other,3,4,7,1026.75,13,Lalitpur,West
36000000,other,2.5,5,5,2464.2,20,Kathmandu,East
25000000,other,2.5,3,9,1369,13,Kathmandu,West
29500000,other,3,2,3,2053.5,18,Lalitpur,West
21500000,other,2.5,4,7,1069.53,12,Kathmandu,East
25000000,Dallu,3,3,2,1197.875,13,Kathmandu,West
50000000,Dallu,3,2,3,1026.75,13,Kathmandu,West
29000000,Dallu,3,4,8,1155.09375,20,Kathmandu,West
41000000,Dallu,3,3,6,1026.75,16,Kathmandu,South
55000000,Dallu,3,3,7,2481.3125,14,Kathmandu,South
55000000,Dallu,3,3,3,1711.25,13,Kathmandu,West
15000000,other,2.5,3,4,1026.75,17,Kathmandu,South
16000000,other,2.5,3,4,1026.75,10,Kathmandu,South East
32500000,Deuba Chowk,2.5,5,5,1403.225,14,Kathmandu,South West
36000000,Deuba Chowk,2.5,5,5,2053.5,16,Kathmandu,East
36500000,Deuba Chowk,2.5,3,3,2395.75,13,Kathmandu,East
37500000,Deuba Chowk,2.5,3,5,1711.25,13,Kathmandu,South
43500000,Deuba Chowk,3,4,6,2053.5,13,Kathmandu,North
45000000,Deuba Chowk,2.5,4,5,1471.675,13,Kathmandu,South
47000000,Deuba Chowk,2.5,5,4,2053.5,15,Kathmandu,South
49500000,Deuba Chowk,2.5,5,8,2738,13,Kathmandu,East
52500000,Deuba Chowk,3,4,8,2738,12,Kathmandu,East
55000000,Deuba Chowk,2.5,4,8,2738,12,Kathmandu,East
50000000,other,3,3,5,1540.125,13,Kathmandu,West
22000000,other,2.5,3,5,1060.975,12,Kathmandu,East
22000000,other,2.5,3,5,1540.125,13,Lalitpur,West
55000000,Dhapakhel,3,3,4,2121.95,13,Lalitpur,West
40000000,Dhapakhel,3,4,7,1642.8,13,Lalitpur,West
31700000,Dhapakhel,3,3,4,1369,13,Lalitpur,West
22500000,Dhapakhel,2.5,3,5,1060.975,13,Lalitpur,West
36000000,Dhapakhel,3,2,5,1369,13,Lalitpur,West
19800000,Dhapakhel,2.5,3,4,1026.75,20,Lalitpur,South
25000000,Dhapakhel,2.5,3,4,1197.87,12,Lalitpur,North East
25000000,Dhapakhel,3,3,4,1625.6875,13,Lalitpur,South
25000000,Dhapakhel,2.5,2,7,1711.25,18,Kathmandu,South East
26000000,Dhapakhel,2.5,4,5,1437.45,18,Lalitpur,East
27000000,Dhapakhel,2.5,4,6,1129.425,13,Lalitpur,East
27000000,Dhapakhel,2.5,4,5,1026.75,20,Lalitpur,North East
28000000,Dhapakhel,3,3,6,1711.25,13,Lalitpur,East
29000000,Dhapakhel,2.5,3,3,1095.2,13.5,Lalitpur,South East
42000000,Dhapakhel,2,3,4,2806.45,13,Lalitpur,North East
26500000,Dhapakhel,2.5,4,5,1540.125,13,Lalitpur,West
45000000,Dhapakhel,2.5,3,9,2738,13,Lalitpur,West
31000000,Dhapakhel,3,3,7,1903.76,13,Lalitpur,West
28000000,Dhapakhel,3,3,5,1796.81,13,Lalitpur,West
38500000,Dhapakhel,3,4,6,2053.5,13,Lalitpur,West
23000000,Dhapakhel,3,3,5,1026.75,13,Lalitpur,West
21900000,Dhapakhel,3,4,5,1454.5625,13,Lalitpur,West
29500000,Dhapakhel,3,3,5,1369,13,Lalitpur,West
50000000,Dhapakhel,3,5,9,3080.25,13,Lalitpur,West
23500000,Dhapakhel,3,3,7,1540.125,13,Lalitpur,West
27500000,Dhapakhel,3,5,4,1369,13,Lalitpur,West
25500000,Dhapakhel,3,3,4,1129.425,13,Lalitpur,West
55000000,Dhapakhel,2.5,2,5,2224.625,13,Lalitpur,West
