Price,Address,Floor,Bathroom,Bedroom,Land,Road,City,Face,Longitude,Latitude
27000000,Imadol,3.0,3.0,5,1197.875,13.0,Lalitpur,West,85.344299,27.666822
26000000,Imadol,3.0,3.0,4,1197.875,13.0,Lalitpur,West,85.344299,27.666822
23000000,Imadol,3.0,4.0,6,1112.3125,13.0,Lalitpur,West,85.344299,27.666822
23500000,Imadol,3.0,5.0,4,1069.53,13.0,Lalitpur,West,85.344299,27.666822
23500000,Imadol,3.0,4.0,4,1069.53,13.0,Lalitpur,West,85.344299,27.666822
26500000,Imadol,3.0,4.0,4,1095.2,13.0,Lalitpur,West,85.344299,27.666822
26000000,Imadol,3.0,3.0,2,1112.31,13.0,Lalitpur,West,85.344299,27.666822
21000000,Imadol,3.0,4.0,4,1060.975,13.0,Lalitpur,West,85.344299,27.666822
28000000,Imadol,3.0,5.0,9,1026.75,13.0,Lalitpur,West,85.344299,27.666822
29500000,Imadol,3.0,3.0,4,1197.87,13.0,Lalitpur,West,85.344299,27.666822
28500000,Imadol,3.0,3.0,4,1026.75,13.0,Lalitpur,West,85.344299,27.666822
26500000,Imadol,3.0,3.0,4,1026.75,13.0,Lalitpur,West,85.344299,27.666822
24000000,Imadol,3.0,3.0,4,1060.975,13.0,Lalitpur,West,85.344299,27.666822
33500000,Imadol,3.0,4.0,6,1488.7875,13.0,Lalitpur,West,85.344299,27.666822
39000000,Imadol,3.0,4.0,9,1540.12,13.0,Lalitpur,West,85.344299,27.666822
41000000,Imadol,3.0,4.0,4,1711.25,13.0,Lalitpur,West,85.344299,27.666822
27000000,Imadol,2.5,4.0,5,1155.09,13.0,Lalitpur,West,85.344299,27.666822
28500000,Imadol,2.5,4.0,7,1090.92,13.0,Lalitpur,West,85.344299,27.666822
31000000,Imadol,2.5,3.0,6,1283.43,13.0,Lalitpur,West,85.344299,27.666822
34000000,Imadol,2.5,3.0,6,1326.21,13.0,Lalitpur,West,85.344299,27.666822
31500000,Imadol,2.5,5.0,7,1369.0,13.0,Lalitpur,West,85.344299,27.666822
29500000,Imadol,2.5,3.0,4,1026.75,13.0,Lalitpur,West,85.344299,27.666822
22000000,Imadol,2.5,2.0,5,834.23,13.0,Lalitpur,West,85.344299,27.666822
25000000,Imadol,2.5,4.0,5,1060.975,13.0,Lalitpur,West,85.344299,27.666822
36500000,Imadol,2.5,4.0,8,1369.0,13.0,Lalitpur,West,85.344299,27.666822
27000000,Imadol,2.5,3.0,6,1497.34,13.0,Lalitpur,West,85.344299,27.666822
25000000,Imadol,2.5,4.0,4,1026.75,13.0,Lalitpur,West,85.344299,27.666822
27000000,Imadol,2.5,5.0,5,1026.75,13.0,Lalitpur,West,85.344299,27.666822
32500000,Imadol,3.0,4.0,5,1283.43,13.0,Lalitpur,West,85.344299,27.666822
32500000,Imadol,3.0,4.0,5,1283.43,13.0,Lalitpur,West,85.344299,27.666822
42500000,Imadol,2.5,4.0,5,1369.0,13.0,Lalitpur,West,85.344299,27.666822
38500000,Imadol,2.5,5.0,6,1711.25,13.0,Lalitpur,West,85.344299,27.666822
18500000,Imadol,3.0,3.0,5,1005.35,13.0,Lalitpur,West,85.344299,27.666822
24000000,Imadol,3.0,3.0,4,1026.75,13.0,Lalitpur,West,85.344299,27.666822
27000000,Imadol,3.0,4.0,5,1026.75,13.0,Lalitpur,West,85.344299,27.666822
28000000,Imadol,3.0,4.0,5,898.4,13.0,Lalitpur,West,85.344299,27.666822
25500000,Imadol,3.0,4.0,5,941.18,13.0,Lalitpur,West,85.344299,27.666822
21500000,Imadol,3.0,3.0,6,941.18,13.0,Lalitpur,West,85.344299,27.666822
36000000,Imadol,3.0,4.0,5,2053.5,13.0,Lalitpur,West,85.344299,27.666822
36000000,Imadol,3.0,3.0,4,2053.5,13.0,Lalitpur,West,85.344299,27.666822
24000000,Imadol,3.0,4.0,5,1283.43,13.0,Lalitpur,West,85.344299,27.666822
27000000,Imadol,3.0,3.0,5,1283.43,13.0,Lalitpur,West,85.344299,27.666822
32500000,Imadol,3.0,4.0,6,1326.21,13.0,Lalitpur,West,85.344299,27.666822
28500000,Imadol,3.0,4.0,6,1155.09,13.0,Lalitpur,West,85.344299,27.666822
33000000,Imadol,3.0,5.0,6,1197.87,13.0,Lalitpur,West,85.344299,27.666822
27500000,Imadol,3.0,4.0,5,1197.87,13.0,Lalitpur,West,85.344299,27.666822
30000000,Imadol,3.0,4.0,5,1197.87,13.0,Lalitpur,West,85.344299,27.666822
31000000,Imadol,3.0,4.0,5,1197.87,13.0,Lalitpur,West,85.344299,27.666822
32500000,Imadol,3.0,4.0,8,1433.17,13.0,Lalitpur,West,85.344299,27.666822
25500000,Imadol,3.0,4.0,5,1026.75,13.0,Lalitpur,West,85.344299,27.666822
25000000,Imadol,3.0,4.0,4,1026.75,13.0,Lalitpur,West,85.344299,27.666822
25500000,Imadol,3.0,4.0,4,1026.75,13.0,Lalitpur,West,85.344299,27.666822
25000000,Imadol,3.0,4.0,5,1026.75,13.0,Lalitpur,West,85.344299,27.666822
27500000,Imadol,3.0,4.0,4,1026.75,13.0,Lalitpur,West,85.344299,27.666822
24500000,Imadol,3.0,4.0,5,1026.75,13.0,Lalitpur,West,85.344299,27.666822
22500000,Imadol,3.0,4.0,5,1026.75,13.0,Lalitpur,West,85.344299,27.666822
23500000,Imadol,3.0,5.0,5,1026.75,13.0,Lalitpur,West,85.344299,27.666822
26000000,Imadol,3.0,4.0,5,1026.75,13.0,Lalitpur,West,85.344299,27.666822
25500000,Imadol,3.0,4.0,5,1112.31,13.0,Lalitpur,West,85.344299,27.666822
26500000,Imadol,3.0,5.0,5,1112.31,13.0,Lalitpur,West,85.344299,27.666822
26500000,Imadol,3.0,4.0,5,1112.31,13.0,Lalitpur,West,85.344299,27.666822
25500000,Imadol,3.0,3.0,4,1026.75,13.0,Lalitpur,West,85.344299,27.666822
37500000,Imadol,2.5,5.0,6,523.0,13.0,Lalitpur,West,85.344299,27.666822
28000000,Imadol,2.5,5.0,6,531.0,13.0,Lalitpur,West,85.344299,27.666822
45000000,Imadol,2.5,5.0,6,630.0,13.0,Lalitpur,West,85.344299,27.666822
17500000,Imadol,2.5,3.0,5,684.5,13.0,Lalitpur,West,85.344299,27.666822
39500000,Imadol,2.5,3.0,4,1369.0,13.0,Lalitpur,West,85.344299,27.666822
33000000,Imadol,2.5,3.0,4,1369.0,13.0,Lalitpur,West,85.344299,27.666822
36000000,Imadol,2.5,4.0,6,1369.0,13.0,Lalitpur,West,85.344299,27.666822
35000000,Imadol,2.5,4.0,6,1369.0,13.0,Lalitpur,West,85.344299,27.666822
27000000,Imadol,2.5,4.0,6,1369.0,13.0,Lalitpur,West,85.344299,27.666822
35000000,Imadol,2.5,4.0,5,1369.0,13.0,Lalitpur,West,85.344299,27.666822
35000000,Imadol,2.5,4.0,5,1369.0,13.0,Lalitpur,West,85.344299,27.666822
36000000,Imadol,2.5,4.0,6,1369.0,13.0,Lalitpur,West,85.344299,27.666822
38500000,Imadol,2.5,3.0,6,1369.0,13.0,Lalitpur,West,85.344299,27.666822
32500000,Imadol,2.5,3.0,4,1369.0,13.0,Lalitpur,West,85.344299,27.666822
32500000,Imadol,2.5,3.0,4,1369.0,13.0,Lalitpur,West,85.344299,27.666822
37000000,Imadol,2.5,4.0,6,1369.0,13.0,Lalitpur,West,85.344299,27.666822
45000000,Imadol,2.5,4.0,6,1711.25,13.0,Lalitpur,West,85.344299,27.666822
45000000,Imadol,2.5,5.0,6,1711.25,13.0,Lalitpur,West,85.344299,27.666822
24500000,Imadol,2.5,4.0,5,3013.0,13.0,Lalitpur,West,85.344299,27.666822
27000000,Imadol,2.5,3.0,4,3333.0,13.0,Lalitpur,West,85.344299,27.666822
25500000,Imadol,2.5,5.0,6,1026.75,13.0,Lalitpur,West,85.344299,27.666822
27500000,Imadol,2.5,5.0,6,1026.75,13.0,Lalitpur,West,85.344299,27.666822
23000000,Imadol,2.5,3.0,6,1026.75,13.0,Lalitpur,West,85.344299,27.666822
27500000,Imadol,2.5,4.0,6,1026.75,13.0,Lalitpur,West,85.344299,27.666822
28000000,Imadol,2.5,4.0,6,1026.75,13.0,Lalitpur,West,85.344299,27.666822
21000000,Imadol,2.5,3.0,5,1026.75,13.0,Lalitpur,West,85.344299,27.666822
26000000,Imadol,2.5,3.0,5,1026.75,13.0,Lalitpur,West,85.344299,27.666822
20000000,Imadol,2.5,3.0,9,684.5,13.0,Lalitpur,West,85.344299,27.666822
16000000,Imadol,2.5,2.0,4,1026.75,13.0,Lalitpur,West,85.344299,27.666822
24500000,Imadol,2.5,2.0,4,1026.75,13.0,Lalitpur,West,85.344299,27.666822
25500000,Imadol,2.5,3.0,6,1026.75,13.0,Lalitpur,West,85.344299,27.666822
23000000,Imadol,2.5,3.0,5,1026.75,13.0,Lalitpur,West,85.344299,27.666822
25500000,Imadol,2.5,3.0,5,1026.75,13.0,Lalitpur,West,85.344299,27.666822
27500000,Imadol,2.5,3.0,6,1026.75,13.0,Lalitpur,West,85.344299,27.666822
22500000,Imadol,2.5,3.0,6,1026.75,13.0,Lalitpur,West,85.344299,27.666822
25500000,Imadol,2.5,4.0,5,1026.75,13.0,Lalitpur,West,85.344299,27.666822
27500000,Imadol,2.5,4.0,6,1026.75,13.0,Lalitpur,West,85.344299,27.666822
23500000,Imadol,2.5,4.0,5,1026.75,13.0,Lalitpur,West,85.344299,27.666822
31500000,Imadol,2.5,4.0,5,1026.75,13.0,Lalitpur,West,85.344299,27.666822
24500000,Imadol,2.5,4.0,6,1026.75,13.0,Lalitpur,West,85.344299,27.666822
25500000,Imadol,2.5,4.0,5,1026.75,13.0,Lalitpur,West,85.344299,27.666822
28500000,Imadol,2.5,4.0,5,1026.75,13.0,Lalitpur,West,85.344299,27.666822
23500000,Imadol,2.5,5.0,6,1026.75,13.0,Lalitpur,West,85.344299,27.666822
25500000,Imadol,2.5,4.0,4,1026.75,13.0,Lalitpur,West,85.344299,27.666822
23500000,Imadol,2.5,4.0,5,1026.75,13.0,Lalitpur,West,85.344299,27.666822
25500000,Imadol,2.5,4.0,5,1026.75,13.0,Lalitpur,West,85.344299,27.666822
25500000,Imadol,2.5,4.0,4,1026.75,13.0,Lalitpur,West,85.344299,27.666822
26500000,Imadol,2.5,4.0,4,1026.75,13.0,Lalitpur,West,85.344299,27.666822
26500000,Imadol,2.5,4.0,5,1026.75,13.0,Lalitpur,West,85.344299,27.666822
29500000,Imadol,2.5,5.0,7,1026.75,13.0,Lalitpur,West,85.344299,27.666822
28000000,Imadol,2.5,3.0,3,1711.25,13.0,Lalitpur,West,85.344299,27.666822
12900000,Imadol,2.0,2.0,2,1026.75,14.0,Lalitpur,South,85.344299,27.666822
13500000,Imadol,2.0,2.0,3,748.671875,18.0,Lalitpur,West,85.344299,27.666822
16000000,Imadol,3.0,3.0,5,1026.75,12.0,Lalitpur,East,85.344299,27.666822
16000000,Imadol,2.5,3.0,5,1026.75,12.0,Lalitpur,East,85.344299,27.666822
16000000,Imadol,3.0,4.0,4,1026.75,13.0,Lalitpur,South East,85.344299,27.666822
17000000,Imadol,2.5,4.0,5,1026.75,10.0,Lalitpur,East,85.344299,27.666822
17000000,Imadol,2.5,3.0,8,1026.75,13.0,Lalitpur,South,85.344299,27.666822
17000000,Imadol,2.5,3.0,4,1155.09375,13.0,Lalitpur,South,85.344299,27.666822
17000000,Imadol,2.5,3.0,3,752.95,13.0,Lalitpur,East,85.344299,27.666822
17000000,Imadol,2.5,3.0,6,1026.75,13.0,Kathmandu,North West,null,null
17200000,Imadol,2.5,3.0,6,1069.53125,13.0,Lalitpur,East,85.344299,27.666822
17500000,Imadol,2.5,3.0,5,1069.53125,13.0,Lalitpur,South East,85.344299,27.666822
17500000,Imadol,3.0,3.0,5,1026.75,13.0,Lalitpur,South,85.344299,27.666822
17500000,Imadol,2.5,3.0,5,1048.14,14.0,Lalitpur,South,85.344299,27.666822
18000000,Imadol,2.5,3.0,6,1026.75,13.0,Kathmandu,North East,null,null
18500000,Imadol,2.5,2.0,5,1197.875,13.0,Lalitpur,West,85.344299,27.666822
18500000,Imadol,2.5,4.0,4,1026.75,13.0,Lalitpur,North,85.344299,27.666822
18500000,Imadol,2.5,3.0,4,1026.75,13.0,Lalitpur,North,85.344299,27.666822
18500000,Imadol,2.5,4.0,4,1026.75,13.0,Lalitpur,West,85.344299,27.666822
18500000,Imadol,2.5,3.0,4,1026.75,13.0,Lalitpur,South,85.344299,27.666822
19000000,Imadol,3.0,3.0,4,1090.921875,10.0,Lalitpur,South East,85.344299,27.666822
19000000,Imadol,2.5,2.0,4,752.95,10.0,Lalitpur,South,85.344299,27.666822
19000000,Imadol,2.5,3.0,4,1197.875,13.0,Lalitpur,North West,85.344299,27.666822
19000000,Imadol,2.5,3.0,4,1026.75,13.0,Lalitpur,South,85.344299,27.666822
19000000,Imadol,2.5,3.0,4,1090.92,14.0,Lalitpur,East,85.344299,27.666822
19200000,Imadol,3.0,5.0,4,1048.140625,20.0,Lalitpur,East,85.344299,27.666822
19500000,Imadol,2.5,3.0,6,1112.3125,12.0,Lalitpur,South,85.344299,27.666822
19500000,Imadol,2.5,4.0,5,1026.75,12.0,Lalitpur,East,85.344299,27.666822
19500000,Imadol,2.5,3.0,4,787.175,13.0,Lalitpur,East,85.344299,27.666822
19500000,Imadol,2.5,3.0,5,1197.875,13.0,Lalitpur,East,85.344299,27.666822
19500000,Imadol,2.5,4.0,5,1369.0,13.0,Lalitpur,South,85.344299,27.666822
19500000,Imadol,3.0,3.0,5,1197.875,13.0,Lalitpur,North,85.344299,27.666822
19500000,Imadol,2.5,5.0,5,900.0,13.0,Lalitpur,East,85.344299,27.666822
19500000,Imadol,2.5,3.0,5,1200.0,16.0,Lalitpur,West,85.344299,27.666822
19500000,Imadol,2.5,3.0,5,1112.3125,20.0,Lalitpur,East,85.344299,27.666822
19500000,Imadol,3.0,3.0,5,1026.75,20.0,Lalitpur,North East,85.344299,27.666822
19500000,Imadol,2.5,3.0,4,1197.875,20.0,Lalitpur,North East,85.344299,27.666822
19500000,Imadol,2.5,3.0,4,941.1875,20.0,Lalitpur,East,85.344299,27.666822
19700000,Imadol,2.5,4.0,4,1090.92,10.0,Lalitpur,South East,85.344299,27.666822
19700000,Imadol,3.0,4.0,4,1454.5625,13.0,Lalitpur,South,85.344299,27.666822
19900000,Imadol,2.0,2.0,4,1026.75,13.0,Lalitpur,South,85.344299,27.666822
20000000,Imadol,3.5,3.0,7,1411.78125,12.0,Lalitpur,West,85.344299,27.666822
20000000,Imadol,3.0,2.0,6,1095.2,12.0,Lalitpur,East,85.344299,27.666822
20000000,Imadol,2.5,3.0,6,1197.875,13.0,Lalitpur,North,85.344299,27.666822
20000000,Imadol,2.5,3.0,4,1026.75,13.0,Lalitpur,East,85.344299,27.666822
20000000,Imadol,2.5,4.0,4,1026.75,13.0,Lalitpur,North,85.344299,27.666822
20500000,Imadol,2.5,4.0,4,752.95,13.0,Lalitpur,North,85.344299,27.666822
20500000,Imadol,3.0,4.0,4,1112.3125,13.0,Lalitpur,North,85.344299,27.666822
20500000,Imadol,3.0,3.0,4,855.625,13.0,Lalitpur,North East,85.344299,27.666822
20600000,Imadol,2.5,3.0,6,855.625,13.0,Lalitpur,West,85.344299,27.666822
21000000,Imadol,2.5,4.0,5,1026.75,12.0,Lalitpur,West,85.344299,27.666822
21000000,Imadol,3.0,4.0,4,1026.75,13.0,Lalitpur,North,85.344299,27.666822
21000000,Imadol,3.0,4.0,4,1197.84,13.0,Lalitpur,East,85.344299,27.666822
21000000,Imadol,2.5,3.0,4,1197.875,13.0,Lalitpur,East,85.344299,27.666822
21000000,Imadol,2.5,5.0,4,1369.0,20.0,Lalitpur,South West,85.344299,27.666822
21400000,Imadol,2.5,4.0,4,1197.875,13.0,Lalitpur,North East,85.344299,27.666822
21500000,Imadol,2.5,4.0,7,1026.75,10.0,Lalitpur,South,85.344299,27.666822
21500000,Imadol,2.5,4.0,6,1129.425,12.0,Lalitpur,North,85.344299,27.666822
21500000,Imadol,3.0,3.0,3,787.175,13.0,Lalitpur,East,85.344299,27.666822
21500000,Imadol,2.5,3.0,4,1060.975,13.0,Lalitpur,South,85.344299,27.666822
21500000,Imadol,3.0,4.0,4,1026.75,13.0,Lalitpur,East,85.344299,27.666822
21500000,Imadol,3.0,3.0,4,1026.75,13.0,Lalitpur,East,85.344299,27.666822
21500000,Imadol,2.5,3.0,5,1112.3125,20.0,Lalitpur,East,85.344299,27.666822
21800000,Imadol,2.5,4.0,4,1060.975,13.0,Lalitpur,East,85.344299,27.666822
22000000,Imadol,2.5,3.0,5,1369.0,10.0,Lalitpur,North West,85.344299,27.666822
22000000,Imadol,3.5,4.0,7,1540.125,13.0,Lalitpur,South,85.344299,27.666822
22000000,Imadol,2.5,5.0,5,1133.703125,13.0,Lalitpur,East,85.344299,27.666822
22000000,Imadol,2.5,3.0,4,1048.14,13.0,Lalitpur,East,85.344299,27.666822
22000000,Imadol,2.5,4.0,4,1112.31,16.0,Lalitpur,North East,85.344299,27.666822
22000000,Imadol,2.5,3.0,5,1197.875,20.0,Lalitpur,East,85.344299,27.666822
22500000,Imadol,3.0,4.0,4,1197.875,13.0,Lalitpur,East,85.344299,27.666822
22500000,Imadol,3.0,4.0,4,1197.875,13.0,Lalitpur,South,85.344299,27.666822
22500000,Imadol,2.5,4.0,4,1026.75,13.0,Lalitpur,West,85.344299,27.666822
22500000,Imadol,2.5,3.0,6,1197.875,16.0,Lalitpur,West,85.344299,27.666822
23000000,Imadol,2.5,4.0,4,1026.75,12.0,Lalitpur,East,85.344299,27.666822
23000000,Imadol,2.5,4.0,4,1026.75,13.0,Lalitpur,West,85.344299,27.666822
23000000,Imadol,2.5,3.0,6,1582.9,14.0,Lalitpur,North,85.344299,27.666822
23500000,Imadol,3.0,4.0,6,1026.75,10.0,Lalitpur,North,85.344299,27.666822
23500000,Imadol,2.5,3.0,5,1026.75,13.0,Lalitpur,East,85.344299,27.666822
23500000,Imadol,2.5,4.0,3,1060.975,13.0,Lalitpur,North,85.344299,27.666822
23500000,Imadol,2.5,5.0,4,1060.975,13.0,Lalitpur,North,85.344299,27.666822
23500000,Imadol,3.0,4.0,6,1369.0,13.0,Lalitpur,West,85.344299,27.666822
23500000,Imadol,2.5,4.0,4,1026.75,13.0,Lalitpur,East,85.344299,27.666822
23500000,Imadol,3.0,4.0,4,1026.75,13.0,Lalitpur,North,85.344299,27.666822
23500000,Imadol,2.5,4.0,4,1197.875,13.0,Lalitpur,South,85.344299,27.666822
23500000,Imadol,3.0,3.0,5,1026.75,13.0,Lalitpur,East,85.344299,27.666822
23500000,Imadol,2.5,4.0,4,1026.75,13.0,Lalitpur,South,85.344299,27.666822
23500000,Imadol,2.5,4.0,4,1026.75,13.0,Lalitpur,East,85.344299,27.666822
23500000,Imadol,2.5,4.0,5,1026.75,13.0,Lalitpur,East,85.344299,27.666822
23500000,Imadol,2.5,3.0,4,1026.75,13.0,Lalitpur,East,85.344299,27.666822
23500000,Imadol,2.5,4.0,6,1095.2,16.0,Lalitpur,East,85.344299,27.666822
23500000,Imadol,2.5,4.0,4,1283.43,20.0,Lalitpur,South,85.344299,27.666822
23500000,Imadol,2.5,4.0,4,1026.75,13.0,Lalitpur,South,85.344299,27.666822
24000000,Imadol,3.0,4.0,4,1060.975,13.0,Lalitpur,East,85.344299,27.666822
24000000,Imadol,2.5,3.0,4,1095.2,13.0,Lalitpur,East,85.344299,27.666822
24000000,Imadol,2.5,3.0,4,1026.75,13.0,Lalitpur,East,85.344299,27.666822
24000000,Imadol,2.5,3.0,4,1112.31,13.0,Lalitpur,East,85.344299,27.666822
24000000,Imadol,2.5,3.0,4,1048.14,13.0,Lalitpur,East,85.344299,27.666822
24000000,Imadol,2.5,4.0,5,1026.75,16.0,Lalitpur,North,85.344299,27.666822
24000000,Imadol,2.5,4.0,4,1047.285,16.0,Lalitpur,West,85.344299,27.666822
24000000,Imadol,2.5,4.0,4,1369.0,18.0,Lalitpur,East,85.344299,27.666822
24000000,Imadol,3.0,3.0,4,1048.140625,20.0,Lalitpur,West,85.344299,27.666822
24500000,Imadol,3.0,4.0,4,1197.875,13.0,Lalitpur,East,85.344299,27.666822
24500000,Imadol,3.0,5.0,4,1048.14,13.0,Lalitpur,East,85.344299,27.666822
24900000,Imadol,3.0,3.0,6,1369.0,13.0,Lalitpur,South East,85.344299,27.666822
25000000,Imadol,3.5,3.0,6,898.44,10.0,Lalitpur,East,85.344299,27.666822
25000000,Imadol,2.5,3.0,2,1112.31,12.0,Lalitpur,East,85.344299,27.666822
25000000,Imadol,2.5,4.0,5,1129.425,13.0,Lalitpur,South West,85.344299,27.666822
25000000,Imadol,2.5,3.0,5,1197.875,13.0,Lalitpur,South West,85.344299,27.666822
25000000,Imadol,3.5,4.0,5,1112.3125,13.0,Lalitpur,East,85.344299,27.666822
25000000,Imadol,2.5,4.0,7,1112.31,13.0,Lalitpur,North,85.344299,27.666822
25000000,Imadol,2.5,3.0,4,1069.53,13.0,Lalitpur,South East,85.344299,27.666822
25000000,Imadol,2.5,4.0,4,1369.0,13.0,Lalitpur,North East,85.344299,27.666822
25000000,Imadol,2.5,3.0,2,1060.975,14.0,Lalitpur,South East,85.344299,27.666822
25000000,Imadol,2.5,4.0,4,1090.92,16.0,Kathmandu,South,null,null
25000000,Imadol,2.5,3.0,5,1197.875,20.0,Lalitpur,West,85.344299,27.666822
25000000,Imadol,3.0,3.0,5,1200.0,20.0,Lalitpur,East,85.344299,27.666822
25500000,Imadol,2.5,4.0,4,1026.75,13.0,Lalitpur,West,85.344299,27.666822
25500000,Imadol,2.5,3.0,6,1026.75,13.0,Lalitpur,North,85.344299,27.666822
25500000,Imadol,3.0,4.0,4,1112.3125,13.0,Lalitpur,North East,85.344299,27.666822
26000000,Imadol,2.5,3.0,5,1129.425,13.0,Lalitpur,North East,85.344299,27.666822
26000000,Imadol,2.0,5.0,4,1060.975,13.0,Lalitpur,North,85.344299,27.666822
26000000,Imadol,2.5,3.0,3,1026.75,13.0,Lalitpur,East,85.344299,27.666822
26000000,Imadol,3.0,3.0,6,1026.75,13.0,Lalitpur,East,85.344299,27.666822
26000000,Imadol,3.0,4.0,4,1197.875,13.0,Lalitpur,East,85.344299,27.666822
26000000,Imadol,3.0,3.0,6,1026.75,13.0,Lalitpur,East,85.344299,27.666822
26500000,Imadol,2.5,4.0,4,1095.2,11.0,Lalitpur,North West,85.344299,27.666822
26500000,Imadol,2.5,4.0,5,1095.2,13.0,Lalitpur,North,85.344299,27.666822
26500000,Imadol,3.5,5.0,5,1026.75,13.0,Lalitpur,North,85.344299,27.666822
26500000,Imadol,3.0,3.0,4,1197.875,13.0,Lalitpur,East,85.344299,27.666822
26500000,Imadol,3.0,4.0,5,1112.3125,13.0,Lalitpur,North,85.344299,27.666822
26500000,Imadol,3.0,3.0,5,1026.75,13.0,Lalitpur,West,85.344299,27.666822
26500000,Imadol,2.5,3.0,4,1060.975,20.0,Lalitpur,South,85.344299,27.666822
26500000,Imadol,3.0,3.0,4,1197.875,20.0,Lalitpur,South,85.344299,27.666822
26500000,Imadol,2.5,4.0,4,1060.975,20.0,Lalitpur,South,85.344299,27.666822
27000000,Imadol,3.0,3.0,2,1347.609375,13.0,Lalitpur,North East,85.344299,27.666822
27000000,Imadol,3.0,4.0,5,1112.3125,13.0,Lalitpur,South,85.344299,27.666822
27000000,Imadol,2.5,4.0,6,1197.87,13.0,Lalitpur,North East,85.344299,27.666822
27000000,Imadol,2.5,3.0,5,1095.2,14.0,Lalitpur,South West,85.344299,27.666822
27000000,Imadol,2.5,4.0,5,1095.2,20.0,Lalitpur,West,85.344299,27.666822
27500000,Imadol,3.0,3.0,5,1026.75,13.0,Lalitpur,South East,85.344299,27.666822
27500000,Imadol,2.5,4.0,4,1095.2,13.0,Lalitpur,East,85.344299,27.666822
27500000,Imadol,2.5,4.0,5,1095.2,20.0,Lalitpur,West,85.344299,27.666822
27500000,Imadol,2.5,3.0,5,1060.975,20.0,Lalitpur,East,85.344299,27.666822
27500000,Imadol,3.5,3.0,5,1026.75,20.0,Lalitpur,West,85.344299,27.666822
27500000,Imadol,2.5,5.0,7,1060.975,20.0,Lalitpur,South,85.344299,27.666822
28000000,Imadol,3.0,3.0,7,1197.875,18.0,Lalitpur,North East,85.344299,27.666822
28500000,Imadol,3.0,5.0,6,1219.265625,12.0,Lalitpur,East,85.344299,27.666822
28500000,Imadol,2.5,4.0,4,1129.425,13.0,Lalitpur,North West,85.344299,27.666822
28500000,Imadol,3.0,4.0,9,1197.875,13.0,Lalitpur,South,85.344299,27.666822
28500000,Imadol,3.0,4.0,4,1197.875,13.0,Lalitpur,North West,85.344299,27.666822
28500000,Imadol,2.5,3.0,6,1197.87,13.0,Lalitpur,South,85.344299,27.666822
28500000,Imadol,2.5,4.0,7,1095.2,20.0,Lalitpur,North East,85.344299,27.666822
28500000,Imadol,2.5,3.0,6,1026.75,20.0,Lalitpur,East,85.344299,27.666822
28700000,Imadol,2.5,4.0,5,1197.875,13.0,Lalitpur,East,85.344299,27.666822
29000000,Imadol,2.5,4.0,5,1369.0,13.0,Lalitpur,North,85.344299,27.666822
29500000,Imadol,2.5,3.0,8,1095.2,13.0,Lalitpur,North,85.344299,27.666822
29500000,Imadol,3.0,4.0,6,1369.0,13.0,Lalitpur,South East,85.344299,27.666822
29500000,Imadol,2.5,4.0,6,1813.925,16.0,Lalitpur,East,85.344299,27.666822
29500000,Imadol,2.5,3.0,5,1197.87,13.0,Kathmandu,East,null,null
31000000,Imadol,3.0,3.0,6,1882.375,12.0,Lalitpur,East,85.344299,27.666822
31500000,Imadol,2.5,4.0,6,1690.715,12.0,Lalitpur,North,85.344299,27.666822
31500000,Imadol,2.5,4.0,6,1240.65625,13.0,Lalitpur,East,85.344299,27.666822
31500000,Imadol,2.5,4.0,4,1060.975,13.0,Lalitpur,West,85.344299,27.666822
31500000,Imadol,3.0,4.0,4,1197.875,13.0,Lalitpur,North,85.344299,27.666822
32500000,Imadol,3.0,5.0,6,1796.8125,13.0,Lalitpur,South East,85.344299,27.666822
32500000,Imadol,2.5,4.0,5,1369.0,13.0,Lalitpur,North,85.344299,27.666822
33000000,Imadol,2.5,4.0,5,1095.2,13.0,Lalitpur,West,85.344299,27.666822
33000000,Imadol,2.5,4.0,6,1095.2,20.5,Lalitpur,South West,85.344299,27.666822
34000000,Imadol,2.5,2.0,4,1369.0,13.0,Lalitpur,South,85.344299,27.666822
34000000,Imadol,3.0,4.0,6,1197.875,13.0,Lalitpur,East,85.344299,27.666822
34500000,Imadol,2.5,4.0,5,1403.225,13.0,Lalitpur,North,85.344299,27.666822
35000000,Imadol,2.5,5.0,5,1369.0,13.0,Lalitpur,West,85.344299,27.666822
36000000,Imadol,2.5,2.0,6,2395.75,12.5,Lalitpur,North East,85.344299,27.666822
36000000,Imadol,3.0,1.0,4,1711.25,13.0,Lalitpur,North,85.344299,27.666822
36000000,Imadol,2.5,2.0,5,2395.75,20.0,Lalitpur,North East,85.344299,27.666822
36000000,Imadol,2.5,2.0,5,2395.75,20.0,Lalitpur,North East,85.344299,27.666822
37000000,Imadol,2.5,6.0,6,1711.25,13.0,Lalitpur,South West,85.344299,27.666822
38500000,Imadol,3.0,5.0,7,2053.5,18.0,Lalitpur,East,85.344299,27.666822
38500000,Imadol,3.0,5.0,7,1779.7,18.0,Lalitpur,East,85.344299,27.666822
39900000,Imadol,2.5,3.0,6,1163.65,16.0,Lalitpur,North West,85.344299,27.666822
40000000,Imadol,2.5,3.0,6,1437.45,13.0,Lalitpur,South,85.344299,27.666822
41500000,Imadol,2.5,4.0,4,1625.6875,20.0,Lalitpur,East,85.344299,27.666822
