Price,Address,Floor,Bathroom,Bedroom,Land,Road,City,Face,lat,lng
37500000.0,"Baluwakhani Chok, Golphutar, Budhanilkantha Municipality, Kathmandu, Bagmati Pradesh, 44622, Nepal",3.0,5.0,6.0,1369.0,13.0,Kathmandu,West,27.79072,85.35983
37500000.0,"Budhanilkantha, Kathmandu",3.0,3.0,5.0,1711.25,13.0,Kathmandu,West,27.79072,85.35983
23000000.0,"old naikap, Purano Naikap (Chandragiri), Kathmandu",3.0,3.0,3.0,1369.0,13.0,Kathmandu,West,27.68647,85.26248
32500000.0,"North Valley English Secondary School, Dharmasthali, Tarakeshwar, काठमाडौं, Bagmati Pradesh, नेपाल",3.0,3.0,6.0,1369.0,13.0,Kathmandu,West,27.74186,85.3343
39500000.0,"Rudramati Chowk, Mandikhatar, Budhanilkantha Municipality, Kathmandu",3.0,3.0,7.0,1711.25,13.0,Kathmandu,West,27.79072,85.35983
60000000.0,"Budhanilkantha, Kathmandu",3.0,2.0,5.0,2053.5,13.0,Kathmandu,West,27.79072,85.35983
19000000.0,"bangal, Bhangal (Budhanilkantha), Kathmandu",3.0,3.0,3.0,855.625,13.0,Kathmandu,West,27.79072,85.35983
22000000.0,"Gwarko Koteshwor Imadol, Balkumari Area, Lalitpur",3.0,4.0,6.0,941.1875,13.0,Lalitpur,West,27.66969,85.33474
60000000.0,"budanilkantha, Budhanilkantha, Kathmandu",3.0,5.0,3.0,2053.5,13.0,Kathmandu,West,27.77198,85.35914
36500000.0,"Bafal, Kathmandu",3.0,4.0,5.0,1711.25,13.0,Kathmandu,West,27.70087,85.28761
37500000.0,"Bafal, Kathmandu",3.0,4.0,7.0,1369.0,13.0,Kathmandu,West,27.70087,85.28761
29500000.0,"Bafal, Kathmandu",3.0,3.0,6.0,1369.0,13.0,Kathmandu,West,27.70087,85.28761
27500000.0,"Khadka Bhadrakali Sub-Health Post, Dharampur, Budhanilkantha, काठमाडौं, Bagmati Pradesh, नेपाल",3.0,3.0,6.0,1711.25,13.0,Kathmandu,West,27.75626,85.34332
36000000.0,Imadol,3.0,4.0,5.0,2053.5,13.0,Lalitpur,West,27.65836,85.34404
18500000.0,Kathmandu > Bhangal (Budhanilkantha),3.0,3.0,4.0,787.175,13.0,Kathmandu,West,27.79072,85.35983
38000000.0,"Balaju Machhapokhari, Kathmandu, Bagmati Pradesh, 0015, Nepal",3.0,5.0,8.0,1369.0,13.0,Kathmandu,West,27.72355,85.29711
29500000.0,Kathmandu > Bhangal (Budhanilkantha),3.0,4.0,7.0,1129.425,13.0,Kathmandu,West,27.79072,85.35983
42900000.0,"Ramkot (Nagarjun), Kathmandu",3.0,4.0,4.0,1958.9462,13.0,Kathmandu,West,27.70531,85.34508
60000000.0,"All Core Kathmandu, Kathmandu",3.0,5.0,3.0,2267.4,13.0,Kathmandu,West,27.69329,85.32227
65000000.0,Kathmandu > Budhanilkantha,3.0,3.0,5.0,2566.875,13.0,Kathmandu,West,27.79072,85.35983
50000000.0,"Apex College, Devkota Sadak, Kathmandu, Nepal",3.0,3.0,5.0,1540.125,13.0,Kathmandu,West,27.68629,85.33528
32500000.0,"Tathagat International Public School, Gwarko-Lamatar, Imadol, Mahalaxmi, Lalitpur",3.0,4.0,4.0,1369.0,13.0,Lalitpur,West,24.67468,78.43681
55600000.0,"Milijuli Tol, Chappal Karkhana, Kathmandu",3.0,5.0,6.0,2053.5,13.0,Kathmandu,West,27.70929,85.33003
58000000.0,"budanilkantha, Hattigaunda (Budhanilkantha), Kathmandu",3.0,4.0,8.0,2053.5,13.0,Kathmandu,West,27.77198,85.35914
15500000.0,"Badegaun (Godawari), Lalitpur",3.0,3.0,6.0,1950.825,13.0,Lalitpur,West,27.67049,85.32665
26000000.0,"All Core Kathmandu, Kathmandu",3.0,2.0,3.0,1026.75,13.0,Kathmandu,West,27.69329,85.32227
25000000.0,Kathmandu > Basundhara,3.0,3.0,5.0,855.625,13.0,Kathmandu,West,27.73397,85.30181
30000000.0,"New Cosmetic and Gift Shop, बालुवापाटी चोक, जाल्पा चोक, बानियाँटार, टोखा नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",3.0,4.0,4.0,1369.0,13.0,Kathmandu,West,38.89037,-77.03196
36000000.0,Imadol,3.0,3.0,4.0,2053.5,13.0,Lalitpur,West,27.65836,85.34404
52500000.0,"Talim Kendra Marg, Sainbu",3.0,5.0,5.0,1711.25,13.0,Lalitpur,West,27.67981,85.31295
55000000.0,"Talim Kendra Marg, Sainbu",3.0,5.0,5.0,1711.25,13.0,Lalitpur,West,27.67981,85.31295
19500000.0,"new naikap, Naya Naikap (Chandragiri), Kathmandu",3.0,3.0,3.0,1369.0,13.0,Kathmandu,West,27.68648,85.26247
21000000.0,"new naikap, Naya Naikap (Chandragiri), Kathmandu",3.0,3.0,3.0,1369.0,13.0,Kathmandu,West,27.68648,85.26247
19500000.0,"new naikap, Naya Naikap (Chandragiri), Kathmandu",3.0,2.0,3.0,1369.0,13.0,Kathmandu,West,27.68648,85.26247
37500000.0,"Talim Kendra Marg, Sainbu",3.0,4.0,4.0,1026.75,13.0,Lalitpur,West,27.67981,85.31295
28000000.0,"Balkot (Ananta), Bhaktapur",3.0,5.0,5.0,1347.6,13.0,Bhaktapur,West,27.67816,85.4069
57500000.0,"kalmati, Kalimati, Kathmandu",3.0,3.0,6.0,2053.5,13.0,Kathmandu,West,27.69825,85.29579
27000000.0,"Balkot (Ananta), Bhaktapur",3.0,4.0,5.0,1095.2,13.0,Bhaktapur,West,27.67816,85.4069
27000000.0,"Aakashedhara, Mandikhatar, Budhanilkantha Municipality, Kathmandu",3.0,3.0,3.0,2053.5,13.0,Kathmandu,West,27.79072,85.35983
21000000.0,"Aakashedhara, Mandikhatar",3.0,4.0,9.0,1369.0,13.0,Kathmandu,West,27.73771,85.35262
25000000.0,"Aakashedhara, Mandikhatar",3.0,4.0,6.0,1369.0,13.0,Kathmandu,West,27.73771,85.35262
27500000.0,"Aakashedhara, Mandikhatar",3.0,3.0,5.0,1711.25,13.0,Kathmandu,West,27.73771,85.35262
52000000.0,"budanilkantha, Hepali Height (Budhanilkantha), Kathmandu",3.0,3.0,5.0,1882.375,13.0,Kathmandu,West,27.77198,85.35914
35000000.0,"Balkot, Anantalingeshwar, Suryabinayak, भक्तपुर, Bagmati Pradesh, नेपाल",3.0,4.0,6.0,2395.75,13.0,Bhaktapur,West,27.6663,85.42902
21000000.0,"techo, Thecho (Bajrabarahi), Lalitpur",3.0,4.0,5.0,1026.75,13.0,Lalitpur,West,27.66617,85.30975
28000000.0,"Imadol (Mahalaxmi), Lalitpur",3.0,5.0,9.0,1026.75,13.0,Lalitpur,West,27.66063,85.32136
45000000.0,"Shrijanshil Tol, Basundhara",3.0,5.0,6.0,2053.5,13.0,Kathmandu,West,27.74177,85.33447
43500000.0,"Shrijanshil Tol, Basundhara",3.0,3.0,6.0,1711.25,13.0,Kathmandu,West,27.74177,85.33447
29500000.0,"Imadol, Lalitpur",3.0,4.0,4.0,1240.65,13.0,Lalitpur,West,27.66702,85.3328
28000000.0,"Sanepa, Lalitpur",3.0,2.0,8.0,1266.325,13.0,Lalitpur,West,27.69134,85.30581
24000000.0,Imadol,3.0,4.0,5.0,1283.43,13.0,Lalitpur,West,27.65836,85.34404
32500000.0,"Sikali Marg, Sainbu",3.0,4.0,4.0,1026.75,13.0,Lalitpur,West,27.65081,85.3125
32500000.0,"सीतापाखा, इमाडोल",3.0,5.0,6.0,1283.43,13.0,Lalitpur,West,27.66617,85.30975
32500000.0,"सीतापाखा, Imadol",3.0,4.0,5.0,1283.43,13.0,Lalitpur,West,27.65836,85.34404
27000000.0,Imadol,3.0,3.0,5.0,1283.43,13.0,Lalitpur,West,27.65836,85.34404
19000000.0,"Lokanthali, Bhaktapur",3.0,3.0,8.0,1197.875,13.0,Bhaktapur,West,27.67354,85.4263
32500000.0,Imadol,3.0,4.0,6.0,1326.21,13.0,Lalitpur,West,27.65836,85.34404
18000000.0,"Sirutar Lokanthali Kaushaltar Gathaghar Tikathali, Balkot Area, Bhaktapur",3.0,4.0,5.0,1197.875,13.0,Kathmandu,West,38.89037,-77.03196
25500000.0,"Tokha, काठमाडौं, Bagmati Pradesh, नेपाल",3.0,5.0,6.0,1369.0,13.0,Kathmandu,West,27.71337,85.30632
16500000.0,"Sipadol (Suryabinayak), Bhaktapur",3.0,3.0,8.0,1304.82,13.0,Bhaktapur,West,27.6663,85.42902
28500000.0,Imadol,3.0,4.0,6.0,1155.09,13.0,Lalitpur,West,27.65836,85.34404
26500000.0,"Nagarjun, Tarakeshwar, Kathmandu, Bagmati Pradesh, 19975, Nepal",3.0,4.0,6.0,1604.29,13.0,Kathmandu,West,27.69576,85.3009
29500000.0,"Imadol (Mahalaxmi), Lalitpur",3.0,3.0,4.0,1197.87,13.0,Lalitpur,West,27.66063,85.32136
31000000.0,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",3.0,4.0,7.0,1197.87,13.0,Lalitpur,West,27.64917,85.30034
28000000.0,"Satungal (Chandragiri), Kathmandu",3.0,3.0,4.0,1711.25,13.0,Kathmandu,West,27.69701,85.32917
28500000.0,"सीतापाखा, इमाडोल",3.0,5.0,6.0,1197.87,13.0,Lalitpur,West,27.66617,85.30975
33000000.0,Imadol,3.0,5.0,6.0,1197.87,13.0,Lalitpur,West,27.65836,85.34404
27500000.0,Imadol,3.0,4.0,5.0,1197.87,13.0,Lalitpur,West,27.65836,85.34404
27500000.0,"सीतापाखा, इमाडोल",3.0,4.0,4.0,1197.87,13.0,Lalitpur,West,27.66617,85.30975
30000000.0,Imadol,3.0,4.0,5.0,1197.87,13.0,Lalitpur,West,27.65836,85.34404
31000000.0,Imadol,3.0,4.0,5.0,1197.87,13.0,Lalitpur,West,27.65836,85.34404
24000000.0,"Narayantar (Jorpati), Kathmandu",3.0,3.0,5.0,1197.875,13.0,Kathmandu,West,27.72258,85.38015
36000000.0,"Jyotinagar Pool, Baluwakhani Chok, Mandikhatar",3.0,5.0,6.0,1369.0,13.0,Kathmandu,West,27.73801,85.35144
22500000.0,"taiba, Thaiba (Godawari), Lalitpur",3.0,3.0,3.0,684.5,13.0,Lalitpur,West,27.66617,85.30975
37000000.0,"Bhimdhunga Boharatar Boratar Ichangu Narayan Raniban Ramkot Sitapaila Syuchatar, Nagarjun Area, Kathmandu",3.0,4.0,4.0,1369.0,13.0,Kathmandu,West,38.89037,-77.03196
41000000.0,"Suvechhya Hospital, NH21, Ramkot, Thulo Bharyang, Nagarjun, Nagarjun Municipality, Kathmandu",3.0,2.0,3.0,1711.25,13.0,Kathmandu,West,27.71918,85.28742
27000000.0,"Balkot, Anantalingeshwar, सूर्यविनायक नगरपालिका, भक्तपुर, Bagmati Pradesh, नेपाल",3.0,2.0,4.0,1369.0,13.0,Bhaktapur,West,27.66542,85.37476
35000000.0,"Machhapokhari, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Pradesh, 00971, Nepal",3.0,5.0,8.0,1540.125,13.0,Kathmandu,West,27.69896,85.30508
40000000.0,"Sitapaila (Nagarjun), Kathmandu",3.0,5.0,7.0,1540.125,13.0,Kathmandu,West,27.70745,85.28294
32500000.0,"suchatar, Syuchatar (Kalanki), Kathmandu",3.0,3.0,7.0,1779.7,13.0,Kathmandu,West,27.69994,85.27672
32000000.0,Kathmandu > Battisputali (Old Baneshwor),3.0,3.0,5.0,1540.12,13.0,Kathmandu,West,27.7054,85.34065
22500000.0,"Sunakothi, Lalitpur",3.0,2.0,3.0,1026.75,13.0,Lalitpur,West,27.63387,85.31862
40000000.0,"Sunakothi, Lalitpur",3.0,4.0,4.0,1711.25,13.0,Lalitpur,West,27.63387,85.31862
32500000.0,Imadol,3.0,4.0,8.0,1433.17,13.0,Lalitpur,West,27.65836,85.34404
50000000.0,"Sainbu, Lalitpur, Bagmati Pradesh, 13775, Nepal",3.0,4.0,4.0,1411.78,13.0,Lalitpur,West,27.66617,85.30975
33500000.0,"सीतापाखा, इमाडोल",3.0,4.0,6.0,1475.95,13.0,Lalitpur,West,27.66617,85.30975
39900000.0,"swayambhu, Swoyambhu, Kathmandu",3.0,4.0,6.0,1369.0,13.0,Kathmandu,West,27.72062,85.29156
35000000.0,"Tangal Bhat Bhateni Baluwatar Naxal Lazimpat, Gairidhara Area, Kathmandu",3.0,3.0,6.0,1369.0,13.0,Kathmandu,West,27.71968,85.33087
26500000.0,"Hattiban, Lalitpur",3.0,3.0,5.0,1369.0,13.0,Lalitpur,West,27.64904,85.33434
25000000.0,"Sunrise Bank, 1989 Yala Jala Sadak, Harisiddhi, Godavari, Lalitpur Metropolitan City, Lalitpur",3.0,3.0,4.0,1026.75,13.0,Lalitpur,West,38.89037,-77.03196
35000000.0,"432/73, Madi Marga, Sungava Chok, Dhumbarahi, Kathmandu Metropolitan Ward 4, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Pradesh, 00975, Nepal",3.0,4.0,5.0,1369.0,13.0,Kathmandu,West,38.89037,-77.03196
37000000.0,"Nakhipot, Lalitpur",3.0,4.0,6.0,1369.0,13.0,Lalitpur,West,27.64985,85.31754
21500000.0,"budanilkantha, Budhanilkantha, Kathmandu",3.0,3.0,5.0,1129.425,13.0,Kathmandu,West,27.77198,85.35914
21600000.0,"Sitapakha, Imadol, Mahalaxmi, Lalitpur, Bagmati Pradesh, 44705, Nepal",3.0,3.0,3.0,859.0475,13.0,Lalitpur,West,27.66063,85.32136
28000000.0,Kathmandu > Pasikot (Budhanilkantha),3.0,3.0,5.0,1129.425,13.0,Kathmandu,West,27.76947,85.34776
28000000.0,"Imadol Tikathali Siddhipur Sanagau Mahalaxmisthan Lubhu Lamatar Changathali, Mahalaxmi Area, Lalitpur",3.0,4.0,3.0,1369.0,13.0,Lalitpur,West,27.66652,85.31939
35000000.0,"bangal, Bhangal (Budhanilkantha), Kathmandu",3.0,4.0,5.0,1369.0,13.0,Kathmandu,West,27.79072,85.35983
29000000.0,"बोर्चा, Siddhipur, खड्काटोल, थाइकोट, ललितपुर महानगरपालिका, ललितपुर, Bagmati Pradesh, नेपाल",3.0,4.0,5.0,1369.0,13.0,Lalitpur,West,27.64038,85.35898
28000000.0,"Sitapakha, Imadol, Khadkatol, Khadkagau, Mahalaxmi Municipality, Lalitpur",3.0,4.0,6.0,1369.0,13.0,Lalitpur,West,27.66063,85.32136
37500000.0,"Bhuddha Marg, Tikathali, Siddhipur",3.0,4.0,6.0,1369.0,13.0,Kathmandu,West,38.89037,-77.03196
27500000.0,"सीतापाखा, इमाडोल",3.0,4.0,5.0,1369.0,13.0,Lalitpur,West,27.66617,85.30975
36500000.0,"Imadol-Hattiban Road, इमाडोल",3.0,4.0,6.0,1369.0,13.0,Lalitpur,West,27.64904,85.33434
36500000.0,"सीतापाखा, इमाडोल",3.0,4.0,5.0,1369.0,13.0,Lalitpur,West,27.66617,85.30975
28100000.0,Lalitpur > Imadol (Mahalaxmi),3.0,3.0,7.0,1369.0,13.0,Lalitpur,West,27.66063,85.32136
25000000.0,"Tokha Chandeswori Lower Secondary School, जाल्पा चोक, टोखा चण्डेश्वरि, टोखा नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",3.0,3.0,4.0,1369.0,13.0,Kathmandu,West,27.77561,85.33015
35000000.0,"Narayan Gopal Chowk, Basundhara",3.0,3.0,5.0,1369.0,13.0,Kathmandu,West,27.72445,85.32231
65000000.0,Kathmandu > Purano Baneshwor (Old Baneshwor),3.0,3.0,5.0,1779.7,13.0,Kathmandu,West,27.70252,85.33977
22000000.0,"Ramkot, Nagarjun, Nagarjun Municipality, Kathmandu",3.0,3.0,5.0,1369.0,13.0,Kathmandu,West,27.70531,85.34508
24000000.0,"Tikathali (Mahalaxmi), Lalitpur",3.0,3.0,5.0,1369.0,13.0,Kathmandu,West,27.65554,85.36187
34000000.0,"budanilkantha, Budhanilkantha, Kathmandu",3.0,3.0,5.0,1369.0,13.0,Kathmandu,West,27.77198,85.35914
39500000.0,"Kusunti Kumar Pith Marg, Naya Nagar, Kusunti, Lalitpur",3.0,4.0,5.0,1711.25,13.0,Lalitpur,West,27.68936,85.3068
26000000.0,"All Core Lalitpur, Lalitpur",3.0,3.0,8.0,1129.425,13.0,Lalitpur,West,24.70388,78.43252
25500000.0,Imadol,3.0,4.0,5.0,1026.75,13.0,Lalitpur,West,27.65836,85.34404
25000000.0,Imadol,3.0,4.0,4.0,1026.75,13.0,Lalitpur,West,27.65836,85.34404
25500000.0,Imadol,3.0,4.0,4.0,1026.75,13.0,Lalitpur,West,27.65836,85.34404
25000000.0,Imadol,3.0,4.0,5.0,1026.75,13.0,Lalitpur,West,27.65836,85.34404
31500000.0,"Imadol-Hattiban Road, इमाडोल",3.0,4.0,4.0,1026.75,13.0,Lalitpur,West,27.64904,85.33434
23000000.0,"Imadol-Hattiban Road, इमाडोल",3.0,4.0,5.0,1026.75,13.0,Lalitpur,West,27.64904,85.33434
36000000.0,"Kathmandu Apparels, Udhyog Marg, Dhapakhel, Patan, Lalitpur",3.0,2.0,5.0,1369.0,13.0,Lalitpur,West,27.67796,85.3072
32000000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.0,5.0,4.0,1369.0,13.0,Lalitpur,West,27.65556,85.31742
35000000.0,"Balkot, Anantalingeshwar, सूर्यविनायक नगरपालिका, भक्तपुर, Bagmati Pradesh, नेपाल",3.0,5.0,7.0,1711.25,13.0,Bhaktapur,West,27.66542,85.37476
28500000.0,"Imadol (Mahalaxmi), Lalitpur",3.0,3.0,4.0,1026.75,13.0,Lalitpur,West,27.66063,85.32136
27500000.0,Imadol,3.0,4.0,4.0,1026.75,13.0,Lalitpur,West,27.65836,85.34404
26500000.0,"Imadol (Mahalaxmi), Lalitpur",3.0,3.0,4.0,1026.75,13.0,Lalitpur,West,27.66063,85.32136
24500000.0,Imadol,3.0,4.0,5.0,1026.75,13.0,Lalitpur,West,27.65836,85.34404
22500000.0,Imadol,3.0,4.0,5.0,1026.75,13.0,Lalitpur,West,27.65836,85.34404
28500000.0,"Imadol-Hattiban Road, इमाडोल",3.0,4.0,5.0,1026.75,13.0,Lalitpur,West,27.64904,85.33434
20500000.0,"Matatirtha, Chandragiri, Chandragiri Municipality, Kathmandu",3.0,3.0,8.0,1711.25,13.0,Kathmandu,West,13.58589,79.3219
26000000.0,"Bodhigram (Satdobato), Lalitpur",3.0,3.0,4.0,1026.75,13.0,Lalitpur,West,27.65952,85.32298
25000000.0,"Lubhu (Mahalaxmi), Lalitpur",3.0,3.0,4.0,1026.75,13.0,Lalitpur,West,27.66063,85.32136
31500000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.0,4.0,5.0,1026.75,13.0,Lalitpur,West,27.65556,85.31742
29000000.0,"ithalitar budanilkantha, Italitar (Budhanilkantha), Kathmandu",3.0,4.0,7.0,1711.25,13.0,Kathmandu,West,27.77198,85.35914
58000000.0,Kathmandu > Golfutar (Budhanilkantha),3.0,4.0,5.0,1711.25,13.0,Kathmandu,West,27.79072,85.35983
27500000.0,"सीतापाखा, इमाडोल",3.0,5.0,6.0,1026.75,13.0,Lalitpur,West,27.66617,85.30975
21000000.0,"Nagarjun, Nagarjun Municipality, Kathmandu, Bagmati Pradesh, 44620, Nepal",3.0,4.0,5.0,1026.75,13.0,Kathmandu,West,27.70531,85.34508
48500000.0,Kathmandu > Handigaun,3.0,4.0,5.0,1711.25,13.0,Kathmandu,West,27.71741,85.33481
23500000.0,"Shree Binayak Tole, Tokha, काठमाडौं, Bagmati Pradesh, नेपाल",3.0,4.0,5.0,1026.75,13.0,Kathmandu,West,27.69625,85.34892
22000000.0,"Tokha Area, Kathmandu",3.0,4.0,5.0,1026.75,13.0,Kathmandu,West,27.69329,85.32227
24000000.0,"Tikathali, महालक्ष्मी, Mahalaxmi, ललितपुर, Bagmati Pradesh, नेपाल",3.0,4.0,4.0,1026.75,13.0,Lalitpur,West,27.65554,85.36187
28000000.0,"budanilkantha, Pasikot (Budhanilkantha), Kathmandu",3.0,4.0,8.0,1711.25,13.0,Kathmandu,West,27.77198,85.35914
29500000.0,"Pragati Tole, Baluwakhani Chok, Mandikhatar",3.0,4.0,6.0,1026.75,13.0,Kathmandu,West,27.73771,85.35262
32500000.0,Kathmandu > Handigaun,3.0,3.0,5.0,1026.75,13.0,Kathmandu,West,27.71741,85.33481
22000000.0,"Tikathali, महालक्ष्मी, Mahalaxmi, ललितपुर, Bagmati Pradesh, नेपाल",3.0,3.0,5.0,1026.75,13.0,Lalitpur,West,27.65554,85.36187
23500000.0,Imadol,3.0,5.0,5.0,1026.75,13.0,Lalitpur,West,27.65836,85.34404
26300000.0,"kopan, Kapan, Kathmandu",3.0,3.0,6.0,1711.25,13.0,Kathmandu,West,27.74123,85.34498
26000000.0,Imadol,3.0,4.0,5.0,1026.75,13.0,Lalitpur,West,27.65836,85.34404
19000000.0,"Bright Star Workers Higher Secondary School, Dwapwa Marg, Sangam Basti, Harisiddhi, Lalitpur Metropolitan City, Lalitpur",3.0,3.0,8.0,1026.75,13.0,Lalitpur,West,38.89037,-77.03196
36000000.0,"kopan, Kapan, Kathmandu",3.0,5.0,6.0,1711.25,13.0,Kathmandu,West,27.74123,85.34498
42500000.0,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",3.0,4.0,7.0,1711.25,13.0,Lalitpur,West,27.64917,85.30034
67000000.0,"Sanepa, Lalitpur",3.0,4.0,7.0,2053.5,13.0,Lalitpur,West,27.69134,85.30581
24000000.0,"Imadol (Mahalaxmi), Lalitpur",3.0,3.0,4.0,1060.975,13.0,Lalitpur,West,27.66063,85.32136
17500000.0,"Hattigaunda Bhangal Chapali Chunikhel Hepali Height Italitar Khadka Bhadrakali Narayanthan Mahankhal Pasikot Golfutar Budanilkantha, Budhanilkantha Area, Kathmandu",3.0,4.0,8.0,1112.3125,13.0,Kathmandu,West,38.89037,-77.03196
26500000.0,"सीतापाखा, इमाडोल",3.0,4.0,5.0,1112.31,13.0,Lalitpur,West,27.66617,85.30975
25500000.0,Imadol,3.0,4.0,5.0,1112.31,13.0,Lalitpur,West,27.65836,85.34404
26500000.0,Imadol,3.0,5.0,5.0,1112.31,13.0,Lalitpur,West,27.65836,85.34404
26500000.0,Imadol,3.0,4.0,5.0,1112.31,13.0,Lalitpur,West,27.65836,85.34404
48000000.0,Kathmandu > Sukedhara Area,3.0,5.0,6.0,2053.5,13.0,Kathmandu,West,27.72734,85.34555
35000000.0,"Tinthana (Chandragiri), Kathmandu",3.0,4.0,4.0,1711.25,13.0,Kathmandu,West,27.69704,85.3292
24000000.0,"Kathmandu Ringroad, गोङ्गबु",3.0,3.0,6.0,1026.75,13.0,Kathmandu,West,27.69138,85.28625
25000000.0,Sukedhara,3.0,3.0,6.0,1026.75,13.0,Kathmandu,West,27.72734,85.34555
21500000.0,इमाडोल,3.0,3.0,5.0,1026.75,13.0,Lalitpur,West,27.66617,85.30975
25500000.0,Imadol,3.0,3.0,4.0,1026.75,13.0,Lalitpur,West,27.65836,85.34404
23500000.0,"Bishnudol-Lubhu Road, Lubhu",3.0,3.0,5.0,1026.75,13.0,Lalitpur,West,27.63991,85.36504
20000000.0,"एकता नगर चोक, खड्काटोल, खड्कागाउ, ललितपुर महानगरपालिका, ललितपुर, Bagmati Pradesh, नेपाल",3.0,3.0,6.0,1026.75,13.0,Lalitpur,West,24.69245,78.4203
25000000.0,"Sunakothi, Lalitpur",3.0,2.0,3.0,1026.75,13.0,Lalitpur,West,27.63387,85.31862
50000000.0,"स्वयंभुनाथ, Budhhabihar marg, Dallu, Kimdol, Kathmandu",3.0,2.0,3.0,1026.75,13.0,Kathmandu,West,27.70397,85.3201
23500000.0,"Dhapakhel, Lalitpur",3.0,3.0,7.0,1540.125,13.0,Lalitpur,West,27.65336,85.32565
33500000.0,"Imadol (Mahalaxmi), Lalitpur",3.0,4.0,6.0,1488.7875,13.0,Lalitpur,West,27.66063,85.32136
27500000.0,"Dhapakhel, Lalitpur",3.0,5.0,4.0,1369.0,13.0,Lalitpur,West,27.65336,85.32565
39000000.0,"Imadol (Mahalaxmi), Lalitpur",3.0,4.0,9.0,1540.12,13.0,Lalitpur,West,27.66063,85.32136
25500000.0,"Dhapakhel, Lalitpur",3.0,3.0,4.0,1129.425,13.0,Lalitpur,West,27.65336,85.32565
41000000.0,"Imadol (Mahalaxmi), Lalitpur",3.0,4.0,4.0,1711.25,13.0,Lalitpur,West,27.66063,85.32136
47500000.0,"Dhapasi (Tokha), Kathmandu",3.0,5.0,4.0,2395.75,13.0,Kathmandu,West,27.74548,85.34149
27000000.0,"Tokha Area, Kathmandu",3.0,4.0,6.0,1711.25,13.0,Kathmandu,West,27.69329,85.32227
55000000.0,"Dallu, Chhauni, Kathmandu",3.0,3.0,3.0,1711.25,13.0,Kathmandu,West,27.70801,85.29256
55000000.0,"Khumaltar, Lalitpur",3.0,4.0,3.0,1711.25,13.0,Lalitpur,West,27.65333,85.32711
52500000.0,"mandhikatar, Mandikatar (Dhumbarahi), Kathmandu",2.5,5.0,6.0,1711.25,13.0,Kathmandu,West,27.72683,85.34386
37500000.0,Imadol,2.5,5.0,6.0,523.0,13.0,Lalitpur,West,27.65836,85.34404
28000000.0,Imadol,2.5,5.0,6.0,531.0,13.0,Lalitpur,West,27.65836,85.34404
30000000.0,"Tokha Saraswati (Tokha), Kathmandu",2.5,5.0,9.0,1197.875,13.0,Kathmandu,West,27.76139,85.32877
25500000.0,"Dhapasi Marg, Kathmandu 44600, Nepal",2.5,5.0,6.0,1095.2,13.0,Kathmandu,West,27.74548,85.34149
67500000.0,"Tokha Chandeswori Lower Secondary School, Tokha Chandeshwari, Tokha Saraswati, Tokha, काठमाडौं, Bagmati Pradesh, नेपाल",2.5,4.0,3.0,2395.75,13.0,Kathmandu,West,38.89037,-77.03196
30000000.0,"Tokha Chandeswori Lower Secondary School, जाल्पा चोक, टोखा चण्डेश्वरि, टोखा नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",2.5,4.0,4.0,1369.0,13.0,Kathmandu,West,27.77561,85.33015
19500000.0,"D.P motor workshop and driving institute, NH38, Tokha Saraswati, Tokha Municipality, Kathmandu",2.5,3.0,5.0,1026.75,13.0,Kathmandu,West,27.72256,85.34925
24500000.0,"Tiny Seeds Kindergarten, Paleswo Marg, Chamati, Kathmandu",2.5,3.0,5.0,1026.75,13.0,Kathmandu,West,27.70746,85.28294
49000000.0,"Milijuli Tol, Chappal Karkhana, Kathmandu",2.5,5.0,5.0,1711.25,13.0,Kathmandu,West,27.70929,85.33003
25000000.0,"Tikathali,",2.5,4.0,6.0,1369.0,13.0,Kathmandu,West,27.69329,85.32227
51000000.0,"chabil cabahil, Chabahil, Kathmandu",2.5,5.0,6.0,1813.925,13.0,Kathmandu,West,27.71735,85.3471
14500000.0,"Tikathali,",2.5,3.0,4.0,1026.75,13.0,Kathmandu,West,27.69329,85.32227
27000000.0,"Imadol (Mahalaxmi), Lalitpur",2.5,4.0,5.0,1155.09,13.0,Lalitpur,West,27.66063,85.32136
22500000.0,"Tikathali, महालक्ष्मी, Mahalaxmi, ललितपुर, Bagmati Pradesh, नेपाल",2.5,3.0,4.0,1026.75,13.0,Lalitpur,West,27.65554,85.36187
45000000.0,"Budhanilkantha, Kathmandu",2.5,5.0,5.0,2395.75,13.0,Kathmandu,West,27.79072,85.35983
28500000.0,"Imadol (Mahalaxmi), Lalitpur",2.5,4.0,7.0,1090.92,13.0,Lalitpur,West,27.66063,85.32136
55000000.0,"Budhanilkantha, Kathmandu",2.5,3.0,3.0,1711.25,13.0,Kathmandu,West,27.79072,85.35983
