price,Location,Floor,Bathroom,Bedroom,Land,Road Size,Land Mark,url,182.25
18500000,Chapagaon,3,3,6,1369,12,,https://hamrobazaar.com/for-sale-house/bunglow-sale-in-lalitpur/a686b5a226884ad6a91c1246f9b17e90,
37500000,"Kalopul, Panna Hiti, Maitidevi",3,3,4,1369,12,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-hattiban-lalitpur-in-lalitpur/4052092b31964b1bbfe3a1cb87688c9a,
29500000,Tinchuli,3,3,5,1369,12,,https://hamrobazaar.com/for-sale-house/house-at-sell-in-baneshwor-in-kathmandu/f6e1717bcc864afb995c1ee98e659178,
21500000,"Arubari Jorpati Marg, बेन्सिगाउ, गोकर्णेश्वर",3,3,5,1369,12,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-harisiddhi-lalitpur-in-lalitpur/3d6deb917db8408899f70f99733443d7,
27000000,"bangal, Bhangal (Budhanilkantha), Kathmandu",3,3,6,1369,12,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-imadole-shital-heights-in-lalitpur/1021621b929e4042a887abedf9c798b6,
28500000,"Godavari, Godawari, ललितपुर, Bagmati Pradesh, नेपाल",3,3,4,1369,12,godabari taukhel,https://hamrobazaar.com/for-sale-house/house-for-sale-at-hattiban-setipakha-in-lalitpur/701231d6dd40477c991fd0db4087a8a4,
25000000,"नरकतते, खड्काटोल, Lubhu, ललितपुर महानगरपालिका, ललितपुर, Bagmati Pradesh, नेपाल",3,3,4,1369,12,"near Changathali buspark, lubhu road near balkot",https://hamrobazaar.com/for-sale-house/house-for-sale-at-baluwatar-kathmandu-in-kathmandu/c6bf93efb94e491a8d984c16ec5a9548,
27000000,"Godawari, Godavari, Godawari, ललितपुर, Bagmati Pradesh, नेपाल",3,3,4,1369,12,godabari taukhel,https://hamrobazaar.com/for-sale-house/house-sale-bhangal-karuna-hospital-in-kathmandu/6001ef1d1b4f41d38f32574c366a27a5,
35000000,"Do-Cha Marg, किरण चोक, बालुवाटार",3,3,3,1369,12,kathmandu panipokhari call for price,https://hamrobazaar.com/for-sale-house/house-on-sale-tikathali-imadol-in-lalitpur/a151fdf7d4214c2d9a71924bc6503e70,
35500000,"Bafal, Kathmandu",25,4,5,1369,12,Bafal,https://hamrobazaar.com/for-sale-house/33-aana-house-for-sale-at-budhanilkantha-pasikot-in-nepal/c57722edf2614d81a581f3e02b4ef2c3,
32000000,"kopan, Kapan, Kathmandu",25,4,5,1369,12,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-narayanthan-in-kathmandu/1f2a44b5ee09495c9adc8600c1415b24,
25000000,Lalitpur > Imadol (Mahalaxmi),3,4,7,1369,12,"Karyabinayak Tole, Rajkulo,",https://hamrobazaar.com/for-sale-house/house-for-sale-at-southern-heights-colony-in-nepal/6fbd0db35fbf48cd8206fcb8549927da,
23000000,Kathmandu > Nepaltar (Tarkeshwar),3,4,4,1369,12,"Kathamndu, (Nepaltar) Maline Basti Marg",https://hamrobazaar.com/for-sale-house/house-on-sale-in-kathmandu/fffc076a5d52423d8784e5ba9bfad51d,
30000000,Lalitpur > Nakhu,4,4,15,1369,12,"Nakkhu, chowk",https://hamrobazaar.com/for-sale-house/sale-for-beautiful-house-in-kathmandu/9eb69ae5d11044a0b7d4bfeef1912be9,
28000000,Kathmandu > Makalbari (Jorpati),,4,5,1369,12,"Makalbari, Gokarnesowr 4, Kathmandu",https://hamrobazaar.com/for-sale-house/house-housing-colony-in-lalitpur/47038b94d2a347d8b984fe992cf61ced,
27500000,"ग्वार्को-लामाटार, इमाडोल",2,4,4,1369,12,,https://hamrobazaar.com/for-sale-house/residential-house-for-sale-near-grande-hospital-in-kathmandu/623482ea15424403bfc5fb519bec64fc,
23000000,"Dhaulagiri Gate, Satungal Road, Matatirtha, Boshigaun, Chandragiri Municipality, Kathmandu",3,4,6,1369,12,Dhaulagiri awas gate,https://hamrobazaar.com/for-sale-house/house-for-sale-brihat-cluster-balkhu-kathmandu-in-kathmandu/48c267916fcb4bf9a56f107250df406d,
25000000,थानकोट,3,4,3,1369,12,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-kapan-in-kathmandu/11108af3f5164e0db4444dd110a4c6a6,
39000000,"Navodaya Marga, संगम बस्ती, Harisiddhi",3,4,5,1369,12,,https://hamrobazaar.com/for-sale-house/beautifully-designed-house-on-sale-in-lalitpur/b47f6eac0ac941cd970820e806573bbb,
47500000,"साचल मार्ग, Bakhundol, Sanepa",3,4,4,1369,12,,https://hamrobazaar.com/for-sale-house/brand-new-house-on-sell-hattiban-in-lalitpur/1b588b9d0b7d49b3a9b7e0a0b488e607,
35000000,"Baluwatar, Kathmandu",3,5,8,1369,12,Near by nepal rastra bank baluwatar.,https://hamrobazaar.com/for-sale-house/house-on-sale-imadol-in-lalitpur/3dc3966cd9ee496aa6df2cacbdd4df9e,
35000000,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",35,5,6,1369,12,Imadol Bhatbhateni,https://hamrobazaar.com/for-sale-house/spacious-bungalow-on-sale-in-nepal/fb7a19bbdda04a68a165e7827b83d3af,
38000000,"Gothatar (Kageshwor), Kathmandu",4,5,11,1369,12,,https://hamrobazaar.com/for-sale-house/in-lalitpur/2e26bc821ca7447ba1509510cf005619,
36500000,"Dharampur, बुदानिलकन्ठ, Budhanilkantha, Kathmandu, Bagmati Pradesh, 44622, Nepal",35,7,8,1369,12,,https://hamrobazaar.com/for-sale-house/sale-for-beautiful-house-in-lalitpur/43ea3f8a134e4be08c2fb7769f2c4fc2,
40000000,"Gusingal, Bakhundol, Sanepa",5,9,26,1369,12,,https://hamrobazaar.com/for-sale-house/residential-house-on-sale-at-hattiban-lalitpur-in-lalitpur/d0e636db18af46c0b08866b157ce5cd3,
21000000,"Gurjudhara (Chandragiri), Kathmandu",3,O,O,1369,12,Nepal telecom guejudhara,https://hamrobazaar.com/for-sale-house/bungalow-on-sale-goldhunga-in-kathmandu/93c8fde121034c668bb8dc308ec59b32,
25000000,Kathmandu > Baluwatar,25,,,1369,12,,https://hamrobazaar.com/for-sale-house/beautiful-25-storied-residential-house-for-sale-in-kathmandu/386e28da72944eef96535e674613cbfb,
28000000,Kathmandu > Baluwatar,3,,,1369,12,150 mtr frm balwatar chowk Cks0420215273ganesh41,https://hamrobazaar.com/for-sale-house/11ana-fullfanish-house-for-sale-at-budhanilkantha-in-kathmandu/b4bb37a79a0f4d5b8cbdcb36f3d4848b,
32000000,Kathmandu > Baluwakhani (Kapan),,,,1369,12,,https://hamrobazaar.com/for-sale-house/modern-bungalow-for-sale-in-kathmandu/7d857193e8f64ed096b829cf8c1227df,
48000000,Kathmandu > New Baneshwor Area,45,,,1369,12,,https://hamrobazaar.com/for-sale-house/new-house-for-sale-at-new-tarkaribazar-balaju-in-kathmandu/b516141fcaa64635a7337c47255aa22f,
35000000,"Narayan Gopal Chowk, Basundhara",0,0,0,1369,13,,https://hamrobazaar.com/for-sale-house/residential-house-on-sale-at-gangabu-kathmandu-in-kathmandu/b47e8a804e0145ecb3e9ad9c44c30041,
36000000,"Sitapaila (Nagarjun), Kathmandu",2,0,6,1369,13,,https://hamrobazaar.com/for-sale-house/9-aana-bunglow-at-samakhusi-navodit-college-super-in-kathmandu/1ef600c071704c5386a32f68b9a0e91b,
14200000,"Santinagar, Nagarjun, Nagarjun Municipality, Kathmandu",3,0,0,1369,13,Halchok,https://hamrobazaar.com/for-sale-house/budanilkantha-sunderbasti-9863601881-in-kathmandu/513e317013a84006b0524fa1cb83aeff,
23500000,"तारकेश्वर, Tarakeshwar, Kathmandu",313,0,0,1369,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-shital-height-in-lalitpur/5d4cf378c87a428c95889ac9bedcd054,
35000000,इमाडोल,1,1,1,1369,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-tokha-in-kathmandu/c38c6079aa264a48ae81a273ac904912,
17000000,"Jarankhu,",1,1,2,1369,13,,https://hamrobazaar.com/for-sale-house/bungalow-house-on-sale-at-baluwatar-chandol-6-ana-in-kathmandu/60462ba1e1d84fab9c66cb1e9f0a976d,
18000000,खड्कागाउँ,1,1,3,1369,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-manamaiju-in-kathmandu/7894e88bf1bd4a1ab61565917b52c427,
17500000,"Budhanilkantha, काठमाडौं, Bagmati Pradesh, नेपाल",1,1,2,1369,13,"बुढानिलकण्ठ पासिकोट ४ आना , वास्तु अनुसार मिलेको, उत्तर मुखी, प्रस्तावित ७२ फिटे बाटोमा।",https://hamrobazaar.com/for-sale-house/house-on-sale-at-bhaisepati-in-lalitpur/63137a7f93f546cb9ce93992c5d42495,
17000000,"Jarankhu (Tarkeshwar), Kathmandu",1,1,2,1369,13,,https://hamrobazaar.com/for-sale-house/beautiful-bungalow-house-at-sukhedhara-ktm-in-kathmandu/02b3fdd6f31f4f379bd1f2abf1317651,
13500000,"Kathmandu City, Kathmandu",1,1,3,1369,13,,https://hamrobazaar.com/for-sale-house/golkupakha-house-on-sale-in-kathmandu/fafade1b645c48d8af0fdf28f63c0444,
16500000,Golphutar,1,1,2,1369,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-pasikot-in-kathmandu/235d6d959deb44c59de13eaabb6a5161,
18500000,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",1,1,3,1369,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-chandragiri-near-pany-tanky-in-kathmandu/abc76d529217452aaba555e1f714de7a,
25500000,"एकता नगर चोक,",25,1,1,1369,13,1,https://hamrobazaar.com/for-sale-house/house-on-sale-near-at-green-city-hill-jorpati-in-kathmandu/9622d4b7e10f452f8731747b888650c8,
25000000,"एकता नगर चोक, खड्काटोल, खड्कागाउ, ललितपुर महानगरपालिका, ललितपुर, Bagmati Pradesh, नेपाल",3,1,1,1369,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-in-bara/f8035369a70f45a89c09ef7eccb063d0,
26500000,"taiba, Thaiba (Godawari), Lalitpur",2,2,3,1369,13,,https://hamrobazaar.com/for-sale-house/brand-new-house-on-sale-at-dhapasi-in-nepal/2be5a00e3cc444a0a16c4ebf83456cc2,
33000000,"Tokha Chandeshwari (Tokha), Kathmandu",25,2,3,1369,13,,https://hamrobazaar.com/for-sale-house/residential-house-on-sale-at-bafal-kathmandu-in-kathmandu/eed3374023894bd0aebb155c1eebd0d7,
19500000,"new naikap, Naya Naikap (Chandragiri), Kathmandu",3,2,3,1369,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-syuchatar-in-kathmandu/73360400c03d4caaa88b4d1c37453c7f,
2.20E+15,"mathatirtha, Matatirtha (Chandragiri), Kathmandu",1,2,2,1369,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-imadol-in-lalitpur/a2ba6364377d4ae9a2ca7a7bb6e01697,
17000000,Dharampur,1,2,2,1369,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-in-kathmandu/b32919678c8d4c1b8d8c3305112d230d,
2.80E+15,"mathatirtha, Matatirtha (Chandragiri), Kathmandu",1,2,3,1369,13,,https://hamrobazaar.com/for-sale-house/amazing-bungalow-for-sale-at-bhaisepati-lalitpur-in-lalitpur/37a230de9335435b8e67108a1c9683c5,
21500000,"बूढानीलकण्ठ, Budhanilkantha, काठमाडौं, Bagmati Pradesh, नेपाल",1,2,2,1369,13,compound,https://hamrobazaar.com/for-sale-house/house-on-sale-in-kathmandu/54c29d4720454a1d806f4fe056396a1a,
17000000,"budanilkantha, Budhanilkantha, Kathmandu",15,2,2,1369,13,,https://hamrobazaar.com/for-sale-house/house-at-imadol-with-bank-loan-facility-in-lalitpur/5f571cbb797a4dc7b991544f087fb1b0,
23000000,"Tikathali (Mahalaxmi), Lalitpur",13,2,4,1369,13,,https://hamrobazaar.com/for-sale-house/house-sale-in-greenhill-city-housing-mulpani-in-kathmandu/3c63e2243e5a4d5ca41f520cd372b7b7,
35000000,"Satdobato, Lalitpur",25,2,2,1369,13,,https://hamrobazaar.com/for-sale-house/full-furnished-bungalow-in-lalitpur/e70ea68929ee49079daac6446b6d7a8f,
23000000,"Tikathali (Mahalaxmi), Lalitpur",25,2,6,1369,13,,https://hamrobazaar.com/for-sale-house/a-twoandahalfstoreyed-house-built-in-35-aana-in-kathmandu/de04c26b5f1846ed8167f7715b38382c,
20000000,"vasundhara, Basundhara, Kathmandu",25,2,5,1369,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-pepsicola-kathmandu-in-kathmandu/f3d607827ee24bd3bc8acda38ce42f69,
36000000,"Kathmandu Apparels, Udhyog Marg, Dhapakhel, Patan, Lalitpur",3,2,5,1369,13,,https://hamrobazaar.com/for-sale-house/bungalow-commercial-house-land-on-demand-in-kathmandu/cd77d0e865ed4aa3aa924c2c250b9a8c,
42500000,"Sorakhutte, Pushpalal Path;Swoyanbhu Marg, Lut Chok, Sorakhutte, Kathmandu",4,2,4,1369,13,M,https://hamrobazaar.com/for-sale-house/house-on-sale-in-lalitpur/3565c0b7aaad48b894a9dd42e49aeddd,
32500000,"Dhapasi (Tokha), Kathmandu",25,3,3,1369,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-basundhara-indrapuri-in-kathmandu/a30011191d984eb39deced318b6c74b6,
40000000,"Pepsicola (Kadaghari), Kathmandu",25,3,6,1369,13,,https://hamrobazaar.com/for-sale-house/sale-of-peaceful-n-beautiful-home-in-kathmandu/1b1dcc5c40f54e57bd0c31a9e85b4c53,
29700000,"Hattiban, Lalitpur",25,3,5,1369,13,,https://hamrobazaar.com/for-sale-house/mandikatar-house-on-sale-in-bara/200f631a95244bb7a624c9c6f99e9bb6,
24000000,"Tinthana, PaneruGaun, Chandragiri Municipality, Kathmandu, Bagmati Pradesh, 44618, Nepal",25,3,3,1369,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-lalitpur-imadol-in-lalitpur/90b0e3a74ae74402aec1bb51e01163e6,
29500000,"Dhapakhel, Lalitpur",25,3,5,1369,13,Limrok School,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budhanilkantha-in-kathmandu/77affdcbeb504a0992c83a019f5b9fdf,
13500000,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",25,3,5,1369,13,Muktinath Temple Godamchaur,https://hamrobazaar.com/for-sale-house/residential-house-on-sale-at-lamatar-lalitpur-in-lalitpur/07d4e8b629704d5b84979c83da2c9be9,
21000000,"new naikap, Naya Naikap (Chandragiri), Kathmandu",3,3,3,1369,13,,https://hamrobazaar.com/for-sale-house/house-sale-on-kathmandu-banasthali-chok-nira-in-kathmandu/f327549cd9714f85be896487764be8e4,
22500000,"Imadol, Mahalaxmi, Lalitpur, Bagmati Pradesh, 44705, Nepal",3,3,6,1369,13,अःक,https://hamrobazaar.com/for-sale-house/new-build-house-for-sale-in-ikhalakhu-lalitpur-in-lalitpur/3b9854b56d91410aa73c9eb9ef6319cf,
19500000,"new naikap, Naya Naikap (Chandragiri), Kathmandu",3,3,3,1369,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-kageshwori-in-kathmandu/c4d0c1eeddc042b6bba8022697fc5a41,
35000000,"budanilkantha, Budhanilkantha, Kathmandu",3,3,4,1369,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-bhaisepati-in-lalitpur/2422d49081a140b5a104a84510edd4a2,
32500000,Lalitpur > Sunakothi,25,3,3,1369,13,"The CG Villa, Sunakothi Lalitpur",https://hamrobazaar.com/for-sale-house/house-for-sale-at-imadol-lalitpur-in-lalitpur/a88b6844d96c4b7fa35b55176aaeca99,
36500000,Kathmandu > Balkhu,25,3,6,1369,13,Balkhu.,https://hamrobazaar.com/for-sale-house/small-buanglow-on-sale-at-baluwatar-kathmandu-in-kathmandu/741a0ad51c1349f78dd672c4bb7421d0,
26600000,Kathmandu > Sitapaila (Nagarjun),25,3,4,1369,13,Padma colony phase 3,https://hamrobazaar.com/for-sale-house/sale-for-beautiful-house-in-lalitpur/b6692e2a39434019b35de1842b946a5a,
36500000,Kathmandu > Bhangal (Budhanilkantha),25,3,6,1369,13,"Bhangal, Sundarbasti, near karuna Hospital",https://hamrobazaar.com/for-sale-house/nakhipot-new-house-on-sell-in-lalitpur/186155ddd7b849ef8bad70b698eb364f,
36000000,"Dhumbarahi Area, Kathmandu",12,3,3,1369,13,Near Dhumbarahi Chowk,https://hamrobazaar.com/for-sale-house/house-on-sale-at-sanobharyang-in-kathmandu/6e74c6ff9a474969bfda90831e91fd75,
351000000,"Saraswati Marga, भंगिनी नानी, गुइटा",2,3,5,1369,13,,https://hamrobazaar.com/for-sale-house/residential-house-on-sale-in-bhaktapur/58cae9710eda4c01b7545849e872236b,
25000000,"Nagarjun, काठमाडौं, Bagmati Pradesh, नेपाल",2,3,4,1369,13,civil homes colony,https://hamrobazaar.com/for-sale-house/house-for-sale-chandol-sidhartha-colony-in-kathmandu/f32ed0036b2747e3a8a696370258fc82,
39000000,"Chyasundol Marg, Dharampur",2,3,4,1369,13,,https://hamrobazaar.com/for-sale-house/imadol-shital-height-house-on-sale-in-lalitpur/8db49f14c0a0467d86ad04518f76c0a2,
26000000,"Gothatar (Kageshwor), Kathmandu",23,3,7,1369,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-baluwatar-code-no-gjbhos-2754-in-kathmandu/946681c44fbf46e8a5e05dbf30232938,
25000000,"kritipur chovar, Chobhar (Kirtipur), Kathmandu",25,3,5,1369,13,,https://hamrobazaar.com/for-sale-house/25-in-lalitpur/66d47ca6e7284259bb7d319fe93bbc6e,
35000000,"Bishal Chok, Nakhipot, Lalitpur, Bagmati Pradesh, 44702, Nepal",25,3,5,1369,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-pasikot-code-no-gjbhos-3175-in-kathmandu/25c9284228404ae69bc573e0f4ebe633,
29500000,"Jorpati Makalbari Narayantar Chabahil Gaurighat Kumarigal Baudha, Boudha Area, Kathmandu",25,3,5,1369,13,,https://hamrobazaar.com/for-sale-house/hattban-setipakha-ko-ghar-bikrima-in-lalitpur/d2a30c6e2f434e0cb3e67fbede91cc9a,
28000000,"budanilkantha, Pasikot (Budhanilkantha), Kathmandu",25,3,5,1369,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-budanilkantha-pasikot-in-kathmandu/8f3c8cb4ae354de091013057a60431bb,
16900000,"Badikhel (Godawari), Lalitpur",25,3,6,1369,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-baneshwor-in-kathmandu/39bc54166b5d461eb634fa65ff1763b9,
15500000,"Lubhu (Mahalaxmi), Lalitpur",25,3,4,1369,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-imadol-nayabasti-in-lalitpur/2897e031f05c4796a9a08fd0691306a4,
18000000,"Bajra Academy, Thecho Chapagaun Road, Wakhat, Sunakothi, Satitar, Sunakothi, Godawari, Lalitpur",25,3,5,1369,13,Bajrabarahi temple,https://hamrobazaar.com/for-sale-house/imadol-25-in-lalitpur/4659a0c2d97d43e7b4cf5e04799f5fd1,
50000000,"Bhanimandal Sadak, Ekantakuna",3,3,6,1369,13,,https://hamrobazaar.com/for-sale-house/house-sale-on-budhanilkantha-housing-colony-in-kathmandu/4d488c4ef7264743a9a7bf0a8cff200d,
29500000,"Bafal, Kathmandu",3,3,6,1369,13,500m from Everest bank,https://hamrobazaar.com/for-sale-house/house-on-sale-in-kathmandu/d4185dd093df440cb43089a254228847,
32000000,"Thecho Chapagaun Road, Wakhat, Thecho",3,3,4,1369,13,,https://hamrobazaar.com/for-sale-house/bhasepati-ma-jagga-vanda-sasto-ma-ghar-in-lalitpur/6f6b07cbbe8f463cb96e4ae373a95fea,
38500000,Imadol,3,3,6,1369,13,imadol ochu hight,https://hamrobazaar.com/for-sale-house/house-for-sale-balaju-bohoratar-in-kathmandu/3a09eba6ce1d4f34b914d856b45f1e60,
32000000,"सीतापाखा, इमाडोल",3,3,4,1369,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-basbari-in-kathmandu/b46d8a505137487981c46894cb57c2dc,
32500000,Imadol,3,3,4,1369,13,imadol sital hight,https://hamrobazaar.com/for-sale-house/52-house-for-sale-at-budhanilkantha-ganesh-chowk-in-kathmandu/26af88f3820948028cba3e4d0cbc4193,
32500000,Imadol,3,3,4,1369,13,imadol sital hight,https://hamrobazaar.com/for-sale-house/residential-house-on-sale-at-imadol-shital-height-in-lalitpur/b03dde8966874ccb87fb2563097490d6,
25000000,"Chasundol, 1, Chyasundol Highway, Dharampur, Budhanilkantha, Kathmandu",3,3,9,1369,13,,https://hamrobazaar.com/for-sale-house/residential-house-on-sale-at-bhainsepati-lalitpur-in-lalitpur/7d3310d3384d4f73987adeb92bea6050,
27000000,"Budhanilkantha, Kathmandu",3,3,5,1369,13,,https://hamrobazaar.com/for-sale-house/new-residential-house-on-sale-in-lalitpur/27e8e886df0c449ab32af6478dd75b15,
26500000,"सीतापाखा, इमाडोल",3,3,6,1369,13,good,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budhanilkantha-in-kathmandu/be15280ba5ef47ee8108d103d86e4501,
33000000,"Thecho Chapagaun Road, Wakhat, Thecho",3,3,4,1369,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-tokha-in-kathmandu/2ec1f1ce8cb04dacb57eb7b89c736587,
36000000,"भीमसेन गोला, नया बानेश्वर",3,3,7,1369,13,,https://hamrobazaar.com/for-sale-house/basundhara-duplex-banglow-on-sale-in-kathmandu/cc45d8b35311478b919adcb255d3ff7b,
22500000,"नया नैकाप,",3,3,6,1369,13,"hospital, Schools, department store, transportation near highway",https://hamrobazaar.com/for-sale-house/15-aana-house-on-sale-at-budhanilkantha-in-kathmandu/137e9feb020f4896a3ce1cf3101222b0,
39500000,Imadol,3,3,4,1369,13,imadol rajkulo,https://hamrobazaar.com/for-sale-house/house-for-sale-in-lalitpur/ee90c7a5d6164c998552015867294cd0,
33000000,Imadol,3,3,4,1369,13,imadol bandari marg,https://hamrobazaar.com/for-sale-house/house-for-sale-25-storey-10-aana-naya-thimi-in-bhaktapur/d7dbc852a1b84428b7978197700d3a4d,
27000000,Duwakot,3,3,7,1369,13,"KMC hospital, Bhaktapur",https://hamrobazaar.com/for-sale-house/grande-ko-ghar-on-sale-in-kathmandu/378a3fc636d74f09a486687bcd35fdab,
32500000,"North Valley English Secondary School, Dharmasthali, Tarakeshwar, काठमाडौं, Bagmati Pradesh, नेपाल",3,3,6,1369,13,,https://hamrobazaar.com/for-sale-house/sale-for-semi-bungalow-house-in-bhaktapur/f81ce5e11b364fcea72cf91e5dbc2c2e,
45000000,"Tilintar, सामाखुशी",3,3,5,1369,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-tokha-in-kathmandu/6fece31bc62a45ebb519038af2dce983,
26500000,इमाडोल,3,3,5,1369,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-imadol-in-lalitpur/5d05410a1ec9441cbec3afaa2a05e3c2,
11500000,"Jharuwarasi, Godawari, Jharuwarasi, Godawari, Lalitpur",4,3,4,1369,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-kapan-in-kathmandu/0f443af2856b456faf59efda0b8a9687,
28000000,"budanilkantha, Pasikot (Budhanilkantha), Kathmandu",25,4,5,1369,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-madhyapur-thimi-in-bhaktapur/ffa616eabfcd4b96922e94bfbaa2de4a,
28000000,"budanilkantha, Budhanilkantha, Kathmandu",25,4,5,1369,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-loang-balaju-in-kathmandu/27b2a6c2aef84d99aeb7cc2f0b7b1442,
36800000,"budanilkantha, Hattigaunda (Budhanilkantha), Kathmandu",25,4,4,1369,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budhanilkantha-in-kathmandu/e33a32cafa624207a8cd4caece9b3d33,
43000000,"Imadol (Mahalaxmi), Lalitpur",25,4,4,1369,13,,https://hamrobazaar.com/for-sale-house/bunglow-house-for-sale-at-dhumbrahipipalbotktm-in-bara/ec4c2faf9b94476b98fefa3d5dedcbc5,
31500000,"budanilkantha, Hattigaunda (Budhanilkantha), Kathmandu",25,4,6,1369,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-khumaltar-in-lalitpur/3ac7f523c5fb4d07a97d9c32d161a3bd,
37500000,"Gurjudhara (Chandragiri), Kathmandu",25,4,4,1369,13,,https://hamrobazaar.com/for-sale-house/25-in-lalitpur/c9fca405fd434e0fa35349c526c34c28,
70000000,"tachal thachal, Tahachal, Kathmandu",25,4,4,1369,13,,https://hamrobazaar.com/for-sale-house/sale-for-beautiful-house-in-lalitpur/eca605b5e6fb4e67b9adadab4a1e259c,
42500000,"Jambu Marg Dakshin, Bishal Chok, Nakhudol, Patan, Lalitpur, Bagmati Pradesh, 44702, Nepal",25,4,4,1369,13,Milanchowk,https://hamrobazaar.com/for-sale-house/house-on-sale-semi-bungla-bhangaal-in-nepal/e7c1a52a791d4669b15040e6e4d4b633,
31000000,"vasundhara, Basundhara, Kathmandu",25,4,6,1369,13,,https://hamrobazaar.com/for-sale-house/brand-new-2-house-on-sale-near-hattigauda-in-kathmandu/7b7bcd9ab1c8467f80cb7fdccd2b77df,
32500000,"Hattiban, Lalitpur",25,4,5,1369,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-hattigauda-in-nepal/4d5cac5cd9b64111989ff5f5d0d7ab19,
30000000,"Pepsicola (Kadaghari), Kathmandu",25,4,4,1369,13,,https://hamrobazaar.com/for-sale-house/for-sell-house-in-kathmandu/1ba19817544d4bd681c5f17351655d88,
22000000,"Nakhipot, Lalitpur",25,4,4,1369,13,,https://hamrobazaar.com/for-sale-house/residential-house-on-sale-at-syuchatar-kathmandu-in-kathmandu/a3d692458a85421fbf9fea009811dc51,
34000000,"budanilkantha, Budhanilkantha, Kathmandu",25,4,5,1369,13,,https://hamrobazaar.com/for-sale-house/25-storied-house-for-sale-at-saibu18-bhaisepati-in-lalitpur/7871e7e5322b48b188d423e2b807befa,
25000000,"Gwarko Koteshwor Imadol, Balkumari Area, Lalitpur",25,4,6,1369,13,Imadol Swimming pool,https://hamrobazaar.com/for-sale-house/in-lalitpur/66a882ee31d418acb1cfda85e3379687,
42500000,"Gwarko Koteshwor Imadol, Balkumari Area, Lalitpur",25,4,7,1369,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-in-kathmandu/b147fc8384dc48c3a1bc62d4e19d7d39,
60000000,"kopondole kopundole bhakundole, Bakhundole (Kupondole), Lalitpur",3,4,6,1369,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-lubhu-in-lalitpur/c2eb7d083d1d417193f50def9d72f826,
35000000,"Tikathali (Mahalaxmi), Lalitpur",3,4,5,1369,13,Pawan prakrti school,https://hamrobazaar.com/for-sale-house/house-on-sale-in-janakpur-jagga-ko-bhau-ma-ghar-in-dhanusha/c49b256f0ed54c268f2975185a0934f7,
37500000,"Bafal, Kathmandu",3,4,7,1369,13,,https://hamrobazaar.com/for-sale-house/green-hill-city-colony-mulpani-kagaswori-in-kathmandu/12aed63d02eb45acbbbf50c737df36a4,
45000000,"All Core Kathmandu, Kathmandu",35,4,9,1369,13,,https://hamrobazaar.com/for-sale-house/beautiful-residential-flat-sys-bungalow-in-kathmandu/25c9dd6b981a4fee8cb954082b77adf3,
