Floors,City,Address,Land,Price,Bedroom,Bathroom,Face,Road
3,Kathmandu,Kapan,1197.875,14000000,2,2,East,12
3,Kathmandu,Maharajgunj,5133.75,70000000,7,5,East,12
2.5, Kathmandu,Bauthali,1403.225,25000000,6,5,West,12
2.5,Kathmandu,Dahachowk,3593.62,28000000,5,3,East,12
7,Kathmandu,Thamel,1454.5625,65000000,23,16,West,12
2.5,Kathmandu,Bhangal,1112.31,21000000,6,6,West,12
2,Kathmandu,Jorpati,1796.8125,28500000,5,2,South,12
3,Kathmandu,Kapan,1454.56,29500000,6,5,West,12
1,Kathmandu,Kapan,1026.75,14000000,2,1,,12
2,Lalitpur,Jharuwarashi,1647.07,13000000,3,2,West,12
3,Kathmandu,Dhumbarahi,2738,60000000,8,5,East,12
2.5,Lalitpur,Medicity hospital,3422.5,45000000,7,6,South West,12
2.5,Kathmandu,Sattalle,1796.81,25000000,4,2,North,12
2.5,Lalitpur,Siddhipur Height,1026.75,22500000,5,4,South West,12
2.5,Kathmandu,Chapali,2738,55000000,8,4,East,12
2,Lalitpur,Dhapakhel,1026.75,18000000,0,0,South East,12
2.5, Kathmandu,Paiyatar,1437.45,22000000,6,4,East,12
3,Kathmandu,Swayambhu,1369,34000000,6,3,South,12
2.5, Lalitpur,Mahalaxmisthan,444.925,130000000,7,4,South,12
5.5,Kathmandu,Sundhara,2524.09,,36,13,West,12
1.5,Lalitpur,Tikathali,855.62,11500000,3,1,East,12
,Kathmandu,Banasthali,1197.875,27500000,0,0,East,12
2.5,Kathmandu,Hattigauda,6845,100000000,6,4,East,12
2.5, Kathmandu,Mandikhatar,1711.25,30500000,,,,12
,Kathmandu,Baluwatar,2053.5,110000,3,3,East,12
3.5, Lalitpur,Thecho,1813.925,27500000,7,5,East,12
2, Kathmandu,Jarankhu,752.95,15000000,,2,North East,12
2.5,Kathmandu,Mid-Baneshwor,3593.625,85000000,5,5,North,12
1.5, Kathmandu,Matatirtha,1026.75,12000000,2,2,North East,12
3,Bhaktapur,Suryabinayak,1026.75,25500000,7,,West,12
,Kathmandu,Budhanilkantha,2053.5,47000000,5,3,East,12
2.5,Lalitpur,Peace point school,2951.9,28000000,6,4,South,12
2.5,Kathmandu,Thulo bharyang,855.62,19500000,7,3,North East,12
3,Kathmandu,Budhanilkantha,3600,76000000,2,1,West,12
2.5, Kathmandu,Kapan,1129.425,24000000,6,5,West,12
, Kathmandu,Lolang,1026.75,2500000,,,North East,12
2,Kathmandu,Balaju,1711.25,17500000,4,2,East,12
,Lalitpur,Bhaisepati,1369,50000,4,4,East,12
2.5,Lalitpur,Dhapakhel,898.4,13500000,4,3,South,12
2.5, Kathmandu,Bhangal ,1711.25,29800000,,,,12
2.5, Kathmandu,Golfutar,1745.475,29500000,,,East,12
,Lalitpur,Dhapaheight,1369,17000000,,,,12
4,Kathmandu,Thankot,1711.25,33000000,5,4,East,12
2, Kathmandu,Dhumbarahi,2738,67500000,9,6,South East,12
5.5,Kathmandu,New Buspark,1112.3125,36000000,23,15,South,12
2.5, Kathmandu,Manamaiju,1437.45,25000000,6,3,South West,12
3, Bhaktapur,Tathali,1437.45,19000000,8,3,North West,12
2.5, Bhaktapur,Sipadol,1403.225,23000000,5,3,South West,12
,Kathmandu,Newroad,700,13000,0,0,North,12
,Kathmandu,Balambu,1026.75,15500000,7,0,South,12
3,Kathmandu,Baluwatar,2053.5,51500000,6,3,North East,12
2,Kathmandu,Khusibu,4107,96000000,3,3,South,12
3,Kathmandu,Budhanilkantha,1454.5625,21800000,5,6,North East,12
2.5,Kathmandu,Sukedhara,2395.75,45000000,5,3,East,12
3,Kathmandu,Baniyatar,1197.875,23750000,6,5,North West,12
,Kathmandu,Kalanki,900,20000,0,0,North,12
,Kathmandu,Thali,1026.75,15500000,0,0,West,12
12,Lalitpur,Balkumari,1250,18000000,3,2,East,12
2.5,Lalitpur,Imadol,1112.31,25000000,2,3,East,12
2.5,Kathmandu,Pandhara Chowk,1403.225,24500000,4,4,North,12
3,Kathmandu,Pasikot,1197.875,17500000,6,2,North,12
2.5,Kathmandu,Mandikataar,1112.31,22000000,5,5,East,12
2,Kathmandu,Hattigauda,1818.2,37500000,5,2,East,12
,Kathmandu,Hattigauda,1112.3125,25000000,0,0,South,12
2.5, Lalitpur,Imadol,2395.75,36000000,6,2,North East,12
2.5, Lalitpur,Satdobato,2087.725,45000000,,,,12
,Kathmandu,Tokha,1026.75,16000000,4,3,East,12
3,Kathmandu,Tokha,1369,26000000,0,0,East,12
2.5,Kathmandu,Hattigauda,1369,28000000,5,3,East,12
2.5, Kathmandu,Ganesh Chowk,2087.725,67500000,6,5,,12
2.5,Kathmandu,Samakhusi,1369,23500000,5,4,,12
2.5,Lalitpur,Harisiddhi,2738,40000000,8,5,East,12
,Kathmandu,Kirtipur,2139.0625,33000000,12,0,North,12
2, Lalitpur,Bhaisepati,1026.75,30000000,5,4,West,12
3.5,Kathmandu,Gongabu,1197.87,23750000,6,5,East,12
2.5,Kathmandu,Bhangal,1369,27000000,5,4,South East,12
3,Kathmandu,Kirtipur,1283.4375,17000000,6,3,South East,12
3.5,Kathmandu,Hanumanghat,1863,40000000,1,4,South,12
2.5, Kathmandu,Lazimpat,1471.675,42000000,,3,North East,12
2.5,Kathmandu,Baluwatar,1437.45,33000000,3,4,North,12
3,Kathmandu,Besi Gaun,1369,30000000,6,3,East,12
2.5,Kathmandu,Bafal,1026.75,24500000,4,3,East,12
3.5,Lalitpur,Chokhel,1711.25,33500000,8,4,East,12
4,Kathmandu,Pepsicola,1005.359375,19000000,3,2,South East,12
2, Kathmandu,Budhanilkantha,3251.375,65000000,4,4,,12
2.5,Bhaktapur,Sipadol,1497.34,23000000,5,3,South West,12
2.5,Lalitpur,Tikathali,1197.875,23000000,6,4,South East,12
1, Kathmandu,Kapan,1026.75,14000000,2,1,South West,12
4,Kathmandu,Koteshwor,1369,27000000,0,4,East,12
,Kathmandu,Tokha,1369,14000000,6,0,North,12
2.5, Lalitpur,Sanagaun,1026.75,20400000,4,3,South West,12
3,Kathmandu,Tokha,1112.3125,17800000,5,6,South,12
2.5, Lalitpur,Imadol,1129.425,21500000,6,4,North,12
1, Kathmandu,Pasikot,1779.7,28000000,,,North East,12
3.5, Kathmandu,Lolang,787.175,15500000,6,3,West,12
2.5, Kathmandu,Budhanilkantha,1095.2,29000000,6,5,North,12
3,Kathmandu,Kirtipur,1604.296875,25000000,6,4,South,12
2.5, Kathmandu,Tokha,1779.7,45000000,5,3,North East,12
2.5, Kathmandu,Bhangal ,1095.2,30000000,6,4,North,12
2,Kathmandu,Tokha,1625.6875,19000000,4,3,East,12
3.5,Lalitpur,Chokhel,1711.25,33500000,8,4,East,12
1,Kathmandu,Budhanilkantha,1711.25,15000000,2,2,South,12
2.5,Kathmandu,Man B Marga,1197.875,23000000,3,4,East,12
2.5, Kathmandu,Mulpani,752.95,13500000,,3,South West,12
3.5,Kathmandu,Dhumbarahi,2395.75,45000000,8,5,East,12
5.5, Kathmandu,Bagbazar,1745.475,70000000,,,North East,12
2.5,Kathmandu,Chapali,1540.125,27000000,5,4,West,12
2.5, Kathmandu,Kapan,684.5,12500000,4,3,South West,12
3.5, Kathmandu,Bhairabchaur,3490.95,35000000,,,,12
2.5, Kathmandu,Kapan,684.5,12500000,4,3,South West,12
,Kathmandu,Tarkeshwor,1369,28000000,0,0,East,12
2,Kathmandu,Tokha,0,25000000,4,3,East,12
3,Kathmandu,Kirtipur,1604.296875,25000000,6,4,South,12
2.5,Kathmandu,Gothatar,1069.53125,24000000,6,3,East,12
2.5,Kathmandu,Jorpati,1540.125,28500000,5,2,South,12
3.5, Kathmandu,Kapan,1369,31000000,8,3,North,12
2.5,Lalitpur,Hattiban,2224.62,,5,3,South East,12
,Kathmandu,Tokha,1369,14000000,6,0,North,12
2.5, Kathmandu,Baniyatar,1026.75,19500000,,,West,12
,Kathmandu,Pasikot,1625.6875,13800000,2,1,East,12
2.5, Kathmandu,Budhanilkantha,2053.5,25000000,8,,,12
3.5, Kathmandu,Lolang,3764.75,70000000,9,10,East,12
2.5,Lalitpur,Tikathali,1197.875,26000000,7,3,East,12
3,Kathmandu,Baluwatar,2053.5,51500000,6,3,North East,12
,Lalitpur,Changathali,1197.87,24000000,6,4,South,12
3,Kathmandu,Tarkeshwor,1561.515625,25000000,5,4,East,12
,Kathmandu,Satungal,1711.25,25000000,,,,12
2.5,Kathmandu,Sukedhara,2395.75,70000000,4,3,East,12
8,Kathmandu,Thulo Bharyang,1197.875,25500000,3,3,East,12
2.5,Lalitpur,Hattiban,1882.375,29000000,4,4,North,12
, Kathmandu,Baluwatar,1779.7,40000000,5,2,North,12
,Kathmandu,Thulo Bharyang,1005.359375,15500000,0,0,East,12
2.5,Kathmandu,Phutung,1561.51,25000000,5,4,East,12
2,Kathmandu,Gokarna,1369,13500000,4,2,East,12
2.5, Lalitpur,Bhaisepati,1403.225,38000000,4,1,North East,12
1,Lalitpur,Tikathali,1026.75,12200000,2,1,South,12
2.5,Kathmandu,Pasikot,1540.12,31000000,5,2,South East,12
2.5,Kathmandu,Kapan,1540.125,25000000,7,5,North East,12
2.5, Kathmandu,Dhapasi,3080.25,47000000,6,2,East,12
5,Kathmandu,Chapali,1454.56,25000000,4,4,North West,12
2.5, Bhaktapur,Suryabinayak,1779.7,32200000,,,,12
2.5,Kathmandu,Maharajgunj,3422.5,110000000,0,0,South East,12
2.5,Kathmandu,Guheshwori Planning,1283.4375,28000000,8,4,West,12
2,Kathmandu,Budhanilkantha,1540.125,25000000,7,5,North West,12
3.5,Bhaktapur,Changunarayan,4363.68,15000000,15,4,South East,12
2.5,Kathmandu,Kalanki,1197.87,,4,3,North West,12
3.5,Kathmandu,Nayabasti,1839.59,35500000,7,5,East,12
3, Kathmandu,Balkhu,2053.5,42500000,8,3,South West,12
,Lalitpur,,1219.26,28500000,10,5,East,12
5, Kathmandu,Balaju,3490.95,110000000,,,North East,12
2.5, Kathmandu,Lazimpat,1403.225,40000000,,,North,12
2,Kathmandu,Kirtipur,770.0625,9500000,0,0,West,12
,Kathmandu,Pasikot,1625.6875,13800000,2,1,East,12
7,Kathmandu,Thamel,1454.5625,65000000,23,16,West,12
2.5, Kathmandu,Bafal,752.95,23500000,6,2,North,12
6, Kathmandu,Ason,1403.225,170000000,,,North,12
2.5,Kathmandu,Dhalmal Pul,1200,27500000,7,3,South West,12
4,Kathmandu,Chappal Karkhana,3764.75,100000000,10,7,South East,12
3,Kathmandu,Tinthana,0,25000000,4,4,South,12
2.5,Kathmandu,Sitapaila,1283.43,27500000,4,4,North East,12
2.5,Lalitpur,Tikathali,1754.03,26000000,5,3,West,12
2.5, Kathmandu,Sitapaila,1437.45,30000000,6,3,North,12
2.5,Kathamndu,Kapan,1711.25,26000000,6,4,,12
2.5,Lalitpur,Sanepa,1540.12,30000000,6,5,East,12
2.5, Kathmandu,Bafal,2840.675,58000000,,,,12
4,Kathmandu,Bhimsenthan,1369,37500000,8,5,East,12
4.5, Kathmandu,Dallu,3080.25,70000000,,,,12
4,Kathmandu,Maharajgunj,1711.25,38000000,8,4,West,12
6,Kathmandu,Thamel,2738,400000,11,8,East,12
3,Kathmandu,Baluwatar,1796.8125,55000000,4,5,South East,12
3,Kathmandu,Thulo Bharyang,1454.5625,22700000,5,2,West,12
5,Kathmandu,Putalisadak,3080.25,75000000,0,0,East,12
2.5, Kathmandu,Chandol,1711.25,36000000,7,,North,12
3.5,Kathmandu,Sukedhara,1946.54,35000000,9,4,North East,12
3,Kathmandu,Gongabu,2395.75,25000000,8,6,,12
3,Kathmandu,Pasikot,1711.25,35000000,7,6,South,12
2.5, Kathmandu,Chandol,1711.25,36000000,7,3,North,12
2.5, Kathmandu,Gairidhara,1711.25,51000000,,,North,12
3.5,Kathmandu,Gongabu,1411.78,35000000,8,5,South,12
3,Kathmandu,Swayambhu,1860.984375,37000000,8,5,South,12
2, Lalitpur,Bhaisepati,5818.25,100000000,4,3,,12
,Lalitpur,Imadol,1454.5625,22500000,0,0,East,12
,Kathmandu,Basundhara,1369,23500000,0,0,East,12
3.5, Kathmandu,Manamaiju,1369,27500000,,,,12
1, Kathmandu,Chunikhel,1026.75,13300000,,,,12
2.5,Lalitpur,Imadol,1112.3125,19500000,6,3,South,12
3,Lalitpur,Imadol,1026.75,16000000,5,3,East,12
3,Lalitpur,Imadol,1369,21000000,0,3,East,12
,Kathmandu,Bafal,1711.25,35000000,6,3,West,12
2.5, Lalitpur,Setipakha,1403.225,22500000,,,South,12
2.5, Kathmandu,Bansbari,1437.45,51000000,5,5,South,12
3,Kathmandu,Mulpani,960,16000000,0,3,East,12
3,Kathmandu,Bishal Nagar,2738,48000000,6,3,North West,12
,Kathmandu,Kapan,1369,22500000,0,0,East,12
2.5, Lalitpur,Bhaisepati,1026.75,21000000,5,5,South East,12
3,Lalitpur,Imadol,1369,21000000,0,3,East,12
2,Kathmandu,Bhangal,2481.3125,95000,4,2,East,12
2.5, Kathmandu,Bansbari,1471.675,52000000,4,5,South,12
,Kathmandu,Dhungedhara,1283.4375,24500000,7,4,West,12
3,Kathmandu,Dhungedhara,1369,23000000,0,0,South,12
3,Kathmandu,Gongabu,1386.39032,35000000,4,3,South,12
,Kathmandu,Dhumbarahi,2395.75,45000000,5,5,South,12
3,Kathmandu,Jorpati,2700,21500000,4,3,East,12
4,Kathmandu,Dhumbarahi,2395.75,45000000,10,10,East,12
3, Kathmandu,Baluwakhani,1026.75,21500000,4,3,South East,12
3,Kathmandu,Golfutar,1475.953125,28500000,5,0,North East,12
6,Lalitpur,Jhamsikhel,5561.5625,75,0,0,South West,12
3,Lalitpur,Jharuwarashi,1647.078125,13000000,3,2,East,12
,Kathmandu,Dharmasthali,855.625,13500000,0,0,South East,12
2.5,Lalitpur,Imadol,1026.75,19500000,5,4,East,12
,Kathmandu,Dharmasthali,855.625,13500000,0,0,South East,12
2.5,Lalitpur,Imadol,1026.75,21000000,5,4,West,12
2,Kathmandu,Basundhara,2139.0625,35000000,2,1,East,12
2.5,Kathmandu,Sukedhara,1369,32500000,6,4,South East,12
,Kathmandu,Manamaiju,1026.75,17000000,0,0,East,12
3,Kathmandu,Jorpati,1197.875,21000000,5,3,South West,12
3,Kathmandu,Budhanilkantha,2845,35000000,5,4,East,12
1,Kathmandu,Budhanilkantha,1197.875,12800000,2,1,West,12
,Kathmandu,Sukedhara,1262.046875,23500000,0,0,East,12
2.5, Kathmandu,Banasthali,2806.45,42000000,8,4,South,12
,Kathmandu,Boudha,1026.75,22500000,0,4,North,12
2.5, Kathmandu,Sitapaila,1369,30000000,7,5,,12
3,Lalitpur,Imadol,1219.265625,285,6,5,East,12
3.5, Kathmandu,Gongabu,1369,35000000,5,3,South,12
2.5, Kathmandu,Thulobharyang,1369,29000000,,,South,12
,Kathmandu,Bafal,855.625,13500000,0,2,East,12
,Bhaktapur,Lokanthali,1711.25,28000000,0,0,West,12
2.5, Kathmandu,Bafal,1369,36500000,5,4,South,12
2.5, Kathmandu,Banasthali,1369,31000000,4,4,South,12
4, Kathmandu,Panga,1369,27500000,13,4,,12
2, Kathmandu,Chandragiri,1026.75,13100000,6,,,12
2.5,Kathmandu,Dahachowk,1197.87,21500000,7,4,East,12
,Kathmandu,Nag Pokhari,1026.75,16500000,4,3,South,12
3, Kathmandu,Makalbari,1129.425,27500000,8,3,South East,12
3.5, Kathmandu,Manamaiju,1369,38000000,9,4,South,12
2.5, Kathmandu,Sukedhara,1369,30000000,,,South,12
2, Kathmandu,Sukedhara,1369,49500000,,,,12
2.5, Kathmandu,Thulobharyang,1369,29000000,,,,12
,Kathmandu,Gongabu,7101.6875,90000000,0,0,East,12
,Kathmandu,Bafal,1411.78125,29000000,0,0,West,12
3,Lalitpur,Imadol,1882.375,31000000,6,3,East,12
2.5, Kathmandu,Kapan,752.95,15500000,,,,12
3,Kathmandu,Chabahil,1369,37000000,5,4,South West,12
1,Kathmandu,Chabahil,1796.8125,18000000,2,1,South,12
5.5, Kathmandu,Sorhakhutte,1095.2,45000000,,15,,12
3, Kathmandu,Pasikot,1095.2,21500000,4,3,,12
3,Kathmandu,Basundhara,1454.5625,19800000,9,0,South East,12
3,Lalitpur,Sanepa,1540.125,32500000,6,4,East,12
3, Kathmandu,Thapathali,2121.95,44500000,6,3,South,12
3.5, Kathmandu,Naya Basti,1095.2,30000000,,,,12
3.5, Kathmandu,Sorhakhutte,4080,47500000,9,4,South,12
3,Lalitpur,Sanepa,2224.625,125000,21,18,East,12
3, Kathmandu,Pasikot,1095.2,21500000,4,3,,12
3, Kathmandu,Sundarbasti,1095.2,25500000,,,,12
,Kathmandu,Chhauni,4278.125,85000000,0,0,West,12
2.5, Kathmandu,Banasthali,3422.5,70000000,5,5,South,12
3,Kathmandu,Basundhara,1454.5625,19800000,9,0,South East,12
5.5, Kathmandu,Anamnagar,1095.2,62800000,,,,12
3,Kathmandu,Basundhara,941.1875,19500000,3,3,South East,12
2.5, Kathmandu,Grande Hospital,1095.2,24500000,,,,12
,Kathmandu,Basundhara,1026.75,19900000,3,3,South West,12
3,Lalitpur,Tikathali,1197.875,22500000,6,3,East,12
3,Kathmandu,Sitapaila,1369,35500000,6,4,East,12
3,Kathmandu,Mandikatar,2139.0625,22500000,4,3,East,12
3.5,Kathmandu,Chappal Karkhana,1839.59375,40000000,7,4,North,12
3,Kathmandu,Kapan,1112.3125,11000000,0,0,West,12
,Bhaktapur,Sudal,1197.875,9200000,0,0,West,12
,Bhaktapur,Sirutar,1197.875,14500000,0,0,East,12
2.5, Lalitpur,Thecho,3182.925,85000000,6,5,South,12
3,Lalitpur,Tikathali,1197.875,22500000,6,3,East,12
2.5, Kathmandu,Budhanilkantha,3080.25,57500000,4,3,South,12
,Kathmandu,Sitapaila,1026.75,20300000,4,4,East,12
3,Kathmandu,Golfutar,1475.953125,28500000,5,0,North East,12
,Kathmandu,Matatirtha,1711.25,20000000,6,3,East,12
3,Kathmandu,Basundhara,1454.5625,26500000,0,0,East,12
2.5, Lalitpur,Tikathali,600.0000001,22000000,6,4,South East,12
3,Kathmandu,Gaurighat,1026.75,25000000,8,3,East,12
,Kathmandu,Gaushala,3721.96875,80000000,0,0,South,12
,Kathmandu,Gaushala,5476,55000,0,0,West,12
,Kathmandu,Gaushala,3721.96875,80000000,0,0,South,12
3,Kathmandu,Bhangal,1112.3125,19900000,6,5,South West,12
3,Kathmandu,Chabahil,1369,37000000,5,4,South West,12
2.5, Kathmandu,Golfutar,6502.75,110000000,,,South,12
,Kathmandu,Gokarneshwor,855.625,14300000,3,3,South,12
4,Kathmandu,Anamnagar,1711.25,33000000,5,4,East,12
3,Kathmandu,Gokarneshwor,1711.25,26000000,11,3,South East,12
3,Kathmandu,Dhapasi,2994.6875,40000000,8,4,South,12
3,Kathmandu,Kapan,1369,27000000,0,0,South,12
2,Kathmandu,Chandol,1369,35000000,5,4,North,12
,Lalitpur,Lamatar,1711.25,10000000,0,0,West,12
,Lalitpur,Lamatar,1711.25,10000000,0,0,West,12
2.5, Kathmandu,Golfutar,6502.75,125000000,6,4,South,12
3,Kathmandu,Dhapasi,3422.5,61000000,4,3,East,12
3.5, Kathmandu,Panga,1779.7,35000000,14,4,South,12
3, Kathmandu,Jyotinagar,1060.975,19700000,,,,12
3,Lalitpur,Mahalaxmi,1283.4375,21500000,2,4,North,12
3, Kathmandu,Dhumbarahi,5500.000001,62500000,,,South,12
3,Kathmandu,Dhapasi,1197.875,31000000,0,0,North,12
1.5,Kathmandu,Gokarneshwor,1112.3125,10500000,2,2,South East,12
,Kathmandu,Gokarneshwor,1582.90625,35000,4,3,East,12
3,Kathmandu,Bhangal,1796.8125,33500000,4,4,South,12
3,Bhaktapur,Sundar Basti Katunje-8,2074.89,82000000,13,4,South/East,12
,Lalitpur,Sainbu-18,2738,60000000,2.5,,North,12
,Kathmandu,Bafal,855.625,13500000,0,2,East,12
4, Kathmandu,Buddhanagar,1369,26500000,7,,North East,12
,Bhaktapur,Dadikot,1090.921875,11500000,0,0,North,12
2.5,Kathmandu,Balwakhani,1440,27000000,3,3,East,12
2.5,Kathmandu,Kapan,1732.640625,30000000,7,5,South East,12
2.5, Kathmandu,Kapan,1437.45,37500000,,,,12
,Kathmandu,Sankhamul,871.8,30000,0,0,East,12
,Bhaktapur,Dadikot,1090.921875,11500000,0,0,North,12
3, Bhaktapur,Magar Gaun,1060.975,22000000,5,,East,12
3, Bhaktapur,Sano thimi,1060.975,22000000,,,South,12
2.5, Kathmandu,Dhalmal,1060.975,22000000,5,3,East,12
2.5, Kathmandu,Dhumbarahi,2738,55000000,,,West,12
3,Kathmandu,Sukedhara,4107,110000,4,4,South,12
3, Kathmandu,Mulpani,1437.45,29500000,8,6,,12
2.5, Kathmandu,Jyotinagar,1369,26500000,,,,12
3,Kathmandu,Maharajgunj,5133.75,70000000,7,5,East,12
3.5,Kathmandu,Kalimati,2053.5,68000000,10,5,South,12
2.5,Kathmandu,Pepsicola,1454.5625,25500000,6,4,West,12
2.5, Kathmandu,Dhapasi,1026.75,19500000,5,3,East,12
3,Kathmandu,Balaju,1026.75,15500000,6,0,North West,12
3.5, Kathmandu,Chamati,1437.45,30000000,,,,12
3,Kathmandu,Gongabu,8,130000,9,3,North,12
2.5, Lalitpur,Imadol,1026.75,23000000,,,East,12
2.5, Kathmandu,Mid Baneshwor,1779.7,55000000,5,,South East,12
2.5, Kathmandu,Dhapasi,1060.975,21000000,5,3,East,12
1, Kathmandu,Gokarna,1060.975,13000000,2,1,East,12
3,Kathmandu,Sunderbasti,1796.8125,26500000,6,5,East,12
3, Kathmandu,Kadaghari,1197.875,32500000,6,,East,12
4,Kathmandu,Patitar,3101.640625,67500000,11,4,North East,12
, Kathmandu,Ichangu Narayan,1711.25,29000000,4,3,West,12
4.5,Bhaktapur,Sallaghari,1026.75,23500000,13,7,East,12
,Kathmandu,Makalbari,1026.75,9500000,0,0,East,12
4.5, Kathmandu,Maharajgunj,1711.25,41000000,12,4,West,12
2.5, Lalitpur,Nakkhu,1745.475,38000000,4,4,West,12
2.5,Lalitpur,Dhapaheight,1518.73,20500000,4,3,,12
2.5, Kathmandu,Aarubari,1369,35000000,5,3,East,12
,Kathmandu,Makalbari,1026.75,12500000,0,0,South,12
3, Lalitpur,Imadol,1711.25,32500000,12,,West,12
3, Lalitpur,Imadol,1095.2,20000000,6,2,East,12
2.5, Bhaktapur,Kaushaltar,1026.75,30000000,,,South,12
1,Lalitpur,Sanagaun,1091.7775,16000000,2,1,North,12
3,Lalitpur,Dholahiti,13,1500000,4,4,North East,12
3.5, Kathmandu,Kapan,1095.2,39000000,6,3,East,12
2.5,Kathmandu,Sankhamul,1240.65625,35000000,7,3,West,12
2,Kathmandu,Naxal,4107,65000000,6,5,East,12
1,Kathmandu,Makalbari,1197.875,10500000,2,1,South West,12
2.5, Kathmandu,Budhanilkantha,1060.975,23500000,6,3,East,12
3,Kathmandu,Kapan,1112.3125,11000000,0,0,West,12
2.5, Lalitpur,Imadol,1026.75,23000000,4,4,East,12
1,Kathmandu,Makalbari,1197.875,10500000,2,1,South West,12
3,Kathmandu,Narephate,1454.5625,50000000,5,4,South,12
2.5,Kathmandu,Bafal,3016.07,58000000,6,5,East,12
1, Kathmandu,Thulobharyang,787.175,6500000,3,1,East,12
2.5, Lalitpur,Hattiban,1369,21500000,6,4,East,12
2.5,Lalitpur,Khumaltar,1112.31,21500000,3,3,South,12
,Lalitpur,Dhapakhel,1796.8125,26000000,0,0,South,12
2.5, Kathmandu,Jarankhu,1369,25000000,5,3,South East,12
2.5, Lalitpur,Tikathali,752.95,17500000,,,South,12
,Lalitpur,Dhapakhel,1796.8125,26000000,0,0,South,12
2.5, Kathmandu,Jorpati,752.95,14300000,3,3,South,12
1,Kathmandu,Budhanilkantha,1197.875,12800000,2,1,West,12
2.5,Lalitpur,Imadol,1026.75,21500000,7,4,South,12
4,Kathmandu,Sukedhara,2310.1875,34500000,9,4,East,12
2.5,Kathmandu,Rudreshwor,4107,50000000,7,5,East,12
2.5,Lalitpur,Dhapakhel,855.625,17700000,3,4,West,12
5,Kathmandu,Baghbazaar,1133.703125,35000000,9,5,North,12
2.5,Lalitpur,Imadol,1026.75,24200000,5,3,East,12
2.5,Lalitpur,Dhapakhel,855.625,17700000,3,4,West,12
,Kathmandu,Naikap,1197.875,18500000,8,0,West,12
2.5, Kathmandu,Chunikhel,1026.75,16000000,,,East,12
,Bhaktapur,Duwakot,1026.75,11500000,0,0,East,12
2,Kathmandu,Sukedhara,1711.25,42500000,5,3,East,12
3.5, Kathmandu,Narayantar,1437.45,35000000,12,6,East,12
2,Kathmandu,Sano Bharyang,1369,25000000,0,0,East,12
,Kathmandu,Nagarjun,1200,15000,2,1,South East,12
3,Kathmandu,Kalanki,1347.609375,45000000,6,4,North East,12
2.5, Kathmandu,Paiyuntar,1471.675,30000000,5,4,West,12
3,Kathmandu,Manamaiju,7443.9375,17000000,5,3,East,12
2.5, Kathmandu,Jarankhu,5476,65000000,5,3,West,12
4, Kathmandu,Bijulibajar,2053.5,85000000,8,6,South East,12
2.5, Kathmandu,Thali,752.95,16000000,5,3,East,12
4, Kathmandu,Bouddha,3764.75,200000000,,,West,12
2.5, Kathmandu,Kapan,752.95,18800000,,,East,12
2.5, Kathmandu,Battisputali,3422.5,95000000,5,4,South,13
3,Kathmandu,Shantinagar,2652.4375,43500000,7,3,West,13
2.5, Kathmandu,Baluwatar,1711.25,55000000,4,4,South East,13
2, Kathmandu,Bansbari,3148.7,62500000,4,3,South,13
2.5, Lalitpur,Bhaisepati,1129.425,32500000,4,4,South West,13
2, Lalitpur,Bhaisepati,1369,41000000,5,5,South West,13
2.5, Kathmandu,Kapan,1745.475,38500000,,,South East,13
3,Kathmandu,Bansbari,4107,81600000,4,4,North East,13
2.5, Bhaktapur,Kaushaltar,6160.5,10000000,5,7,South,13
2.5, Kathmandu,Dhapasi,1129.425,31000000,5,3,South West,13
3,Kathmandu,Kageshwari Manohara,1048.140625,18500000,6,3,South West,13
2.5, Kathmandu,Baniyatar,1129.425,27000000,7,3,South West,13
,Kathmandu,Samakhusi,900,22000,4,0,West,13
,Kathmandu,Basundhara,1454.5625,19500000,0,0,North,13
3, Kathmandu,Kapan,1813.925,32500000,6,3,South East,13
3,Kathmandu,Shantinagar,2652.4375,43500000,7,3,West,13
2.5, Lalitpur,Godamchaur,4107,29000000,14,6,South,13
,Kathmandu,Bansbari,4107,85000000,0,0,East,13
3,Kathmandu,Ravi Bhawan,4107,60000000,0,0,East,13
6, Kathmandu,Thamel,2053.5,125000000,,,South East,13
2.5, Kathmandu,Thapathali,3764.75,110000000,,,South,13
3.5, Kathmandu,Sanobharyang,3764.75,74000000,8,4,South,13
6, Kathmandu,Thamel,2053.5,125000000,,,South East,13
2.5,Kathmandu,Kadaghari,1112.3125,21000000,6,4,West,13
3,Kathmandu,Samakhusi,1026.75,22500000,9,4,South,13
2.5, Lalitpur,Nakhipot,2395.75,46000000,6,5,South East,13
2.5, Lalitpur,Imadol,1129.425,25000000,5,4,South West,13
2,Kathmandu,Baneshwor,3422.5,125000,5,2,East,13
3,Kathmandu,Satungal,1711.25,26000000,11,9,North,13
2.5,Kathmandu,Satungal,1240.65625,18000000,5,4,East,13
2.5, Kathmandu,Dhungedhara,2053.5,55000000,,,South East,13
2.5, Kathmandu,Bansbari,2121.95,55000000,6,5,South East,13
2.5, Kathmandu,Bansbari,2121.95,55000000,6,5,South East,13
4.5, Lalitpur,Satdobato,3422.5,70000000,13,9,South,13
3, Lalitpur,Imadol,4107,65000000,7,3,South,13
2.5, Kathmandu,Pasikot,2053.5,33000000,6,4,South East,13
2,Kathmandu,Banasthali,1240.65625,22500000,0,0,West,13
