Price,Land,Road,Face,Floors,Bedroom,Bathroom,Address,City,342.25
46500000,1197.875,0,,,8,7,Maitidevi, Kathmandu,
22000000,1197.875,13,,3,1,1,Bhangal , Kathmandu,
22500000,1197.875,13,,2.5,1,1,Sukedhara, Kathmandu,
21500000,1283.4375,17,,,5,,Nakhipot, Lalitpur,
38500000,1369,13,,2.5,,,Sukedhara, Kathmandu,
32500000,1369,14,,2,3,3,Grande Villa, Kathmandu,
19000000,1369,16,,2.5,6,4,Sanagaun, Lalitpur,
28500000,1369,13,,3,,,Thaiba, Lalitpur,
36500000,1369,13,,2.5,6,3,Budhanilkantha, Kathmandu,
25000000,1369,15,,3.5,,,Nagaun, Kathmandu,
39900000,1369,16,,2.5,,,Dhapasi, Kathmandu,
27500000,1369,11,,2.5,,,Bhangal , Kathmandu,
41700000,1369,13,,2.5,4,5,Ganesh Chowk, Kathmandu,
33000000,1369,11,,2.5,,,Grande Hospital, Kathmandu,
37500000,1369,13,,2.5,6,5,Mandikhatar, Kathmandu,
34500000,1369,13,,2.5,6,3,Budhanilkantha, Kathmandu,
32500000,1369,10,,3.5,,,Kharibot, Kathmandu,
34500000,1369,13,,2.5,6,3,Budhanilkantha, Kathmandu,
33000000,1369,13,,2,5,4,Khadka Gaun, Kathmandu,
34000000,1369,13,,2.5,6,3,Budhanilkantha, Kathmandu,
34500000,1369,13,,2.5,6,3,Budhanilkantha, Kathmandu,
33000000,1369,10,,2.5,5,4,Naya Bazar, Kathmandu,
41500000,1369,20,,2.5,4,4,Nagdaha, Lalitpur,
19000000,1369,16,,2.5,,,Thecho, Lalitpur,
30500000,1369,13,,2.5,5,4,Icimod, Lalitpur,
67500000,1369,14,,2.5,8,8,Bhaisepati, Lalitpur,
29800000,1369,20,,2.5,,,Sundarbasti, Kathmandu,
67500000,1369,11,,2.5,8,8,Budhanilkantha, Kathmandu,
22500000,1369,13,,2.5,,,Chandragiri, Kathmandu,
34500000,1369,13,,2.5,6,5,Baluwakhani, Kathmandu,
50000000,1369,14,,2.5,5,6,Bhaisepati, Lalitpur,
35000000,1369,22,,3,,,Ranibari, Kathmandu,
31500000,1369,13,,2.5,,,Baluwakhani, Kathmandu,
28500000,1369,13,,2.5,7,4,Bafal, Kathmandu,
27500000,1369,12,,3.5,,,Manamaiju, Kathmandu,
35000000,1369,13,,3.5,,,Jarankhu, Kathmandu,
29000000,1369,12,,2.5,,,Thulobharyang, Kathmandu,
27500000,1369,17,,2.5,4,4,Nakhipot, Lalitpur,
33500000,1369,16,,2.5,,,Kapan, Kathmandu,
49500000,1369,12,,2,,,Sukedhara, Kathmandu,
30000000,1369,13,,1.5,7,,Thankot, Kathmandu,
40000000,1369,26,,2.5,4,5,Khumaltar, Lalitpur,
32000000,1369,15,,2.5,,,Kalanki, Kathmandu,
22500000,1369,13,,2.5,,,Sukedhara, Kathmandu,
41500000,1369,17,,2.5,4,4,Deuwa Niwas, Kathmandu,
26000000,1369,13,,3,,,Thankot, Kathmandu,
31000000,1369,15,,,,,Setipakha, Lalitpur,
33500000,1369,13,,2.5,6,5,Budhanilkantha, Kathmandu,
26000000,1369,13,,2.5,,,Budhanilkantha, Kathmandu,
28500000,1369,15,,2.5,,,Gopikrishna Hall, Kathmandu,
27500000,1369,12,,4,13,4,Panga, Kathmandu,
24000000,1369,14,,2.5,,,Kalanki, Kathmandu,
40000000,1369,13,,2.5,3,3,Bhaisepati, Lalitpur,
33500000,1369,20,,2.5,,,Mahankal, Kathmandu,
32000000,1369,13,,2.5,6,4,Budhanilkantha, Kathmandu,
32000000,1369,15,,2.5,,,Aakasedhara, Kathmandu,
37500000,1369,14,,2.5,7,5,Jyotinagar, Kathmandu,
30000000,1369,12,,2.5,7,5,Sitapaila, Kathmandu,
28500000,1369,14,,2.5,3,6,Bafal, Kathmandu,
32500000,1369,13,,2,5,4,Ganesh Chowk, Kathmandu,
35000000,1369,13,,2.5,4,3,Tokha, Kathmandu,
27500000,1369,13,,2.5,6,6,Mandikhatar, Kathmandu,
40000000,1369,17,,2.5,5,5,Nakhudole, Lalitpur,
27000000,1369,18,,2.5,,,Bhangal , Kathmandu,
49900000,1369,14,,3.5,,,Baneshwor, Kathmandu,
42500000,1369,20,,2.5,,,Mandikhatar, Kathmandu,
27500000,1369,14,,2.5,4,,Bhangal , Kathmandu,
28000000,1369,13,,2.5,6,,Suryadarshan Height, Kathmandu,
27500000,1369,16,,2.5,5,4,Kusunti, Lalitpur,
37500000,1369,13,,2.5,4,3,Golfutar, Kathmandu,
29000000,1369,13,,2.5,,,Bhangal , Kathmandu,
9500000,1369,16,,1,2,1,Chhaling, Bhaktapur,
27500000,1369,18,,2.5,,,Sundarbasti, Kathmandu,
15000000,1369,15,,2.5,,3,Bhairabchaur, Kathmandu,
23500000,1369,16,,2.5,,,Bhangal , Kathmandu,
19000000,1369,10,,2.5,,,Aakasedhara, Kathmandu,
16500000,1369,13,,2.5,,,Thankot, Kathmandu,
16000000,1369,13,,1,3,1,Golfutar, Kathmandu,
30000000,1369,14,,2.5,4,4,Nakkhu, Lalitpur,
27000000,1369,13,,2.5,,,Sukedhara, Kathmandu,
32500000,1369,15,,2.5,5,5,Hattigaunda, Kathmandu,
26500000,1369,20,,2.5,,,Aakasedhara, Kathmandu,
27500000,1369,16,,2.5,,,Nikhileshwor, Kathmandu,
22800000,1369,13,,2.5,,,Sundarbasti, Kathmandu,
21100000,1369,13,,,,,Hattiban, Lalitpur,
33000000,1369,13,,2.5,,,Hepali Height, Kathmandu,
28500000,1369,19,,2.5,4,4,Bhaisepati, Lalitpur,
27000000,1369,13,,2.5,,,Sukedhara, Kathmandu,
38000000,1369,20,,2.5,4,4,Bhaisepati, Lalitpur,
27000000,1369,14,,2.5,,,Golfutar, Kathmandu,
30000000,1369,14,,2.5,6,4,Bafal, Kathmandu,
30000000,1369,32,,3,,,Banasthali, Kathmandu,
26000000,1369,26,,2.5,,,Grande Villa, Kathmandu,
28000000,1369,26,,2.5,6,,Grande Villa, Kathmandu,
35000000,1369,17,,2.5,5,5,Golfutar, Kathmandu,
22500000,1369,13,,2.5,3,2,Hepali Height, Kathmandu,
30000000,1369,13,,3.5,,,Thankot, Kathmandu,
19000000,1369,16,,2,,,Thankot, Kathmandu,
55500000,1369,15,,4.5,,,Shankhamul, Kathmandu,
27000000,1369,13,,2.5,5,,Manabahadur Marga, Kathmandu,
33000000,1369,10,,3.5,,,Katyani Chowk, Kathmandu,
26500000,1369,12,,2.5,,,Jyotinagar, Kathmandu,
27000000,1369,16,,,,,Sitapaila, Kathmandu,
29500000,1369,0,,,5,,Taulung, Kathmandu,
12000000,1369,13,,1,,,Mahadevsthan, Kathmandu,
38000000,1369,15,,2.5,5,6,Naxal, Kathmandu,
18000000,1369,13,,2,,,Bhangal , Kathmandu,
49000000,1369,0,,,4,5,Maharajgunj, Kathmandu,
34000000,1369,0,,,5,3,Golfutar, Kathmandu,
19000000,1369,16,,,,,Thankot, Kathmandu,
26500000,1369,13,,,,,Mandikatar, Kathmandu,
25000000,1369,0,,,,,Kalanki, Kathmandu,
32000000,1369,16,,,6,4,Samakhusi, Kathmandu,
32000000,1369,0,,2.5,6,5,Samakhusi, Kathmandu,
14700000,1369,0,,1,,,Bhangal , Kathmandu,
26500000,1369,0,,2.5,1,1,Mandikatar, Kathmandu,
23500000,1369,15,,3,1,1,Golfutar, Kathmandu,
22000000,1369,20,,2.5,1,1,Kapan, Kathmandu,
23200000,1369,13,,2.5,1,1,Bhangal , Kathmandu,
27000000,1369,13,,2.5,,,Budhanilkantha, Kathmandu,
39800000,1403.225,13,,2.5,7,5,Mandikhatar, Kathmandu,
58600000,1403.225,20,,3,4,5,Bhaisepati, Lalitpur,
29500000,1403.225,13,,2.5,6,5,Kapan, Kathmandu,
29800000,1403.225,13,,3,,,Kapan, Kathmandu,
29800000,1403.225,13,,2.5,,,Budhanilkantha, Kathmandu,
32500000,1403.225,20,,2.5,,,Budhanilkantha, Kathmandu,
25500000,1403.225,6,,2,7,4,Ghattekulo, Kathmandu,
49000000,1403.225,20,,2.5,,,Sinamangal, Kathmandu,
37500000,1403.225,13,,2.5,4,3,Golfutar, Kathmandu,
22000000,1403.225,13,,2.5,,,Bhangal , Kathmandu,
29700000,1403.225,16,,2.5,,,Ekatabasti, Kathmandu,
28500000,1403.225,0,,2.5,7,4,Basundhara, Kathmandu,
32800000,1403.225,0,,,6,5,Grande Hospital, Kathmandu,
34000000,1403.225,0,,2.5,5,2,Hepali Height, Kathmandu,
28000000,1437.45,11,,3.5,,,Aakasedhara, Kathmandu,
19800000,1437.45,13,,3.5,,,Nepaltar, Kathmandu,
34500000,1437.45,13,,2,5,5,Hattigaunda, Kathmandu,
38800000,1437.45,13,,3.5,6,5,Sundarbasti, Kathmandu,
38000000,1437.45,20,,2.5,5,4,Taukhel, Lalitpur,
38500000,1437.45,20,,2.5,6,5,Sundarbasti, Kathmandu,
33000000,1437.45,16,,3,,4,Pasikot, Kathmandu,
33800000,1437.45,13,,2.5,6,5,Kapan, Kathmandu,
33000000,1437.45,10,,2.5,,,Dhumbarahi, Kathmandu,
35000000,1437.45,15,,,,,Gongabu, Kathmandu,
37500000,1437.45,13,,2.5,5,5,Budhanilkantha, Kathmandu,
41000000,1437.45,30,,4,6,5,Manabahadur Marga, Kathmandu,
12500000,1437.45,8,,1.5,3,2,Sunakothi, Lalitpur,
35000000,1437.45,13,,3.5,,,Mandikhatar, Kathmandu,
37500000,1437.45,12,,2.5,,,Kapan, Kathmandu,
32500000,1437.45,20,,2.5,5,4,Sanobharyang, Kathmandu,
26000000,1437.45,15,,2.5,,,Baluwakhani, Kathmandu,
29500000,1437.45,12,,3,8,6,Mulpani, Kathmandu,
32500000,1437.45,16,,2.5,,,Mandikhatar, Kathmandu,
20000000,1437.45,20,,2.5,,,Duwakot, Bhaktapur,
20200000,1437.45,13,,2.5,,,Bhangal , Kathmandu,
35000000,1437.45,20,,3.5,,,Gongabu, Kathmandu,
50000000,1437.45,20,,2.5,4,,Hattigaunda, Kathmandu,
21000000,1437.45,13,,2.5,,,Khumaltar, Lalitpur,
30000000,1437.45,12,,3.5,,,Chamati, Kathmandu,
15500000,1437.45,0,,1,2,1,Panchetar, Kathmandu,
26800000,1437.45,15,,2.5,1,1,Budhanilkantha, Kathmandu,
46500000,1471.675,16,,2.5,4,4,Budhanilkantha, Kathmandu,
25000000,1471.675,10,,3.5,,,Lolang, Kathmandu,
34500000,1471.675,13,,2.5,,,Mandikhatar, Kathmandu,
38000000,1471.675,13,,2.5,,,Mandikhatar, Kathmandu,
20000000,1471.675,13,,2.5,5,4,Kapan, Kathmandu,
38500000,1540.125,13,,3.5,6,5,Sundarbasti, Kathmandu,
26500000,1540.125,20,,,5,4,Sitapaila, Kathmandu,
32000000,1540.125,0,,2.5,6,1,Dhapasi, Kathmandu,
10000000,1711.25,13,,1,,,Bansbari, Kathmandu,
30000000,1711.25,15,,2.5,,,Budhanilkantha, Kathmandu,
59000000,1711.25,15,,2.5,4,4,Bhaisepati, Lalitpur,
37500000,1711.25,20,,3.5,,,Kirtipur, Kathmandu,
40000000,1711.25,14,,1.5,2,2,Taulung, Kathmandu,
43500000,1711.25,13,,2.5,5,5,Budhanilkantha, Kathmandu,
85000000,1711.25,27,,4,10,6,Koteshwor, Kathmandu,
34500000,1711.25,13,,,,,Hattigaunda, Kathmandu,
41900000,1711.25,20,,2.5,5,4,Godawari, Lalitpur,
39800000,1711.25,13,,3.5,5,3,Naya Thimi, Bhaktapur,
39500000,1711.25,20,,2.5,6,5,Sundarbasti, Kathmandu,
29500000,1711.25,13,,2.5,,,Balkot, Bhaktapur,
44500000,1711.25,14,,2.5,5,5,Mandikatar, Kathmandu,
35000000,1711.25,14,,2.5,,,Sukedhara, Kathmandu,
38500000,1711.25,13,,2.5,6,5,Sundarbasti, Kathmandu,
55000000,1711.25,17,,2.5,3,3,Bhaisepati, Lalitpur,
42500000,1711.25,15,,2.5,,,Budhanilkantha, Kathmandu,
45500000,1711.25,15,,2.5,6,5,Hepali Height, Kathmandu,
25500000,1711.25,14,,3.5,5,,Budhanilkantha, Kathmandu,
47000000,1711.25,14,,2.5,,,Hattigaunda, Kathmandu,
44000000,1711.25,14,,2.5,6,,Hattigaunda, Kathmandu,
57500000,1711.25,16,,2,4,5,Baluwatar, Kathmandu,
56500000,1711.25,16,,2.5,5,5,Gyaneshwor, Kathmandu,
34000000,1711.25,13,,2.5,5,3,Baluwakhani, Kathmandu,
38500000,1711.25,13,,2.5,6,4,Mandikhatar, Kathmandu,
37800000,1711.25,13,,2.5,6,4,Mandikhatar, Kathmandu,
36000000,1711.25,13,,2.5,5,4,Budhanilkantha, Kathmandu,
39500000,1711.25,16,,2.5,5,5,Mandikhatar, Kathmandu,
30500000,1711.25,14,,2.5,,,Kharibot, Kathmandu,
29500000,1711.25,13,,2.5,,,Bhangal , Kathmandu,
52000000,1711.25,15,,2.5,6,6,Budhanilkantha, Kathmandu,
48000000,1711.25,13,,2.5,4,6,Budhanilkantha, Kathmandu,
45000000,1711.25,20,,2.5,,,Aakasedhara, Kathmandu,
36000000,1711.25,16,,2.5,6,4,Budhanilkantha, Kathmandu,
36000000,1711.25,13,,2.5,5,4,Buddha Colony, Kathmandu,
38000000,1711.25,15,,2.5,,,Pasikot, Kathmandu,
28500000,1711.25,13,,2.5,,,Khumaltar, Lalitpur,
28500000,1711.25,16,,2.5,6,4,Ram Mandir, Kathmandu,
29800000,1711.25,12,,2.5,,,Bhangal , Kathmandu,
35000000,1711.25,13,,2.5,,,Sukedhara, Kathmandu,
35000000,1711.25,13,,2.5,,,Baluwakhani, Kathmandu,
28500000,1711.25,13,,2.5,,,Bhangal , Kathmandu,
31500000,1711.25,13,,3,,,Mandikhatar, Kathmandu,
34500000,1711.25,14,,2.5,,,Hattigaunda, Kathmandu,
30500000,1711.25,12,,2.5,,,Mandikhatar, Kathmandu,
29000000,1711.25,15,,3,4,5,Ichangu Narayan, Kathmandu,
44500000,1711.25,15,,2.5,6,4,Budhanilkantha, Kathmandu,
32500000,1711.25,16,,2.5,,,Thankot, Kathmandu,
35000000,1711.25,14,,,3,,Bhangal , Kathmandu,
13000000,1711.25,13,,2.5,,,Matatirtha, Kathmandu,
32500000,1711.25,0,,2.5,7,,Hattigaunda, Kathmandu,
13500000,1711.25,13,,2,,,Katunje, Bhaktapur,
41000000,1711.25,0,,,,,Hepali Height, Kathmandu,
21000000,1711.25,0,,,5,,Thankot, Kathmandu,
37000000,1711.25,10,,3.5,4,5,Sorhakhutte, Kathmandu,
46500000,1745.475,13,,2.5,,,Jyotinagar, Kathmandu,
50000000,1745.475,15,,2.5,5,,Budhanilkantha, Kathmandu,
43000000,1745.475,15,,2.5,4,4,Bhaisepati, Lalitpur,
45000000,1745.475,15,,2.5,6,5,Budhanilkantha, Kathmandu,
31500000,1745.475,12,,,,,Hattigaunda, Kathmandu,
29000000,1745.475,13,,,4,,Ichangu Narayan, Kathmandu,
31000000,1745.475,0,,,,,Dhapasi, Kathmandu,
18700000,1745.475,16,,1,,,Bhangal , Kathmandu,
18500000,1779.7,16,,1,2,1,Dulal Gaun, Kathmandu,
65000000,1779.7,15,,4,,,Kadaghari, Kathmandu,
2700000,1779.7,13,,,,,Naya Naikap, Kathmandu,
45000000,1779.7,13,,2.5,5,5,Sinamangal, Kathmandu,
53500000,1779.7,21,,2.5,5,5,Grande Villa, Kathmandu,
39000000,1779.7,13,,2.5,,,Golfutar, Kathmandu,
38500000,1779.7,13,,2.5,,,Sampang Chowk, Lalitpur,
37800000,1779.7,16,,2.5,4,5,Hattigaunda, Kathmandu,
32200000,1779.7,12,,2.5,,,Suryabinayak, Bhaktapur,
45000000,1779.7,15,,2.5,6,5,Budhanilkantha, Kathmandu,
35000000,1779.7,16,,2.5,,,Basundhara, Kathmandu,
38000000,1779.7,16,,2.5,5,5,Bhaisepati, Lalitpur,
31000000,1779.7,16,,2.5,,,Nikhileshwor, Kathmandu,
47500000,1779.7,20,,2.5,5,,Chandol, Kathmandu,
31500000,1779.7,16,,2.5,5,5,Hattigaunda, Kathmandu,
70000000,1813.925,17,,2,4,4,Hepali Height, Kathmandu,
29000000,1813.925,16,,2.5,4,5,Dahachowk, Kathmandu,
49800000,1813.925,9,,4,11,4,Shantinagar, Kathmandu,
33500000,1813.925,13,,2.5,,,Jyotinagar, Kathmandu,
33000000,1813.925,13,,2.5,,,Ekatabasti, Kathmandu,
32000000,1882.375,0,,,4,6,Pasikot, Kathmandu,
43000000,1882.375,0,,,5,7,Hepali Height, Kathmandu,
7000000,2053.5,11,,2,,,Chhauni, Kathmandu,
64000000,2053.5,20,,2.5,4,5,Bhaisepati, Lalitpur,
35000000,2053.5,11,,2.5,12,4,Kapan, Kathmandu,
50000000,2053.5,10,,3,,,Chabahil, Kathmandu,
78000000,2053.5,13,,2,4,5,Bhaisepati, Lalitpur,
56000000,2053.5,11,,2.5,5,4,Lazimpat, Kathmandu,
65000000,2053.5,15,,2.5,,,Ganesh Chowk, Kathmandu,
25000000,2053.5,12,,2.5,8,,Budhanilkantha, Kathmandu,
37500000,2053.5,15,,2.5,4,4,Dhapasi, Kathmandu,
35000000,2053.5,16,,2.5,,,Bhangal , Kathmandu,
110000000,2053.5,17,,8,,,New Buspark, Kathmandu,
45500000,2053.5,15,,2.5,5,3,Kapan, Kathmandu,
45000000,2053.5,13,,2.5,4,,Pasikot, Kathmandu,
50000000,2053.5,10,,3,5,5,Gaurighat, Kathmandu,
46000000,2053.5,13,,2.5,4,4,Budhanilkantha, Kathmandu,
16000000,2053.5,13,,1,2,1,Sunakothi, Lalitpur,
46000000,2053.5,15,,2,5,,Chandol, Kathmandu,
45000000,2053.5,19,,2,,,Narayanthan , Kathmandu,
47500000,2053.5,18,,2.5,5,6,Narayanthan , Kathmandu,
37000000,2053.5,19,,3.5,,,Balkot, Bhaktapur,
36000000,2053.5,0,,,6,6,Bansbari, Kathmandu,
37000000,2053.5,15,,,5,5,Bansbari, Kathmandu,
45000000,2053.5,0,,1,1,1,Budhanilkantha, Kathmandu,
37000000,2087.725,11,,2.5,5,3,Makalbari, Kathmandu,
34500000,2087.725,14,,2,7,4,Hattigaunda, Kathmandu,
65000000,2087.725,15,,2.5,,,Bansbari, Kathmandu,
36500000,2087.725,14,,2.5,7,7,Hattigaunda, Kathmandu,
67500000,2087.725,12,,2.5,6,5,Ganesh Chowk, Kathmandu,
45000000,2087.725,12,,2.5,,,Satdobato, Lalitpur,
60000000,2087.725,13,,5.5,,,Machhapokhari, Kathmandu,
34000000,2087.725,15,,3.5,10,4,Samakhusi, Kathmandu,
60000000,2087.725,15,,2.5,4,2,Bishalnagar, Kathmandu,
17500000,2121.95,11,,2.5,,,Thankot, Kathmandu,
34000000,2121.95,0,,,,,Chandol, Kathmandu,
43000000,2395.75,16,,2.5,5,4,Gamcha, Bhaktapur,
51500000,2395.75,20,,2.5,4,4,Sunakothi, Lalitpur,
78000000,2395.75,13,,2.5,5,5,Bhaisepati, Lalitpur,
85000000,2395.75,13,,2.5,5,5,Bhaisepati, Lalitpur,
85000000,2395.75,15,,3.5,6,7,Putalisadak, Kathmandu,
59000000,2395.75,15,,2.5,4,7,Budhanilkantha, Kathmandu,
39500000,2395.75,13,,2.5,7,5,Thulobharyang, Kathmandu,
60000000,2395.75,0,,1,1,1,Bouddha, Kathmandu,
70000000,2429.975,13,,4,8,12,Deuwa chowk, Kathmandu,
52500000,2464.2,15,,4,,,Satdobato, Lalitpur,
85000000,2464.2,30,,6,30,11,Ramkot, Kathmandu,
62500000,2464.2,17,,2.5,4,5,Sitapaila, Kathmandu,
75000000,2464.2,15,,3,,,Basundhara, Kathmandu,
60000000,2464.2,13,,2.5,5,5,Budhanilkantha, Kathmandu,
75000000,2498.425,24,,2.5,4,5,Budhanilkantha, Kathmandu,
7000000,2498.425,13,,2.5,,,Dhumbarahi, Kathmandu,
59000000,2498.425,15,,2.5,5,5,Hattigaunda, Kathmandu,
75000000,2498.425,24,,2.5,4,5,Budhanilkantha, Kathmandu,
41500000,2566.875,18,,3,8,7,Kalanki, Kathmandu,
37500000,2600,20,,2.5,4,4,Sunakothi, Lalitpur,
65000000,2738,16,,2.5,7,5,Hattiban, Lalitpur,
85000000,2738,32,,2,4,4,Hattiban, Lalitpur,
20000000,2738,16,,2.5,8,,Matatirtha, Kathmandu,
150000000,2738,14,,2,5,6,Bhaisepati, Lalitpur,
67500000,2738,15,,2.5,3,3,Hattigaunda, Kathmandu,
48500000,2738,20,,2.5,4,4,Hasantar, Kathmandu,
85000000,2738,10,,3.5,,,New Baneshwor, Kathmandu,
64000000,2738,15,,3,8,6,Nakkhu, Lalitpur,
42500000,2738,14,,3,,3,Kalanki, Kathmandu,
100000000,2738,20,,5.5,,38,Basantanagar, Kathmandu,
45000000,2738,20,,2.5,6,4,Bansbari, Kathmandu,
28500000,2738,13,,1,,,Makalbari, Kathmandu,
120000000,2738,0,,1,1,1,Samakhusi, Kathmandu,
55000000,2738,24,,2.5,1,1,Sitapaila, Kathmandu,
75000000,2772.225,14,,3,6,8,Maharajgunj, Kathmandu,
80000000,2806.45,17,,2.5,4,5,Lazimpat, Kathmandu,
55000000,2806.45,13,,2.5,,,Pasikot, Kathmandu,
58000000,2840.675,12,,2.5,,,Bafal, Kathmandu,
48000000,2840.675,15,,2.5,,,Budhanilkantha, Kathmandu,
60000000,3080.25,11,,2.5,3,3,Budhanilkantha, Kathmandu,
80000000,3080.25,11,,2.5,,,Golfutar, Kathmandu,
76500000,3080.25,14,,2.5,5,4,Dhobighat, Lalitpur,
70000000,3080.25,13,,2.5,,,Mid Baneshwor, Kathmandu,
79500000,3080.25,16,,3,5,5,Thecho, Lalitpur,
72500000,3080.25,10,,3,,,Paknajol, Kathmandu,
80000000,3080.25,15,,2.5,5,4,Golfutar, Kathmandu,
70000000,3080.25,12,,4.5,,,Dallu, Kathmandu,
180000000,3080.25,20,,6,,,Gopikrishna Hall, Kathmandu,
55000000,3080.25,14,,2.5,4,4,Budhanilkantha, Kathmandu,
75000000,3148.7,13,,2.5,6,6,Dhapasi, Kathmandu,
62000000,3148.7,20,,2.5,4,6,Budhanilkantha, Kathmandu,
62500000,3148.7,15,,2.5,4,,Budhanilkantha, Kathmandu,
57500000,3148.7,15,,2.5,4,,Mandikhatar, Kathmandu,
65000000,3251.375,12,,2,4,4,Budhanilkantha, Kathmandu,
85000000,3400,14,,2.5,5,7,Bhaisepati, Lalitpur,
125000000,3422.5,15,,5,,,Chhetrapati, Kathmandu,
82000000,3422.5,23,,2.5,,,Kalimati, Kathmandu,
15000000,3422.5,20,,1,,,Gundu, Bhaktapur,
70000000,3422.5,11,,2.5,7,6,Satdobato, Lalitpur,
28500000,3422.5,15,,3,,,Kirtipur, Kathmandu,
130000000,3422.5,0,,,,,Baluwatar, Kathmandu,
90000000,3456.725,0,,,6,,Shantinagar, Kathmandu,
35000000,3490.95,12,,3.5,,,Bhairabchaur, Kathmandu,
50000000,3490.95,18,,,6,4,Balkumari, Lalitpur,
50000000,3798.975,15,,2.5,7,5,Dhapasi, Kathmandu,
88000000,4107,15,,2.5,6,3,Bansbari, Kathmandu,
67500000,4107,19,,2.5,4,4,Narayanthan , Kathmandu,
67500000,4107,15,,2.5,4,4,Narayanthan , Kathmandu,
67500000,4107,0,,2.5,4,4,Budhanilkantha, Kathmandu,
95000000,4107,15,,2,1,1,Naxal, Kathmandu,
105000000,4449.25,13,,2.5,4,4,Budhanilkantha, Kathmandu,
70000000,4449.25,18,,2.5,,,Mandikhatar, Kathmandu,
80000000,4449.25,15,,2.5,6,1,Gongabu, Kathmandu,
170000000,4791.5,16,,3.5,6,4,Bhaisepati, Lalitpur,
5500000,4791.5,36,,,,,Sitapaila, Kathmandu,
57000000,4791.5,0,,3.5,6,1,Basundhara, Kathmandu,
90000000,5133.75,0,,1,1,1,Naxal, Kathmandu,
158000000,5167.975,15,,,,,Sanepa, Lalitpur,
120000000,5202.2,26,,,9,7,Baluwatar, Kathmandu,
160000000,5476,20,,,,,Samakhusi, Kathmandu,
130000000,5476,20,,3.5,,,Ranibari, Kathmandu,
190000000,5476,18,,3,5,5,Sanepa, Lalitpur,
100000000,5818.25,12,,2,4,3,Bhaisepati, Lalitpur,
115000000,5818.25,13,,2.5,6,4,Dhapasi, Kathmandu,
140000000,5818.25,15,,2.5,,,Dhumbarahi, Kathmandu,
95000000,5818.25,17,,3.5,6,5,Budhanilkantha, Kathmandu,
160000000,5886.7,16,,2.5,3,3,Budhanilkantha, Kathmandu,
100000000,6160.5,13,,2.5,6,8,Budhanilkantha, Kathmandu,
110000000,6502.75,14,,2.5,4,4,Kusunti, Lalitpur,
75000000,6502.75,15,,2.5,,,Mandikhatar, Kathmandu,
110000000,6502.75,0,,2.5,4,4,Kusunti, Lalitpur,
180000000,6845,15,,2.5,5,6,Maharajgunj, Kathmandu,
110000000,6845,13,,2.5,10,5,Manbhawan, Lalitpur,
80000000,6845,15,,2,4,,Budhanilkantha, Kathmandu,
190000000,6845,16,,3,,,Jawalakhel, Lalitpur,
151000000,6845,15,,,,,Battisputali, Kathmandu,
98000000,7187.25,0,,2.5,7,7,Budhanilkantha, Kathmandu,
150000000,7289.925,14,,2.5,5,4,Bhimsengola, Kathmandu,
125000000,7529.5,15,,2.5,6,,Budhanilkantha, Kathmandu,
150000000,7529.5,20,,,6,,Kupandole, Lalitpur,
205000000,7871.75,20,,3.5,6,9,Samakhusi, Kathmandu,
535000000,8624.7,68,,4,,,Balkumari, Lalitpur,
179000000,9240.75,20,,2.5,8,9,Bhaisepati, Lalitpur,
125000000,10267.5,15,,2,5,5,Dhapasi, Kathmandu,
210000000,10267.5,22,,2.5,7,7,Kupandole, Lalitpur,
120000000,10267.5,15,,,5,6,Dhapasi, Kathmandu,
380000000,10952,15,,2.5,6,,Bansbari, Kathmandu,
140000000,10952,0,,,5,,Rudreshwor, Kathmandu,
6400000,10952,0,,,,,Baluwatar, Kathmandu,
67500000,12321,13,,3,3,3,Godawari, Lalitpur,
300000000,17112.5,15,,2.5,6,8,Chapali, Kathmandu,
