Address,Bedroom,Bathroom,Floors,Face,Road,City,Land,Price
Dhapakhel,3,4,2.5,West,12,Lalitpur,855.625,17700000
Dhapakhel,0,0,,South,12,Lalitpur,1796.8125,26000000
Dhapakhel,6,5,4,South West,0,Lalitpur,3422.5,50000000
Dhapakhel,0,0,3,South West,10,Lalitpur,1540.125,21500000
Dhapakhel,4,3,3,South,13,Lalitpur,1625.6875,25000000
Dhapakhel,3,4,2.5,West,12,Lalitpur,855.625,17700000
Dhapakhel,4,3,,East,0,Lalitpur,1026.75,60000
Dhapakhel,3,2,,East,24,Lalitpur,1180,60000
Dhapakhel,2,1,,East,36.091,Lalitpur,790,30000
Dhapakhel,2,1,,North,15,Lalitpur,900,18000
Dhapakhel,3,3,,East,20,Lalitpur,2224.625,36000000
Dhapakhel,0,0,,South,12,Lalitpur,1796.8125,26000000
Dhapakhel,6,4,3,South,20,Lalitpur,3080,125000
Dhapakhel,4,3,3,South,13,Lalitpur,1625.6875,25000000
Dhapakhel,6,3,,North,10,Lalitpur,1860.984375,25000000
Dhobighat,5,4,3,East,20,Lalitpur,7187.25,95000000
Dhobighat,6,7,3,East,16,Lalitpur,3080.25,150000000
Dhobighat,4,2,2.5,South,16,Lalitpur,6845,90000000
Dhobighat,1,1,,East,0,Lalitpur,1026.75,10000
Dhobighat,1,1,,East,0,Lalitpur,1026.75,20000
Dhobighat,0,0,,West,15,Lalitpur,2200,175000
Dhobighat,5,5,,East,20,Lalitpur,3080.25,80000000
Dhobighat,5,3,,East,0,Lalitpur,1369,29500000
Dhobighat,2,2,,South,0,Lalitpur,900,40000
Dhobighat,4,4,3,South East,15,Lalitpur,13690,300000
Dhobighat,0,0,,South,15,Lalitpur,5133.75,180000
Dhobighat,0,0,,East,20,Lalitpur,12047.2,250000
Dhobighat,3,2,10,East,20,Lalitpur,1350,16500000
Dholahiti,8,6,,West,0,Lalitpur,16428,300000
Dholahiti,4,4,3,North East,12,Lalitpur,13,1500000
Ekantakuna,0,3,,North,94,Lalitpur,1326.21875,7750000
Ekantakuna,3,0,,North,13,Lalitpur,1967.9375,33000000
Ekantakuna,3,3,2,West,15,Lalitpur,4107,45000000
Ekantakuna,5,3,3,West,22,Lalitpur,1155.09375,27000000
Ekantakuna,0,0,,South East,0,Lalitpur,500,600000
Godawari,0,0,,East,20,Lalitpur,919.796875,9500000
Godawari,7,4,3,East,20,Lalitpur,1369,17500000
Godawari,6,3,2,South East,18,Lalitpur,1540.125,21000000
Godawari,4,4,3,North East,20,Lalitpur,20535,180000000
Godawari,3,1,2,West,16,Lalitpur,1711.25,12500000
Godawari,4,3,2,East,16.405,Lalitpur,1369,35000
Godawari,4,3,2,East,15,Lalitpur,15000,175000
Godawari,0,0,,North East,16,Lalitpur,59808.1875,251000000
Gwarko,6,5,3,South,14,Lalitpur,1796.8125,35500000
Gwarko,3,6,3,East,13,Lalitpur,4107,60000000
Gwarko,3,3,,North West,13,Lalitpur,256.6875,17500000
Gwarko,3,2,2.5,South,13,Lalitpur,1048.140625,21000000
Gwarko,3,2,2.5,South,13,Lalitpur,1048.140625,21000000
Gwarko,3,3,3,East,16,Lalitpur,855.625,45000
Gwarko,0,0,,South,15,Lalitpur,500,600000
Harisiddhi,5,3,3,South,13,Lalitpur,1197.875,22000000
Harisiddhi,5,3,2,East,0,Lalitpur,1454.5625,20000000
Harisiddhi,3,3,3,South East,18,Lalitpur,1090.921875,20000000
Harisiddhi,0,0,,South,20,Lalitpur,1967.9375,28000000
Harisiddhi,8,0,3,North,20,Lalitpur,1026.75,15500000
Harisiddhi,0,0,2,East,13,Lalitpur,1026.75,12500000
Harisiddhi,3,3,2,South West,0,Lalitpur,1882.375,25000000
Harisiddhi,3,3,3,South East,18,Lalitpur,1090.921875,18000000
Harisiddhi,0,0,,South,20,Lalitpur,1967.9375,28000000
Harisiddhi,8,0,3,North,20,Lalitpur,1026.75,15500000
Harisiddhi,3,3,2,South West,0,Lalitpur,1882.375,25000000
Hattiban,3,2,2,South East,14,Lalitpur,1026.75,20000000
Hattiban,5,4,3,South,13,Lalitpur,1369,32500000
Hattiban,5,4,3.5,North East,13,Lalitpur,1369,35000000
Hattiban,6,4,2.5,West,13,Lalitpur,1112.3125,29000000
Hattiban,4,4,3,East,13,Lalitpur,1540.125,46000000
Hattiban,5,5,2.5,North,16,Lalitpur,2053.5,45000000
Hattiban,0,3,,East,14,Lalitpur,2053.5,35500000
Hattiban,5,5,3,West,24,Lalitpur,2673.828125,57500000
Hattiban,4,4,2,East,11,Lalitpur,7443.9375,25600000
Hattiban,0,0,,South,10,Lalitpur,2139.0625,26000000
Hattiban,0,0,,West,0,Lalitpur,2139.0625,26000000
Hattiban,0,0,,East,13,Lalitpur,1369,18000000
Hattiban,11,5,3,East,16,Lalitpur,1711.25,35000000
Hattiban,4,3,,East,13,Lalitpur,855.625,19000000
Hattiban,5,4,2,East,14,Lalitpur,1711.25,46000000
Hattiban,5,4,,East,16,Lalitpur,1625.6875,37500000
Hattiban,0,0,,East,16,Lalitpur,3080.25,49500000
Hattiban,4,3,,East,0,Lalitpur,1369,60000
Hattiban,5,3,3,East,55.777,Lalitpur,3422.5,150000
Hattiban,3,3,,South,13,Lalitpur,1197.875,60000
Hattiban,2,1,,West,15,Lalitpur,700,15000
Hattiban,0,0,,North,15,Lalitpur,800,30000
Hattiban,5,4,3,South West,13,Lalitpur,1711.25,80000
Hattiban,3,2,,North,20,Lalitpur,1300,55000
Hattiban,0,0,,South East,29.529,Lalitpur,2000,1000001
Hattiban,7,3,,North East,16,Lalitpur,1925.15625,23000000
Imadol,7,3,3,North East,18,Lalitpur,1240.65625,28000000
Imadol,4,4,3,North East,13,Lalitpur,1112.3125,255
Imadol,4,4,3,North West,13,Lalitpur,1197.875,285
Imadol,2,2,2,South,14,Lalitpur,1026.75,12900000
Imadol,4,3,3,East,13,Lalitpur,1197.875,26500000
Imadol,6,4,2.5,East,13,Lalitpur,1240.65625,31500000
Imadol,4,3,3,South,20,Lalitpur,1197.875,26500000
Imadol,9,4,3,South,13,Lalitpur,1197.875,28500000
Imadol,6,5,3,East,12,Lalitpur,1219.265625,285
Imadol,7,5,3,East,18,Lalitpur,2053.5,38500000
Imadol,1,1,1,East,14,Lalitpur,1197.875,15500000
Imadol,5,4,3.5,East,13,Lalitpur,1112.3125,25000000
Imadol,4,3,2.5,East,13,Lalitpur,1026.75,24000000
Imadol,4,4,2.5,South,13,Lalitpur,1026.75,23500000
Imadol,5,4,3,North,13,Lalitpur,1112.3125,26500000
Imadol,5,4,3,South,13,Lalitpur,1112.3125,27000000
Imadol,5,3,3,East,13,Lalitpur,1026.75,23500000
Imadol,2,1,1,South West,13,Lalitpur,1026.75,16000000
Imadol,4,4,3,North,13,Lalitpur,1112.3125,20500000
Imadol,4,4,3,North,13,Lalitpur,1197.875,31500000
Imadol,4,4,3,North,13,Lalitpur,1026.75,23500000
Imadol,1,1,1,South,13,Lalitpur,3080.25,33500000
Imadol,2,3,3,North East,13,Lalitpur,1347.609375,27000000
Imadol,4,3,3,North East,13,Lalitpur,855.625,20500000
Imadol,4,4,3,East,13,Lalitpur,1197.875,26000000
Imadol,4,4,3,South,13,Lalitpur,1197.875,22500000
Imadol,4,4,3,East,13,Lalitpur,1026.75,21500000
Imadol,4,4,3,East,13,Lalitpur,1197.875,24500000
Imadol,4,3,3,East,13,Lalitpur,1026.75,21500000
Imadol,4,4,3,East,13,Lalitpur,1197.875,22500000
Imadol,8,5,4,South,13,Lalitpur,1369,33500000
Imadol,4,4,3,North,13,Lalitpur,1026.75,21000000
Imadol,0,0,,East,12,Lalitpur,1454.5625,22500000
Imadol,0,0,,West,13,Lalitpur,941.1875,15200000
Imadol,6,4,3,South East,13,Lalitpur,1369,29500000
Imadol,0,0,1.5,South,10,Lalitpur,1026.75,14000000
Imadol,7,7,,South West,13,Lalitpur,1133.703125,22500000
Imadol,4,3,3,West,20,Lalitpur,1048.140625,24000000
Imadol,0,0,,East,13,Lalitpur,1112.3125,22000000
Imadol,0,0,,North West,0,Lalitpur,1711.25,19000000
Imadol,0,0,,North,0,Lalitpur,1026.75,18500000
Imadol,0,0,,North East,0,Lalitpur,941.1875,18200000
Imadol,4,3,2.5,North,13,Lalitpur,1026.75,18500000
Imadol,4,4,2.5,North,13,Lalitpur,1026.75,18500000
Imadol,4,4,2.5,South,13,Lalitpur,1197.875,23500000
Imadol,5,4,8,West,20,Lalitpur,1133.703125,21000000
Imadol,4,3,8,South,20,Lalitpur,1176.484375,22500000
Imadol,0,4,,South,4,Lalitpur,1048.140625,15000000
Imadol,2,1,1,North West,14,Lalitpur,1197.875,15000000
Imadol,5,5,2.5,East,13,Lalitpur,1133.703125,22000000
Imadol,5,3,2.5,West,20,Lalitpur,1197.875,25000000
Imadol,5,3,8,West,15,Lalitpur,1369,19500000
Imadol,6,5,3,South East,13,Lalitpur,1796.8125,32500000
Imadol,13,6,4.5,North,15,Lalitpur,1369,35000000
Imadol,6,3,3,East,12,Lalitpur,1882.375,31000000
Imadol,5,4,2.5,West,12,Lalitpur,1026.75,21000000
Imadol,5,4,2.5,East,12,Lalitpur,1026.75,19500000
Imadol,4,4,2.5,North East,13,Lalitpur,1197.875,21400000
Imadol,2,1,1.5,East,13,Lalitpur,1026.75,12500000
Imadol,5,3,2.5,South West,13,Lalitpur,1197.875,25000000
Imadol,5,4,2.5,East,13,Lalitpur,1197.875,28700000
Imadol,2,1,1.5,West,13,Lalitpur,941.1875,11500000
Imadol,6,3,2.5,South,12,Lalitpur,1112.3125,19500000
Imadol,3,2,2,West,18,Lalitpur,748.671875,13500000
Imadol,5,3,3,East,12,Lalitpur,1026.75,16000000
Imadol,4,3,2.5,East,13,Lalitpur,1197.875,21000000
Imadol,5,3,3,South,13,Lalitpur,1069.53125,17500000
Imadol,2,1,1,West,20,Lalitpur,1026.75,12500000
Imadol,5,3,2.5,East,20,Lalitpur,1112.3125,19500000
Imadol,0,3,3,East,12,Lalitpur,1369,21000000
Imadol,6,4,3,North,10,Lalitpur,1026.75,23500000
Imadol,2,1,1.5,South,13,Lalitpur,1112.3125,12500000
Imadol,2,1,1.5,West,13,Lalitpur,1155.09375,12500000
Imadol,4,3,2.5,North West,13,Lalitpur,1197.875,19000000
Imadol,5,3,2.5,North West,10,Lalitpur,1369,22000000
Imadol,4,2,1.5,North East,13,Lalitpur,1026.75,13000000
Imadol,7,6,3,North East,13,Lalitpur,7786.1875,25000000
Imadol,4,5,1,South West,20,Lalitpur,1369,21000000
Imadol,6,4,3,West,13,Lalitpur,1369,23500000
Imadol,2,1,1.35,North East,10,Lalitpur,1197.875,13000000
Imadol,2,1,1.5,North,10,Lalitpur,1090.921875,12700000
Imadol,2,1,1.5,West,16,Lalitpur,855.625,11000000
Imadol,4,1,1.5,North East,4,Lalitpur,1796.8125,12000000
Imadol,4,4,3,West,13,Lalitpur,7443.9375,23500000
Imadol,4,5,2.5,South West,20,Lalitpur,1369,21000000
Imadol,4,3,3,West,0,Lalitpur,1112.3125,19000000
Imadol,0,4,3,South East,13,Lalitpur,1155.09375,19000000
Imadol,5,3,2.5,East,20,Lalitpur,1112.3125,21500000
Imadol,7,4,3.5,South,13,Lalitpur,1540.125,22000000
Imadol,6,3,2.5,North,13,Lalitpur,1197.875,20000000
Imadol,5,3,2.5,East,20,Lalitpur,1197.875,22000000
Imadol,5,3,2.5,South East,13,Lalitpur,1069.53125,17500000
Imadol,4,3,,North,0,Lalitpur,1454.5625,19000000
Imadol,4,3,2,South,0,Lalitpur,1069.53125,4757160.49
Imadol,4,3,2.5,South,13,Lalitpur,1155.09375,17000000
Imadol,8,3,2.5,South,13,Lalitpur,1026.75,17000000
Imadol,4,4,3,South,13,Lalitpur,1454.5625,19700000
Imadol,4,5,3,East,20,Lalitpur,1048.140625,19200000
Imadol,16,4,4,East,10,Lalitpur,1369,16000000
Imadol,6,3,3,South East,13,Lalitpur,1369,24900000
Imadol,9,5,4,North West,33,Lalitpur,1197.875,30000000
Imadol,5,3,3,North,13,Lalitpur,1197.875,19500000
Imadol,4,3,3,South East,10,Lalitpur,1090.921875,19000000
Imadol,2,1,1,East,20,Lalitpur,1454.5625,14200000
Imadol,4,4,3,South East,13,Lalitpur,1026.75,16000000
Imadol,7,4,3.5,South,13,Lalitpur,1540.125,22000000
Imadol,5,3,2.5,East,20,Lalitpur,1112.3125,19500000
Imadol,4,3,2.5,North East,20,Lalitpur,1197.875,19500000
Imadol,0,3,3,East,12,Lalitpur,1369,21000000
Imadol,2,1,1.5,South,13,Lalitpur,1112.3125,12500000
Imadol,4,3,2.5,North West,13,Lalitpur,1197.875,19000000
Imadol,2,2,3,West,13,Lalitpur,1085,25000
Imadol,4,2,1.5,North East,13,Lalitpur,1026.75,13000000
Imadol,3,2,4,North East,10,Lalitpur,2738,30000
Imadol,3,3,,East,0,Lalitpur,1026.75,20000000
Imadol,5,3,3,North East,20,Lalitpur,1026.75,19500000
Imadol,4,1,1.5,North East,4,Lalitpur,1796.8125,12000000
Imadol,4,5,2.5,South West,20,Lalitpur,1369,21000000
Imadol,2,1,3,South East,14,Lalitpur,700,15000
Imadol,6,3,2.5,North,13,Lalitpur,1197.875,20000000
Imadol,5,2,2.5,West,13,Lalitpur,1197.875,18500000
Imadol,5,3,2.5,East,20,Lalitpur,1197.875,22000000
Imadol,5,3,2.5,East,13,Lalitpur,1197.875,19500000
Imadol,4,3,2.5,South,13,Lalitpur,1155.09375,17000000
Imadol,8,3,2.5,South,13,Lalitpur,1026.75,17000000
Imadol,0,0,4,North East,72.182,Lalitpur,2181.84375,65000
Imadol,0,0,,North East,0,Lalitpur,1369,19000000
Imadol,2,1,1,East,13,Lalitpur,941.1875,11000000
Imadol,3,9,3,North East,10,Lalitpur,941.1875,13500000
Imadol,5,5,3,East,14,Lalitpur,7871.75,185000
Imadol,0,0,,South,0,Lalitpur,1200,1700000
Jawalakhel,4,3,3,North West,26,Lalitpur,4107,95000000
Jawalakhel,6,5,3,South East,14,Lalitpur,1069.53125,39800000
Jawalakhel,4,4,,East,0,Lalitpur,1711.25,78000
Jawalakhel,2,1,,East,0,Lalitpur,1711.25,55000
Jawalakhel,4,3,,East,0,Lalitpur,10952,75000
Jawalakhel,0,0,,North,35,Lalitpur,615,200000
Jawalakhel,0,0,2,South West,32,Lalitpur,9583,1.55E+11
Jhamsikhel,6,5,3,South East,13,Lalitpur,1026.75,41000000
Jhamsikhel,2,2,3,East,10,Lalitpur,2053.5,35000
Jhamsikhel,2,1,,North,30,Lalitpur,683,11900000
Jhamsikhel,3,4,,East,26.248,Lalitpur,1882.375,150000
Jhamsikhel,3,4,3,East,14,Lalitpur,1882.375,150000
Jhamsikhel,2,1,12,South,0,Lalitpur,683,40000
Jhamsikhel,2,1,1,East,20,Lalitpur,700,12000000
Jhamsikhel,2,2,,East,13,Lalitpur,1200,180000
Jhamsikhel,17,5,3,West,14,Lalitpur,5476,300000
Jhamsikhel,5,4,3,South East,20,Lalitpur,1369,200000
Jhamsikhel,0,0,6,South West,12,Lalitpur,5561.5625,75
Jhamsikhel,5,4,3,South,20,Lalitpur,1026.75,35000000
Jhamsikhel,5,3,3,South,15,Lalitpur,6845,250000
Jhamsikhel,2,1,1,East,20,Lalitpur,683,12500000
Jharuwarashi,3,2,3,East,12,Lalitpur,1647.078125,13000000
Jharuwarashi,0,0,,East,13,Lalitpur,2053.5,17000000
Karyabinayak,4,4,,East,0,Lalitpur,1369,100000
Khumaltar,3,4,,East,13,Lalitpur,1219.265625,36500000
Khumaltar,3,4,,East,0,Lalitpur,1219.265625,40000000
Khumaltar,0,0,,East,13,Lalitpur,1197.875,23500000
Khumaltar,6,2,2,North,14,Lalitpur,3422.5,60000000
Khumaltar,6,5,3,South,14,Lalitpur,1369,19500000
Khumaltar,6,5,4,South West,13,Lalitpur,2139.0625,37500000
Khumaltar,5,5,3,East,13,Lalitpur,3080.25,58500000
Khumaltar,6,5,4,South West,13,Lalitpur,2139.0625,37500000
Khumaltar,4,4,,South East,15,Lalitpur,14716.75,300000
Khumaltar,5,5,3,East,13,Lalitpur,3080.25,75000
Kumaripati,0,0,,South East,22,Lalitpur,1711.25,76000000
Kumaripati,5,4,,East,0,Lalitpur,3422.5,120000
Kumaripati,1,0,,South,65.62,Lalitpur,650,2300000
Kumaripati,3,0,,North,13,Lalitpur,500,22000
Kumaripati,0,0,,West,0,Lalitpur,600,1500000
Kumaripati,4,3,,South East,13,Lalitpur,2100,125000
Kupondole,6,3,3,South,13,Lalitpur,2053.5,62000000
Kupondole,4,0,3,South East,16,Lalitpur,4449.25,91000000
Kupondole,4,0,4,East,10,Lalitpur,7871.75,273258
Kupondole,0,5,5,North,3.281,Lalitpur,3080.25,400000
Kupondole,4,2,4,South East,0,Lalitpur,2738,95000
Kupondole,0,0,,East,13,Lalitpur,2738,170000
Kupondole,0,0,,South East,13,Lalitpur,3422.5,100000
Kupondole,0,0,,North,15,Lalitpur,600,700000
Kupondole,0,1,4,East,14,Lalitpur,1000,2200000
Kupondole,3,2,2,East,25,Lalitpur,1796.8125,50000
Kupondole,6,6,,South West,20,Lalitpur,10952,550000
Kupondole,4,3,3,North,30,Lalitpur,10267.5,6500000
Kusunti,4,4,3,North West,13,Lalitpur,1925.15625,36500000
Kusunti,2,2,1,East,0,Lalitpur,1000,25000
Kusunti,4,4,3,North West,13,Lalitpur,1925.15625,38500000
Kusunti,4,3,2,South East,15,Lalitpur,5476,90000
Lagankhel,0,15,6,West,29.529,Lalitpur,4791.5,100
Lagankhel,0,0,,South,20,Lalitpur,700,1300000
Lalitpur,0,0,,East,0,Lalitpur,1369,23000000
Lalitpur,0,0,,West,14,Lalitpur,1112.3125,22200000
Lalitpur,4,3,3,East,0,Lalitpur,1197.875,26000000
Lalitpur,5,3,3,South West,16,Lalitpur,1369,34000000
Lalitpur,8,4,3,East,14,Lalitpur,4877.0625,51000000
Lamatar,3,2,,West,20,Lalitpur,1369,15500000
Lamatar,0,0,,East,0,Lalitpur,1369,9700000
Lamatar,9,5,2,East,14,Lalitpur,55102.25,230000001
Lamatar,0,0,,West,12,Lalitpur,1711.25,10000000
Lamatar,0,0,,West,12,Lalitpur,1711.25,10000000
Lubhu,4,2,3,West,13,Lalitpur,1711.25,27500000
Lubhu,3,3,,East,13,Lalitpur,1240.65625,31000000
Lubhu,0,0,,West,0,Lalitpur,1026.75,13700000
Lubhu,0,0,,North East,0,Lalitpur,1540.125,22000000
Lubhu,0,0,,East,14,Lalitpur,1197.875,19500000
Lubhu,5,5,4,East,13,Lalitpur,1219.265625,17000000
Lubhu,5,3,2.5,South,20,Lalitpur,1197.875,17000000
Lubhu,4,3,2,South East,13,Lalitpur,1775.421875,14500000
Lubhu,3,4,3,South East,11,Lalitpur,1133.703125,11000000
Lubhu,5,3,2.5,South,20,Lalitpur,1197.875,17000000
Lubhu,4,3,2,South East,13,Lalitpur,1775.421875,14500000
Lubhu,6,2,2,East,18,Lalitpur,5476,60000
Mahalaxmi,4,3,3,North,13,Lalitpur,1026.75,18000000
Mahalaxmi,6,4,2.5,South,13,Lalitpur,1197.875,26000000
Mahalaxmi,5,4,3,West,15,Lalitpur,1882.375,37500000
Mahalaxmi,2,4,3,North,12,Lalitpur,1283.4375,21500000
Mahalaxmi,0,0,5,East,72,Lalitpur,3080.25,35000
Mahalaxmisthan,4,4,3,North West,13,Lalitpur,1369,26500000
Mahalaxmisthan,2,1,1,South,15,Lalitpur,1026.75,12500000
Mahalaxmisthan,3,3,3,East,20,Lalitpur,3764.75,100000
Manbhawan,9,5,3,East,13,Lalitpur,3422.5,62500000
Mangal Bazar,0,0,,North,15,Lalitpur,400,1700000
Nakhipot,4,4,3,South,19,Lalitpur,1026.75,29000000
Nakhipot,5,5,3,South,22,Lalitpur,1369,28500000
Nakhipot,5,5,,East,0,Lalitpur,2738,65000000
Nakhipot,5,4,4,North,13,Lalitpur,1197.875,26500000
Nakhipot,6,5,3,West,20,Lalitpur,3058.859375,57500000
Nakhipot,4,5,,South West,0,Lalitpur,1112.3125,22200000
Nakhipot,0,0,3,South,10,Lalitpur,1369,20500000
Nakhipot,0,0,2,North,0,Lalitpur,1197.875,15100000
Nakhipot,0,0,3,South,10,Lalitpur,1369,20500000
Nakhipot,0,0,,South,13,Lalitpur,2738,100000
Nakhipot,7,4,3,West,13,Lalitpur,5476,125000
Nakhundol,3,4,2,East,13,Lalitpur,1540.125,25000000
Nakkhu,4,5,2,South West,13,Lalitpur,1454.5625,36000000
Nakkhu,0,0,,West,13,Lalitpur,1112.3125,8500000
Nakkhu,0,0,,East,20,Lalitpur,1240.65625,26000000
Nakkhu,0,0,,West,20,Lalitpur,1262.046875,27000000
Nakkhu,4,5,2.5,South,15,Lalitpur,1540.125,29000000
Nakkhu,4,5,2.5,East,20,Lalitpur,1369,29000000
Nakkhu,4,4,2.5,South East,20,Lalitpur,1197.875,26500000
Nakkhu,4,4,3,South West,16,Lalitpur,1369,26500000
Nakkhu,4,5,3,North,13,Lalitpur,1026.75,18000000
Nakkhu,0,0,3,North,13,Lalitpur,1796.8125,33000000
Nakkhu,4,4,2.5,North West,14,Lalitpur,1540.125,25500000
Nakkhu,4,4,2,East,16,Lalitpur,1369,26500000
Nakkhu,4,5,3,North,13,Lalitpur,1026.75,18000000
Nakkhu,0,0,3,North,13,Lalitpur,1796.8125,33000000
Nakkhu,0,0,,South,13,Lalitpur,1026.75,40000
Nakkhu,4,4,2.5,North West,14,Lalitpur,1540.125,25500000
Nakkhu,6,4,3,East,13,Lalitpur,1197.875,70000
Patan,9,5,4,East,13,Lalitpur,1283.4375,28000000
Patan,7,4,4,West,13,Lalitpur,1026.75,24000000
Patan,2,2,,North,13,Lalitpur,962.578125,17600000
Patan,0,0,,West,40,Lalitpur,342.25,15000000
Patan,0,0,,East,0,Lalitpur,1500,3500000
Patandokha,4,2,,South East,20,Lalitpur,2395.75,90000
Patandokha,0,0,,South,20,Lalitpur,500,40000
Pulchowk,8,5,,East,0,Lalitpur,4107,300000
Pulchowk,0,0,,North,15,Lalitpur,700,3200000
Pulchowk,2,1,,North,13,Lalitpur,800,25000
Pulchowk,2,1,,South West,11,Lalitpur,300,15500
Sanepa,4,2,,East,15,Lalitpur,3080.25,80000000
Sanepa,5,5,2,East,13,Lalitpur,8214,240000000
Sanepa,4,4,2,South West,20,Lalitpur,12663.25,266400000
Sanepa,6,4,3,East,12,Lalitpur,1540.125,32500000
Sanepa,2,1,1,West,13,Lalitpur,1026.75,4800000
Sanepa,0,0,,North East,0,Lalitpur,1400,115000
Sanepa,0,0,,North East,20,Lalitpur,1400,35000000
Sanepa,4,3,,East,0,Lalitpur,1833,80000
Sanepa,4,2,,East,0,Lalitpur,1026.75,25000
Sanepa,3,2,13,South,20,Lalitpur,1800,45000000
Sanepa,3,3,0,South,26,Lalitpur,2000,150000
Sanepa,3,3,10,South,20,Lalitpur,1788,235000
Sanepa,3,5,,East,20,Lalitpur,1369,25000000
Sanepa,4,4,3,North,13,Lalitpur,1369,30000000
Sanepa,6,3,2,South,13,Lalitpur,8898.5,200000
Sanepa,10,10,4.5,South,20,Lalitpur,5818.25,150000000
Sanepa,0,0,,South,13,Lalitpur,3080.25,150000
Sanepa,2,1,,East,20,Lalitpur,0,19900
Sanepa,3,4,2,South West,0,Lalitpur,2738,150000
Sanepa,3,4,,South East,15,Lalitpur,1283.4375,144000
Sanepa,21,18,3,East,12,Lalitpur,2224.625,125000
Sanepa,14,5,3,North,13,Lalitpur,10952,300000
Sanepa,7,3,3,North East,15,Lalitpur,2738,100000
Sano Gaun,5,4,4,South East,16,Lalitpur,1796.8125,33900000
Sano Gaun,0,0,,East,13,Lalitpur,1026.75,15500000
Sano Gaun,3,4,3,South,20,Lalitpur,1454.5625,22000000
Sano Gaun,5,2,2,East,20,Lalitpur,1369,21500000
Sano Gaun,0,0,,West,13,Lalitpur,1026.75,14500000
Sano Gaun,0,0,,West,13,Lalitpur,1026.75,14500000
Satdobato,5,4,3,South East,10,Lalitpur,1625.6875,32500000
Satdobato,5,4,3,South,8,Lalitpur,7358.375,79550000
Satdobato,5,4,3,North,16,Lalitpur,1048.140625,20000000
Satdobato,3,3,2,East,20,Lalitpur,3422.5,70000000
Satdobato,0,0,,North,20,Lalitpur,3000,9000000
Satdobato,3,2,,West,15,Lalitpur,1300,22000
Satdobato,2,1,1,South East,13,Lalitpur,2053.5,22000
Satdobato,5,4,3,North,16,Lalitpur,1048.140625,20000000
Sovahity,4,3,2.5,South,10,Lalitpur,1026.75,20000000
Sunakothi,3,3,2,East,18,Lalitpur,1369,35000000
Taukhel,0,0,,West,20,Lalitpur,1069.53125,10500000
Taukhel,0,0,,South West,0,Lalitpur,200,600000
Thaiba,15,7,2,West,13,Lalitpur,4107,27000000
Thaiba,4,3,3,North,20,Lalitpur,1069.53125,17000000
Thaiba,4,3,,North,20,Lalitpur,11722.0625,17500000
Thaiba,3,2,2.5,South,20,Lalitpur,1026.75,19000000
Thaiba,4,4,3,East,13,Lalitpur,1390.390625,19000000
Thaiba,1,1,,South West,20,Lalitpur,5818.25,18000
Thaiba,3,2,3,South,20,Lalitpur,1026.75,20000000
Thaiba,5,4,,West,20,Lalitpur,2053.5,35000000
Thaiba,4,4,3,East,13,Lalitpur,1390.390625,19000000
Thaiba,4,3,2,South,15,Lalitpur,1454.5625,48000
Thasikhel,0,0,2,South,13,Lalitpur,2224.625,35000000
Thasikhel,0,0,2,East,21,Lalitpur,1369,46500000
Thasikhel,0,0,2,East,21,Lalitpur,1369,46500000
Thasikhel,12,4,3,South East,0,Lalitpur,1369,24000000
Thecho,5,5,3,South,13,Lalitpur,3336.9375,79500000
Tikathali,2,1,1,North,13,Lalitpur,1112.3125,17000000
Tikathali,6,5,3,North East,10,Lalitpur,1369,35000000
Tikathali,5,4,2.5,South East,13,Lalitpur,1283.4375,37500000
Tikathali,3,3,3,South East,0,Lalitpur,1711.25,26500000
Tikathali,5,3,3,North,13,Lalitpur,1112.3125,19500000
Tikathali,0,0,,East,13,Lalitpur,1283.4375,14500000
Tikathali,0,0,,North,10,Lalitpur,1112.3125,19500000
Tikathali,0,0,,West,10,Lalitpur,1540.125,23000000
Tikathali,2,1,,South,13,Lalitpur,1197.875,14700000
Tikathali,2,1,,North East,13,Lalitpur,1283.4375,14500000
Tikathali,2,1,,South West,13,Lalitpur,1026.75,12200000
Tikathali,0,0,,East,0,Lalitpur,1283.4375,14500000
Tikathali,6,3,3,South,10,Lalitpur,1026.75,16500000
Tikathali,2,1,1.5,East,13,Lalitpur,941.1875,11200000
Tikathali,5,4,2,South East,15,Lalitpur,1561.515625,19500000
Tikathali,2,1,1.5,South,13,Lalitpur,1026.75,12500000
Tikathali,2,1,1.5,West,13,Lalitpur,941.1875,11000000
Tikathali,6,4,2.5,West,20,Lalitpur,1369,21500000
Tikathali,5,2,4,East,15,Lalitpur,1369,20000000
Tikathali,4,4,3,South,492.15,Lalitpur,3208.59375,40000000
Tikathali,2,1,1.5,North East,16,Lalitpur,1411.78125,15000000
Tikathali,2,1,1.5,East,13,Lalitpur,1026.75,11000000
Tikathali,2,1,1,East,15,Lalitpur,1026.75,130000
Tikathali,3,2,2,West,13,Lalitpur,1369,17000000
Tikathali,8,3,,South,13,Lalitpur,1026.75,17000000
Tikathali,6,3,3,East,12,Lalitpur,1197.875,22500000
Tikathali,0,0,0,North,13,Lalitpur,1026.75,16000000
Tikathali,10,0,3,East,10,Lalitpur,1112.3125,14500000
Tikathali,2,1,1.5,South,13,Lalitpur,1026.75,12500000
Tikathali,0,0,,South West,13,Lalitpur,1197.875,21500000
Tikathali,2,1,1.5,West,13,Lalitpur,941.1875,11000000
Tikathali,5,2,4,East,15,Lalitpur,1369,20000000
