price,Location,Floor,Bathroom,Bedroom,Land Size (Aana/Dhur),Buildup (Sqr. Ft.),Road Size,url,Land Mark
"रू. 16,00,00,000","hadigaun hadigaon, Handigaun, Kathmandu",2.5,6,7,16,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-hadigau-in-kathmandu/b6be1483107649c399b850e32a84e49b,
"रू. 2,60,00,000","Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",2.5,3,2,4,1600,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-thaiba-lalitpur-in-lalitpur/866debdf54904d1a8c5e6bb8b2e23ff1,Satdobato
"रू. 3,40,00,000","Sano Bharyang, Kathmandu, Kathmandu Metropolitan City, Kathmandu",,,,,,,https://hamrobazaar.com/for-sale-house/urgent-in-kathmandu/b432e959ded84487b9a5b95c3a292e4b,
"रू. 13,00,00,000","Bagmati Corridor Yela Marga, Chobu Nani, Kupondole, Patan, Lalitpur, Bagmati Pradesh, 00779, Nepal",4,4,12,11,6000,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-in-kupondollalitupr-in-lalitpur/20c751d02c924407bae8685c1a8d6998,
"रू. 2,30,00,000","Imadol-Hattiban Road, इमाडोल",3,4,5,3,2500,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/sasto-ghar-bikrima-in-nepal/36c679ac2eb14cbab6e10ee5e0aaf542,
"रू. 4,80,00,000","लखतीर्थ मार्ग, Pyaphal,",3,0,0,6,0,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/for-those-who-are-looking-around-dallu-area-in-nepal/6360773e2a24483b89fbe81312c48215,
"रू. 8,00,00,000","Imadol-Hattiban Road, सीतापाखा, इमाडोल",2,4,5,6,2800,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-in-nepal/8fb487742e5a439aa5c6e10eeef08aa7,
"रू. 2,10,00,000","टोखा सादक, बालुवापाटी चोक,",3,3,4,3,2824,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-greenline-dhapace-210lakhs-in-nepal/31f9fe7853474f638362a60809b75f06,
"रू. 2,65,00,000","kritipur, Dhalpa (Kirtipur), Kathmandu",3.5floor,5,12,0-5-0-0,1300,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/semi-commercial-house-for-sale-at-tanglaphat-heigh-in-kathmandu/aedb89cf50e34fb6879d4d5f2659d890,"Kirtipur, Tanglaphat Heights"
"रू. 2,25,00,000","Koteshwor, Kathmandu",2.5,4,5,3.1.1,0,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/sale-for-beautiful-house-in-kathmandu/2bf31ab6ef3e44519016413a95923094,
"रू. 3,75,00,000","Chobu Nani,",5,9,7,5,5200,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/newly-built-house-on-sale-way-to-sankhamul-in-nepal/ab12e607e3ab44b1b865657270712861,
"रू. 2,50,00,000","Lubhu (Mahalaxmi), Lalitpur",3,3,4,3:00 AM,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/3-talle-brand-new-house-on-sale-at-lubhu-lalitpur-in-lalitpur/3668edbdbef64cc3bd6d3a0ec44fd76c,
"रू. 3,40,00,000","Imadol (Mahalaxmi), Lalitpur",2.5,5,10,3.5,1200,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-in-lalitpur/995ac185ece249edb1f26479308efc9e,"imadol, lalitpur"
"रू. 4,25,00,000","Kalanki, Kalanki",6,16,18,3,6500,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-kalanki-in-nepal/e2b32f350dcc423eb39a7e47684c424d,
"रू. 9,50,00,000","dumbarahi, Dhumbarahi, Kathmandu",2.5,4,4( 2 Master Bedrooms),10 Aana,N/A,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-dhumbarahi-kathmandu-in-bara/1d3dd850dea54fb2934e0a096a50d773,
"रू. 5,50,00,000","akashedhara, Akasedhara (Kapan), Kathmandu",4,2,3,11.5,5000 sqr.ft,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/kapan-ram-mandir-house-on-in-kathmandu/72b4250636654d479f49bf9363592f2b,
"रू. 6,25,00,000","Putalisadak, Kathmandu",4.5,1,1,0-5-0-2,3000,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-putalisadak-in-kathmandu/efc4e33c7f8f48fbab08a2a407554de8,
"रू. 1,85,00,000",Imadol,3,3,5,233,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-krishna-mandir-bojeypokhari-in-nepal/03e10e69f5524693b75bd9790c82fc58,
"रू. 2,75,00,000","Dhapasi Marg, Shrijanshil Tol, बसुन्धरा",5,7,16,2,1700,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/commercial-house-on-sale-basundhara-in-nepal/90b5b3ed4e384110ad8468b6b9c813fb,
"रू. 5,00,00,000",Kavrepalanchok > Dhulikhel,1,4,4,27,1500,13 to 20 feet,https://hamrobazaar.com/for-sale-house/cottage-on-sell-in-kavrepalanchok/529f75dfece445d4aabfb0a1554a1f9b,à¤§à¥à¤²à¤¿à¤–à¥‡à¤² à¤­à¤Ÿà¥à¤Ÿà¥‡à¤¡à¤¾à¤à¤¡à¤¾
"रू. 1,38,00,000","Dhakaltar, 27DR022, Dharmasthali, Tarakeshwar Municipality, Kathmandu",2,2,2,3,1000,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/under-constructing-house-on-sale-in-kathmandu/2f49f9feb9e34298a502159fcb90b829,Countryside swimming pool
"रू. 2,65,00,000","Nakhipot, Nakhudol, Patan, Lalitpur Metropolitan City, Lalitpur, Bagmati Pradesh, 44702, Nepal",2.5,4,5,3.15,2300,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/315-aanaako-ghar-urgent-bikrimanakhipot-in-lalitpur/f2a3fa3c16ab4cd48e43f7b4abb3153c,Shivachowk
"रू. 2,15,00,000","budanilkantha, Budhanilkantha, Kathmandu",3,3,5,3.3,.,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/newly-built-house-on-sale-at-budanilkantha-in-kathmandu/42972082756b4a1f95296d24d3c212b1,
"रू. 6,25,00,000","Chundevi (Maharajgunj), Kathmandu",2.5,4,5,6 ana,2500,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/new-house-for-sale-in-kathmandu/ec781dafe31942ea82ae9b0c1f4d95b3,
"रू. 1,85,00,000","Bhuddha Marg, Siddhipur",3,3,4,320,1800,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-sanagaun-in-nepal/1a6625aba10f4bb9acbb7d743d5662d6,
"रू. 1,50,00,000","Harisiddhi, Lalitpur",2.5,2,1,0-3-0-0,1000,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-nayabato-harisiddhi-in-lalitpur/82e2245d403b4a648feae15544c1ea23,
"रू. 3,75,00,000","Chandol, Kathmandu",3.5,3,7,3.5,3500,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/chandol-baluwatar-ghar-on-sale-in-kathmandu/cfc8e796cddc4d8b868741a3b488e3e3,
"रू. 3,15,00,000","Golphutar Main Sadak, Dharampur",3,4,5,4,1400,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-semi-bungla-budhanilkantha-in-nepal/b47fbd8a0ad448efbeded9a992d8657e,
"रू. 2,70,00,000",Imadol,3,4,5,300,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-swimming-pool-nayabasti-in-nepal/e7d6aa325717431fa81f5ff20af2a7cb,
"रू. 2,95,00,000","Miteri Marg, Buddha Chok,",2.3,3,5,4 Aana 1paisa,2423,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/jorpati-makalbari-bas-park-nira-ghar-bikrima-in-nepal/57088794818646198b78163bb89068a6,
"रू. 2,40,00,000","Tikathali (Mahalaxmi), Lalitpur",2.5,4,5,2.3,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/sale-for-beautiful-house-in-lalitpur/e80a0f7944a14cf9ab83b6d332008d47,
"रू. 80,00,000","Kailash Chok, Lainchaur, Kathmandu",2,2,3,25,12,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/kapaurdhara-ma-per-aana-80-lakh-ko-jagga-bikri-ma-in-kathmandu/cf7c96c57bd845e2b6613ceb55d1661a,Good
"रू. 5,50,00,000","purano baneshwar old baneshwor, Purano Baneshwor (Old Baneshwor), Kathmandu",.,.,10,5anna,.,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-karibot-baneshwor-in-kathmandu/183872a1717c4518966de2cd435d2291,
"रू. 12,00,00,000","Telecom, Golphutar Main Sadak, Dharampur, Budhanilkantha, Budhanilkantha Municipality, Kathmandu",3,3,3,16,3,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/hattigauda-ma-16-aana-ma-baneko-naya-banglo-bikre-in-kathmandu/e7d73789af3944f5b8dd9786d15ff128,L
"रू. 2,50,00,000","vasundhara, Basundhara, Kathmandu",0,0,0,3,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-at-basundhara-in-kathmandu/e76ab029bb5f413c9f8f7e7b6810e74d,0
"रू. 2,30,00,000",Lalitpur > Hattiban,,,,3.2,,,https://hamrobazaar.com/for-sale-house/house-on-sale-in-lalitpur/9fdff20d014c4ef088be73f44771b711,"HATTIBAN, LALITPUR NEAR CANCER HOSPITAL"
"रू. 2,80,00,000","budanilkantha, Pasikot (Budhanilkantha), Kathmandu",2.5,4,4,4,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budhanilkantha-in-kathmandu/a65ade9e02b942b18089606cfe9ca067,
"रू. 2,90,00,000","Siddhipur (Mahalaxmi), Lalitpur",,,,,,,https://hamrobazaar.com/for-sale-house/house-sale-on-sidhipur-sanagau-in-lalitpur/0a04dc99f63c4f8b88260ed63d991495,
"रू. 3,70,00,000","Namuna Chok, Gokarneshwar, Kathmandu",3,3,6,4,1369,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-in-jorpati-shivachock-urgent-in-kathmandu/6bc664fdf2c54e54a60839daf4609049,"Hotel sng, green hill city, chicken station, burger house,"
"रू. 2,22,00,000",Kathmandu,3,3,,0-2-1-2,,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sell-in-kathmandu/4bcabe3a108847aea09269052dcabf9d,
"रू. 2,40,00,000","Bishnudol-Lubhu Road, Lubhu",3,3,4,31,800,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/beautiful-house-on-sale-lubu-sanagau-in-nepal/6c2da6778b424539b7b97393664f383d,lubu sanagau
"रू. 2,90,00,000","बोर्चा, Siddhipur, खड्काटोल, थाइकोट, ललितपुर महानगरपालिका, ललितपुर, Bagmati Pradesh, नेपाल",3,4,5,4,1150,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-sanagau-in-nepal/f7a7f7d2e677466e95040de481cd9b4a,Don Bosco School
"रू. 2,20,00,000",Kathmandu > Jorpati (Gokarneshwar),2.5,3,4,4.3a,,9 to 12 feet,https://hamrobazaar.com/for-sale-house/25-stored-house-on-sale-at-jorpati-in-kathmandu/b18a428ce7d3482c8109655f925dd6c9,
"रू. 4,95,00,000","basbari, Bansbari, Kathmandu",3,3,6,7,1381,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-basbari-kathmandu-in-kathmandu/b69e5958314d48b2a57c9bb22fd39f86,
"रू. 4,15,00,000","budanilkantha, Budhanilkantha, Kathmandu",2.5,4,5,6.2,na,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/62-house-for-sale-at-budhanilkantha-deuwa-area-in-kathmandu/509cf291bcbf44938fffeddf0d8ca2a5,Deuwa area
"रू. 1,10,00,000","Jayantidanda, Dhading Besi, Nilakantha, धादिङ, Bagmati Pradesh, नेपाल",13,3,5,4,10,5 - 8 Ft.,https://hamrobazaar.com/for-sale-house/4ana-house-for-sale-urgent-sale-13-roomsdhading-in-dhading/b5adbbb6448c4086888bdaa809ff8912,Dhading bensi nilkantha 4.
"रू. 2,20,00,000","Subba Chok, Tandi, 35DR012, Tandi Bazar, Ratnanagar, Chitwan, Bagmati Pradesh, 44204, Nepal",२.१\२,३,६,१० धुर,९००,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/in-chitwan/09bbc19d0ea14459b25479327eebd6ec,
"रू. 5,00,00,000","Tokha, काठमाडौं, Bagmati Pradesh, नेपाल",3,6,7,5,1500,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/51-in-nepal/31eac3564b884f70bd0ba273722796e9,
"रू. 2,20,00,000","महालक्ष्मीस्थान रोड, टिखिडोल, कुसुन्ती",350,6,5,250,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sell-lalitpur-imadol-tampo-park-sangai-in-nepal/21e4e2bf23384e82bd3708e1f2af8121,1
"रू. 2,60,00,000","chandagiri, Chandragiri, Kathmandu",2 1/2,5,6,4,2000,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-in-kathmandu/3d51444dff184e0981d8ec9d8eeac297,Mahadevsthan Temple
"रू. 2,60,00,000","Lalitpur City, Lalitpur",2,2,3,2.75aana,1000,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/civil-house-on-sale-at-lalitpur-in-lalitpur/2ed6a193e0c943529ae271778ef96cb4,
"रू. 10,50,00,000","Gyaneshwar, Dillibazar",3,5,5,11,4000,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/banglow-budanilkhanta-in-nepal/5643e15055d8410da68b95b7a8d19ebc,
"रू. 5,80,00,000","budanilkantha, Hattigaunda (Budhanilkantha), Kathmandu",3,4,8,6,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/semi-commercial-house-on-sale-at-ganesh-chowk-in-kathmandu/50ff316e782c4b7ead4d0f6256a14b88,
"रू. 79,00,000","Sunwal, Parasi",2,1,4,33,750,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/exchange-with-land-or-sale-32-dhur-jaga-and-house-in-parasi/bcbeba11eaba45969abe9bf07e521f5d,Swathi sunwal 9
"रू. 5,75,00,000","Child Protection Center and Security, Gyaneshwar, Dillibazar, काठमाडौं, Kathmandu, काठमाडौं, Bagmati Pradesh, नेपाल",4,4,4,3,1000,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/dillibazar-ma-house-in-kathmandu/3780738fc5074abf889349e4e78b88e6,
"रू. 15,00,00,000",Kathmandu > Budhanilkantha,2.5,6,5,11,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/11-ana-land-on-sale-with-bungalow-budhanilkantha-in-kathmandu/b177ac86013e4cc08ee4a986b628e773,Bhudanilkantha near comfort housing
"रू. 5,56,00,000","Milijuli Tol, Chappal Karkhana, Kathmandu",3,5,6,6,174,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/52-aaa-house-for-sale-at-basbar-chakrapath-in-kathmandu/ddf9ffefc7754717a10df619f97bce07,With car parking 3 attached washroom
"रू. 3,25,00,000","सीतापाखा, इमाडोल",3,5,6,330,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-rajkulo-chowk-highway-najeek-in-nepal/f8aa66e960e7448db9c57d84a027135b,
